第8屆區域立法委員選舉嘉義縣第1選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,龍江里,128,275,258,533,13,546,0,546,259,805,67.83
　　,西安里,129,399,458,857,17,874,0,874,356,"1,230",71.06
　　,中安里,130,536,521,"1,057",22,"1,079",0,"1,079",458,"1,537",70.20
　　,東安里,131,595,438,"1,033",17,"1,050",0,"1,050",366,"1,416",74.15
　　,樹林里,132,118,106,224,6,230,0,230,56,286,80.42
　　,樹林里,133,69,107,176,3,179,0,179,79,258,69.38
　　,貴舍里,134,195,138,333,3,336,0,336,113,449,74.83
　　,貴舍里,135,97,115,212,4,216,0,216,60,276,78.26
　　,永安里,136,371,429,800,32,832,0,832,333,"1,165",71.42
　　,東港里,137,307,380,687,14,701,0,701,237,938,74.73
　　,東港里,138,299,365,664,20,684,0,684,276,960,71.25
　　,江山里,139,124,103,227,7,234,0,234,63,297,78.79
　　,菜舖里,140,55,58,113,2,115,0,115,71,186,61.83
　　,菜舖里,141,66,94,160,1,161,0,161,80,241,66.80
　　,考試里,142,41,51,92,1,93,0,93,36,129,72.09
　　,考試里,143,55,82,137,1,138,0,138,35,173,79.77
　　,振寮里,144,181,342,523,20,543,0,543,225,768,70.70
　　,新岑里,145,434,297,731,12,743,0,743,280,"1,023",72.63
　　,新民里,146,392,491,883,25,908,0,908,356,"1,264",71.84
　　,復興里,147,355,486,841,9,850,0,850,304,"1,154",73.66
　　,復興里,148,413,498,911,15,926,0,926,337,"1,263",73.32
　　,好美里,149,313,434,747,19,766,0,766,307,"1,073",71.39
　義竹鄉,,,"4,725","8,430","13,155",237,"13,392",0,"13,392","3,981","17,373",77.09
　　,岸腳村,150,146,261,407,4,411,0,411,146,557,73.79
　　,岸腳村,151,73,122,195,1,196,0,196,51,247,79.35
　　,義竹村,152,441,755,"1,196",19,"1,215",0,"1,215",305,"1,520",79.93
　　,六桂村,153,312,667,979,16,995,0,995,238,"1,233",80.70
　　,仁里村,154,219,497,716,18,734,0,734,180,914,80.31
　　,傳芳村,155,171,404,575,10,585,0,585,147,732,79.92
　　,頭竹村,156,317,686,"1,003",22,"1,025",0,"1,025",258,"1,283",79.89
　　,五厝村,157,144,184,328,9,337,0,337,93,430,78.37
　　,中平村,158,54,210,264,2,266,0,266,88,354,75.14
　　,中平村,159,20,77,97,1,98,0,98,17,115,85.22
　　,埤前村,160,187,430,617,13,630,0,630,155,785,80.25
　　,平溪村,161,135,198,333,4,337,0,337,98,435,77.47
　　,後鎮村,162,71,279,350,3,353,0,353,112,465,75.91
　　,北華村,163,146,320,466,4,470,0,470,142,612,76.80
　　,新店村,164,480,667,"1,147",17,"1,164",0,"1,164",371,"1,535",75.83
　　,東過村,165,211,419,630,6,636,0,636,200,836,76.08
　　,西過村,166,240,366,606,16,622,0,622,259,881,70.60
　　,官和村,167,217,367,584,14,598,0,598,215,813,73.55
　　,官順村,168,144,173,317,6,323,0,323,160,483,66.87
　　,新富村,169,151,280,431,14,445,0,445,120,565,78.76
　　,東光村,170,218,282,500,15,515,0,515,133,648,79.48
　　,東光村,171,47,74,121,4,125,0,125,36,161,77.64
　　,東榮村,172,130,184,314,2,316,0,316,128,444,71.17
　　,龍蛟村,173,156,278,434,5,439,0,439,166,605,72.56
　　,溪洲村,174,214,221,435,8,443,0,443,141,584,75.86
　　,溪洲村,175,81,29,110,4,114,0,114,22,136,83.82
　鹿草鄉,,,"5,036","5,344","10,380",205,"10,585",0,"10,585","3,599","14,184",74.63
　　,後寮村,176,246,130,376,4,380,0,380,133,513,74.07
　　,鹿東村,177,291,177,468,10,478,0,478,138,616,77.60
　　,鹿草村,178,425,518,943,24,967,0,967,296,"1,263",76.56
　　,西井村,179,410,509,919,20,939,0,939,300,"1,239",75.79
　　,豊稠村,180,101,132,233,7,240,0,240,91,331,72.51
　　,豊稠村,181,48,83,131,8,139,0,139,190,329,42.25
　　,重寮村,182,459,331,790,15,805,0,805,296,"1,101",73.12
　　,施家村,183,226,128,354,4,358,0,358,124,482,74.27
　　,下潭村,184,349,295,644,17,661,0,661,222,883,74.86
　　,光潭村,185,407,393,800,15,815,0,815,257,"1,072",76.03
　　,碧潭村,186,235,514,749,9,758,0,758,255,"1,013",74.83
　　,松竹村,187,279,388,667,11,678,0,678,270,948,71.52
　　,竹山村,188,230,306,536,13,549,0,549,169,718,76.46
　　,竹山村,189,88,104,192,4,196,0,196,71,267,73.41
　　,後堀村,190,368,390,758,10,768,0,768,222,990,77.58
　　,後堀村,191,129,118,247,3,250,0,250,75,325,76.92
　　,三角村,192,458,369,827,19,846,0,846,258,"1,104",76.63
　　,三角村,193,122,177,299,2,301,0,301,102,403,74.69
　　,下麻村,194,96,139,235,3,238,0,238,56,294,80.95
　　,下麻村,195,69,143,212,7,219,0,219,74,293,74.74
　水上鄉,,,"15,486","14,817","30,303",823,"31,126",1,"31,127","10,577","41,704",74.64
　　,水上村,196,173,274,447,8,455,0,455,174,629,72.34
　　,水上村,197,361,288,649,18,667,1,668,194,862,77.38
　　,水上村,198,674,741,"1,415",46,"1,461",0,"1,461",483,"1,944",75.15
　　,水頭村,199,399,430,829,21,850,0,850,262,"1,112",76.44
　　,水頭村,200,449,468,917,25,942,0,942,311,"1,253",75.18
　　,粗溪村,201,408,432,840,31,871,0,871,307,"1,178",73.94
　　,粗溪村,202,131,119,250,4,254,0,254,73,327,77.68
　　,下寮村,203,239,192,431,13,444,0,444,146,590,75.25
　　,下寮村,204,431,464,895,25,920,0,920,277,"1,197",76.86
　　,三和村,205,266,446,712,30,742,0,742,237,979,75.79
　　,三和村,206,247,274,521,19,540,0,540,161,701,77.03
　　,回歸村,207,135,207,342,8,350,0,350,83,433,80.83
　　,大堀村,208,255,215,470,14,484,0,484,117,601,80.53
　　,大堀村,209,247,189,436,8,444,0,444,117,561,79.14
　　,大堀村,210,157,107,264,10,274,0,274,95,369,74.25
　　,大崙村,211,753,716,"1,469",27,"1,496",0,"1,496",518,"2,014",74.28
　　,塗溝村,212,351,296,647,12,659,0,659,172,831,79.30
　　,龍德村,213,821,521,"1,342",44,"1,386",0,"1,386",483,"1,869",74.16
　　,溪洲村,214,449,339,788,11,799,0,799,285,"1,084",73.71
　　,三鎮村,215,175,292,467,14,481,0,481,147,628,76.59
　　,靖和村,216,162,209,371,6,377,0,377,87,464,81.25
　　,南和村,217,285,311,596,14,610,0,610,194,804,75.87
　　,南和村,218,184,175,359,9,368,0,368,178,546,67.40
　　,柳新村,219,227,273,500,17,517,0,517,203,720,71.81
　　,柳新村,220,242,369,611,26,637,0,637,240,877,72.63
　　,柳林村,221,689,637,"1,326",42,"1,368",0,"1,368",533,"1,901",71.96
　　,柳鄉村,222,827,556,"1,383",37,"1,420",0,"1,420",480,"1,900",74.74
　　,內溪村,223,415,381,796,14,810,0,810,267,"1,077",75.21
　　,寬士村,224,812,627,"1,439",38,"1,477",0,"1,477",499,"1,976",74.75
　　,寬士村,225,704,593,"1,297",40,"1,337",0,"1,337",544,"1,881",71.08
　　,民生村,226,468,472,940,25,965,0,965,333,"1,298",74.35
　　,民生村,227,574,604,"1,178",20,"1,198",0,"1,198",382,"1,580",75.82
　　,義興村,228,271,333,604,17,621,0,621,197,818,75.92
　　,中庄村,229,595,638,"1,233",35,"1,268",0,"1,268",505,"1,773",71.52
　　,忠和村,230,645,688,"1,333",26,"1,359",0,"1,359",499,"1,858",73.14
　　,南鄉村,231,355,249,604,27,631,0,631,197,828,76.21
　　,三界村,232,380,317,697,20,717,0,717,241,958,74.84
　　,國姓村,233,530,375,905,22,927,0,927,356,"1,283",72.25
