第8屆區域立法委員選舉桃園縣第1選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,營盤村,52,405,646,"1,051",16,"1,067",0,"1,067",343,"1,410",75.67
　　,營盤村,53,451,601,"1,052",20,"1,072",3,"1,075",393,"1,468",73.02
　　,營盤村,54,638,950,"1,588",25,"1,613",0,"1,613",578,"2,191",73.62
　　,瓦窯村,55,361,398,759,14,773,0,773,217,990,78.08
　　,瓦窯村,56,258,578,836,17,853,0,853,391,"1,244",68.57
　　,內厝村,57,375,325,700,10,710,0,710,472,"1,182",60.07
　　,內厝村,58,469,405,874,18,892,0,892,215,"1,107",80.58
　　,山鼻村,59,667,579,"1,246",20,"1,266",0,"1,266",385,"1,651",76.68
　　,山腳村,60,488,374,862,16,878,0,878,257,"1,135",77.36
　　,山腳村,61,381,396,777,16,793,0,793,221,"1,014",78.21
　　,山腳村,62,416,434,850,13,863,0,863,240,"1,103",78.24
　　,外社村,63,594,467,"1,061",10,"1,071",0,"1,071",236,"1,307",81.94
　　,坑子村,64,758,471,"1,229",24,"1,253",0,"1,253",342,"1,595",78.56
　　,坑口村,65,345,350,695,8,703,0,703,186,889,79.08
　　,坑口村,66,580,485,"1,065",7,"1,072",0,"1,072",307,"1,379",77.74
　　,海湖村,67,366,600,966,14,980,0,980,370,"1,350",72.59
　　,海湖村,68,409,621,"1,030",15,"1,045",0,"1,045",405,"1,450",72.07
　　,海湖村,69,456,505,961,13,974,0,974,399,"1,373",70.94
　龜山鄉,,,"32,650","41,175","73,825","1,241","75,066",0,"75,066","26,144","101,210",74.17
　　,精忠村,70,45,573,618,14,632,0,632,161,793,79.70
　　,精忠村,71,193,"1,031","1,224",26,"1,250",0,"1,250",413,"1,663",75.17
　　,精忠村,72,370,497,867,13,880,0,880,254,"1,134",77.60
　　,陸光村,73,68,"1,314","1,382",24,"1,406",0,"1,406",272,"1,678",83.79
　　,陸光村,74,81,"1,240","1,321",24,"1,345",0,"1,345",298,"1,643",81.86
　　,中興村,75,610,882,"1,492",31,"1,523",0,"1,523",620,"2,143",71.07
　　,中興村,76,748,711,"1,459",32,"1,491",0,"1,491",427,"1,918",77.74
　　,新興村,77,250,733,983,26,"1,009",0,"1,009",308,"1,317",76.61
　　,新興村,78,187,186,373,4,377,0,377,605,982,38.39
　　,新路村,79,458,651,"1,109",16,"1,125",0,"1,125",286,"1,411",79.73
　　,新路村,80,384,430,814,11,825,0,825,196,"1,021",80.80
　　,新路村,81,450,528,978,16,994,0,994,317,"1,311",75.82
　　,新路村,82,563,537,"1,100",10,"1,110",0,"1,110",300,"1,410",78.72
　　,龜山村,83,555,675,"1,230",19,"1,249",0,"1,249",419,"1,668",74.88
　　,龜山村,84,589,566,"1,155",20,"1,175",0,"1,175",365,"1,540",76.30
　　,龜山村,85,654,882,"1,536",21,"1,557",0,"1,557",726,"2,283",68.20
　　,大同村,86,687,861,"1,548",22,"1,570",0,"1,570",486,"2,056",76.36
　　,大同村,87,382,500,882,12,894,0,894,313,"1,207",74.07
　　,大同村,88,554,562,"1,116",15,"1,131",0,"1,131",392,"1,523",74.26
　　,山頂村,89,412,620,"1,032",13,"1,045",0,"1,045",718,"1,763",59.27
　　,山頂村,90,580,651,"1,231",28,"1,259",0,"1,259",510,"1,769",71.17
　　,山頂村,91,351,519,870,13,883,0,883,257,"1,140",77.46
　　,山德村,92,492,583,"1,075",18,"1,093",0,"1,093",469,"1,562",69.97
　　,山德村,93,509,533,"1,042",10,"1,052",0,"1,052",345,"1,397",75.30
　　,山德村,94,558,647,"1,205",21,"1,226",0,"1,226",403,"1,629",75.26
　　,山福村,95,511,594,"1,105",13,"1,118",0,"1,118",366,"1,484",75.34
　　,山福村,96,484,539,"1,023",19,"1,042",0,"1,042",325,"1,367",76.23
　　,幸福村,97,421,543,964,13,977,0,977,432,"1,409",69.34
　　,幸福村,98,427,592,"1,019",10,"1,029",0,"1,029",382,"1,411",72.93
　　,幸福村,99,374,487,861,19,880,0,880,420,"1,300",67.69
　　,龍壽村,100,676,468,"1,144",21,"1,165",0,"1,165",397,"1,562",74.58
　　,龍華村,101,569,552,"1,121",18,"1,139",0,"1,139",407,"1,546",73.67
　　,龍華村,102,395,514,909,11,920,0,920,313,"1,233",74.61
　　,迴龍村,103,604,684,"1,288",26,"1,314",0,"1,314",398,"1,712",76.75
　　,迴龍村,104,421,597,"1,018",11,"1,029",0,"1,029",400,"1,429",72.01
　　,迴龍村,105,466,693,"1,159",18,"1,177",0,"1,177",414,"1,591",73.98
　　,嶺頂村,106,401,254,655,8,663,0,663,256,919,72.14
　　,嶺頂村,107,436,428,864,21,885,0,885,357,"1,242",71.26
　　,嶺頂村,108,405,468,873,10,883,0,883,340,"1,223",72.20
　　,新嶺村,109,469,638,"1,107",26,"1,133",0,"1,133",465,"1,598",70.90
　　,新嶺村,110,616,516,"1,132",14,"1,146",0,"1,146",432,"1,578",72.62
　　,兔坑村,111,524,534,"1,058",18,"1,076",0,"1,076",410,"1,486",72.41
　　,兔坑村,112,562,572,"1,134",12,"1,146",0,"1,146",500,"1,646",69.62
　　,福源村,113,563,683,"1,246",29,"1,275",0,"1,275",445,"1,720",74.13
　　,舊路村,114,508,366,874,11,885,0,885,225,"1,110",79.73
　　,舊路村,115,439,326,765,12,777,0,777,231,"1,008",77.08
　　,大坑村,116,642,524,"1,166",16,"1,182",0,"1,182",374,"1,556",75.96
　　,楓樹村,117,475,544,"1,019",14,"1,033",0,"1,033",260,"1,293",79.89
　　,楓樹村,118,788,740,"1,528",21,"1,549",0,"1,549",455,"2,004",77.30
　　,楓樹村,119,516,513,"1,029",15,"1,044",0,"1,044",293,"1,337",78.09
　　,樂善村,120,606,487,"1,093",21,"1,114",0,"1,114",428,"1,542",72.24
　　,樂善村,121,510,565,"1,075",21,"1,096",0,"1,096",445,"1,541",71.12
　　,長庚村,122,411,464,875,22,897,0,897,352,"1,249",71.82
　　,長庚村,123,541,567,"1,108",18,"1,126",0,"1,126",332,"1,458",77.23
　　,公西村,124,338,491,829,12,841,0,841,197,"1,038",81.02
　　,大崗村,125,340,621,961,25,986,0,986,341,"1,327",74.30
　　,大崗村,126,687,680,"1,367",24,"1,391",0,"1,391",428,"1,819",76.47
　　,大湖村,127,482,765,"1,247",28,"1,275",0,"1,275",540,"1,815",70.25
　　,大湖村,128,624,811,"1,435",28,"1,463",0,"1,463",468,"1,931",75.76
　　,大華村,129,671,848,"1,519",25,"1,544",0,"1,544",499,"2,043",75.58
　　,大華村,130,616,723,"1,339",20,"1,359",0,"1,359",475,"1,834",74.10
　　,大華村,131,598,686,"1,284",24,"1,308",0,"1,308",513,"1,821",71.83
　　,文化村,132,543,612,"1,155",20,"1,175",0,"1,175",379,"1,554",75.61
　　,文化村,133,515,644,"1,159",29,"1,188",0,"1,188",401,"1,589",74.76
　　,文化村,134,482,555,"1,037",27,"1,064",0,"1,064",453,"1,517",70.14
　　,南上村,135,586,615,"1,201",12,"1,213",0,"1,213",311,"1,524",79.59
　　,南美村,136,678,760,"1,438",20,"1,458",0,"1,458",425,"1,883",77.43
　桃園市,,,"15,729","21,699","37,428",652,"38,080",0,"38,080","13,728","51,808",73.50
　　,青溪里,137,626,399,"1,025",15,"1,040",0,"1,040",278,"1,318",78.91
　　,青溪里,138,420,532,952,19,971,0,971,310,"1,281",75.80
　　,青溪里,139,710,569,"1,279",22,"1,301",0,"1,301",387,"1,688",77.07
　　,三民里,140,387,691,"1,078",16,"1,094",0,"1,094",249,"1,343",81.46
　　,三民里,141,323,601,924,28,952,0,952,279,"1,231",77.34
　　,三民里,142,284,521,805,12,817,0,817,284,"1,101",74.21
　　,忠義里,143,311,647,958,20,978,0,978,374,"1,352",72.34
　　,忠義里,144,420,656,"1,076",22,"1,098",0,"1,098",496,"1,594",68.88
　　,忠義里,145,436,663,"1,099",20,"1,119",0,"1,119",392,"1,511",74.06
　　,忠義里,146,432,638,"1,070",12,"1,082",0,"1,082",424,"1,506",71.85
　　,三元里,147,402,607,"1,009",22,"1,031",0,"1,031",335,"1,366",75.48
　　,三元里,148,437,713,"1,150",15,"1,165",0,"1,165",447,"1,612",72.27
　　,大興里,149,498,634,"1,132",26,"1,158",0,"1,158",330,"1,488",77.82
　　,大興里,150,533,683,"1,216",17,"1,233",0,"1,233",500,"1,733",71.15
　　,大興里,151,445,640,"1,085",20,"1,105",0,"1,105",451,"1,556",71.02
　　,大興里,152,661,726,"1,387",20,"1,407",0,"1,407",512,"1,919",73.32
　　,大興里,153,582,561,"1,143",20,"1,163",0,"1,163",449,"1,612",72.15
　　,會稽里,154,453,725,"1,178",29,"1,207",0,"1,207",421,"1,628",74.14
　　,會稽里,155,427,748,"1,175",15,"1,190",0,"1,190",492,"1,682",70.75
　　,會稽里,156,375,657,"1,032",20,"1,052",0,"1,052",472,"1,524",69.03
　　,會稽里,157,465,898,"1,363",23,"1,386",0,"1,386",476,"1,862",74.44
　　,大有里,158,402,718,"1,120",17,"1,137",0,"1,137",496,"1,633",69.63
　　,大有里,159,447,972,"1,419",27,"1,446",0,"1,446",463,"1,909",75.75
　　,寶山里,160,528,607,"1,135",18,"1,153",0,"1,153",451,"1,604",71.88
　　,寶山里,161,381,709,"1,090",23,"1,113",0,"1,113",450,"1,563",71.21
　　,寶山里,162,372,630,"1,002",17,"1,019",0,"1,019",534,"1,553",65.61
　　,寶山里,163,536,708,"1,244",23,"1,267",0,"1,267",400,"1,667",76.00
　　,春日里,164,569,704,"1,273",25,"1,298",0,"1,298",474,"1,772",73.25
　　,春日里,165,576,600,"1,176",21,"1,197",0,"1,197",410,"1,607",74.49
　　,春日里,166,435,673,"1,108",17,"1,125",0,"1,125",525,"1,650",68.18
　　,汴洲里,167,657,501,"1,158",11,"1,169",0,"1,169",319,"1,488",78.56
　　,汴洲里,168,443,632,"1,075",20,"1,095",0,"1,095",333,"1,428",76.68
　　,汴洲里,169,383,426,809,6,815,0,815,275,"1,090",74.77
　　,萬壽里,170,373,310,683,14,697,0,697,240,937,74.39
