第8屆區域立法委員選舉高雄市第4選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,夢裡里,729,7,711,633,"1,351",29,"1,380",0,"1,380",462,"1,842",74.92
　　,大華里,730,6,763,429,"1,198",19,"1,217",0,"1,217",290,"1,507",80.76
　　,大華里,731,13,576,478,"1,067",13,"1,080",0,"1,080",296,"1,376",78.49
　　,大華里,732,8,518,364,890,15,905,0,905,248,"1,153",78.49
　　,大華里,733,8,690,525,"1,223",17,"1,240",0,"1,240",334,"1,574",78.78
　　,大華里,734,3,686,466,"1,155",21,"1,176",0,"1,176",274,"1,450",81.10
　　,大華里,735,10,668,549,"1,227",22,"1,249",0,"1,249",351,"1,600",78.06
　　,埔里,736,16,626,216,858,6,864,0,864,286,"1,150",75.13
　　,埔里,737,12,558,234,804,13,817,0,817,245,"1,062",76.93
　　,埔里,738,8,573,237,818,9,827,0,827,253,"1,080",76.57
　　,仁美里,739,8,687,270,965,10,975,0,975,302,"1,277",76.35
　　,仁美里,740,11,657,289,957,14,971,0,971,276,"1,247",77.87
　　,仁美里,741,11,667,284,962,8,970,0,970,361,"1,331",72.88
　　,仁美里,742,8,534,268,810,10,820,0,820,271,"1,091",75.16
　　,仁美里,743,8,549,237,794,10,804,0,804,215,"1,019",78.90
　　,大竹里,744,6,348,131,485,9,494,0,494,157,651,75.88
　　,華美里,745,10,592,303,905,4,909,0,909,296,"1,205",75.44
　　,華美里,746,12,595,311,918,14,932,0,932,290,"1,222",76.27
　　,華美里,747,7,555,345,907,8,915,1,916,225,"1,141",80.19
　大寮區,,,679,"40,033","22,262","62,974",961,"63,935",0,"63,935","22,076","86,011",74.33
　　,拷潭里,748,6,419,128,553,9,562,0,562,175,737,76.26
　　,拷潭里,749,7,370,103,480,8,488,0,488,156,644,75.78
　　,內坑里,750,12,672,289,973,11,984,0,984,437,"1,421",69.25
　　,內坑里,751,9,549,267,825,9,834,0,834,261,"1,095",76.16
　　,內坑里,752,8,651,460,"1,119",13,"1,132",0,"1,132",657,"1,789",63.28
　　,內坑里,753,7,197,114,318,10,328,0,328,103,431,76.10
　　,大寮里,754,13,567,227,807,13,820,0,820,303,"1,123",73.02
　　,大寮里,755,15,579,361,955,13,968,0,968,336,"1,304",74.23
　　,大寮里,756,10,631,265,906,11,917,0,917,369,"1,286",71.31
　　,大寮里,757,7,635,234,876,11,887,0,887,416,"1,303",68.07
　　,大寮里,758,6,471,209,686,13,699,0,699,257,956,73.12
　　,上寮里,759,8,591,222,821,10,831,0,831,281,"1,112",74.73
　　,上寮里,760,12,584,149,745,12,757,0,757,228,985,76.85
　　,三隆里,761,6,547,222,775,16,791,0,791,225,"1,016",77.85
　　,三隆里,762,9,457,250,716,16,732,0,732,271,"1,003",72.98
　　,三隆里,763,12,454,232,698,5,703,0,703,221,924,76.08
　　,三隆里,764,10,581,307,898,14,912,0,912,331,"1,243",73.37
　　,琉球里,765,3,589,164,756,10,766,0,766,295,"1,061",72.20
　　,琉球里,766,7,722,294,"1,023",11,"1,034",0,"1,034",305,"1,339",77.22
　　,琉球里,767,15,764,352,"1,131",12,"1,143",0,"1,143",324,"1,467",77.91
　　,翁園里,768,16,727,205,948,7,955,0,955,254,"1,209",78.99
　　,翁園里,769,11,664,201,876,10,886,0,886,244,"1,130",78.41
　　,翁園里,770,6,567,144,717,11,728,0,728,212,940,77.45
　　,前庄里,771,3,523,218,744,8,752,0,752,188,940,80.00
　　,前庄里,772,5,489,376,870,15,885,0,885,257,"1,142",77.50
　　,中庄里,773,8,482,283,773,8,781,0,781,315,"1,096",71.26
　　,中庄里,774,8,507,220,735,11,746,0,746,300,"1,046",71.32
　　,中庄里,775,5,427,234,666,10,676,0,676,198,874,77.35
　　,中庄里,776,4,701,398,"1,103",19,"1,122",0,"1,122",381,"1,503",74.65
　　,中庄里,777,4,502,201,707,9,716,0,716,237,953,75.13
　　,中庄里,778,17,597,375,989,20,"1,009",0,"1,009",356,"1,365",73.92
　　,中庄里,779,13,559,284,856,22,878,0,878,326,"1,204",72.92
　　,中庄里,780,10,597,288,895,12,907,0,907,321,"1,228",73.86
　　,後庄里,781,19,587,326,932,12,944,0,944,309,"1,253",75.34
　　,後庄里,782,8,535,295,838,14,852,0,852,249,"1,101",77.38
　　,後庄里,783,6,553,326,885,13,898,0,898,293,"1,191",75.40
　　,後庄里,784,8,552,409,969,11,980,0,980,388,"1,368",71.64
　　,後庄里,785,8,696,439,"1,143",12,"1,155",0,"1,155",366,"1,521",75.94
　　,義仁里,786,6,492,251,749,7,756,0,756,255,"1,011",74.78
　　,義仁里,787,12,388,169,569,13,582,0,582,193,775,75.10
　　,新厝里,788,12,410,149,571,9,580,0,580,214,794,73.05
　　,新厝里,789,9,360,126,495,7,502,0,502,154,656,76.52
　　,過溪里,790,10,626,338,974,23,997,0,997,325,"1,322",75.42
　　,過溪里,791,6,417,141,564,12,576,0,576,219,795,72.45
　　,潮寮里,792,12,522,191,725,11,736,0,736,219,955,77.07
　　,潮寮里,793,18,512,157,687,6,693,0,693,229,922,75.16
　　,潮寮里,794,4,555,181,740,16,756,0,756,217,973,77.70
　　,會結里,795,16,637,305,958,22,980,0,980,359,"1,339",73.19
　　,會社里,796,2,336,275,613,10,623,0,623,537,"1,160",53.71
　　,會社里,797,9,439,363,811,11,822,0,822,237,"1,059",77.62
　　,會社里,798,4,392,226,622,11,633,0,633,241,874,72.43
　　,會社里,799,12,476,435,923,16,939,0,939,321,"1,260",74.52
　　,會社里,800,5,432,249,686,20,706,0,706,246,952,74.16
　　,山頂里,801,8,500,224,732,10,742,0,742,228,970,76.49
　　,山頂里,802,6,355,408,769,12,781,0,781,257,"1,038",75.24
　　,山頂里,803,5,359,428,792,12,804,0,804,356,"1,160",69.31
　　,山頂里,804,4,396,393,793,11,804,0,804,299,"1,103",72.89
　　,山頂里,805,8,382,455,845,14,859,0,859,206,"1,065",80.66
　　,山頂里,806,7,428,325,760,6,766,0,766,284,"1,050",72.95
　　,忠義里,807,9,177,283,469,14,483,0,483,134,617,78.28
　　,永芳里,808,3,535,225,763,13,776,0,776,275,"1,051",73.83
　　,永芳里,809,10,477,233,720,13,733,0,733,237,970,75.57
　　,永芳里,810,2,515,210,727,14,741,0,741,251,992,74.70
　　,永芳里,811,7,369,256,632,4,636,0,636,263,899,70.75
　　,永芳里,812,3,495,390,888,14,902,0,902,266,"1,168",77.23
　　,永芳里,813,6,455,305,766,14,780,0,780,241,"1,021",76.40
　　,義和里,814,13,539,155,707,9,716,0,716,215,931,76.91
　　,義和里,815,12,527,230,769,16,785,0,785,216,"1,001",78.42
　　,溪寮里,816,9,370,163,542,10,552,0,552,180,732,75.41
　　,溪寮里,817,6,406,117,529,7,536,0,536,165,701,76.46
　　,江山里,818,4,385,147,536,11,547,0,547,178,725,75.45
　　,江山里,819,4,528,179,711,14,725,0,725,219,944,76.80
　　,昭明里,820,13,724,239,976,16,992,0,992,357,"1,349",73.54
　　,昭明里,821,5,505,188,698,11,709,0,709,277,986,71.91
　　,昭明里,822,12,469,238,719,7,726,0,726,304,"1,030",70.49
　　,光武里,823,0,53,130,183,6,189,0,189,105,294,64.29
　　,中興里,824,13,425,579,"1,017",15,"1,032",0,"1,032",335,"1,367",75.49
　　,中興里,825,5,313,400,718,13,731,0,731,212,943,77.52
　　,中興里,826,8,474,614,"1,096",9,"1,105",0,"1,105",358,"1,463",75.53
　　,中興里,827,9,272,602,883,7,890,0,890,263,"1,153",77.19
　　,中興里,828,10,311,519,840,14,854,0,854,284,"1,138",75.04
　林園區,,,809,"25,268","12,575","38,652",758,"39,410",0,"39,410","14,600","54,010",72.97
　　,東林里,829,22,571,320,913,18,931,0,931,301,"1,232",75.57
　　,東林里,830,17,651,304,972,19,991,0,991,414,"1,405",70.53
　　,林園里,831,17,476,263,756,6,762,0,762,247,"1,009",75.52
　　,林園里,832,7,465,268,740,16,756,0,756,227,983,76.91
　　,林園里,833,16,432,278,726,15,741,0,741,343,"1,084",68.36
　　,溪州里,834,26,645,268,939,17,956,0,956,308,"1,264",75.63
　　,溪州里,835,18,509,264,791,10,801,0,801,317,"1,118",71.65
　　,溪州里,836,18,556,260,834,12,846,0,846,316,"1,162",72.81
　　,潭頭里,837,19,580,360,959,20,979,0,979,390,"1,369",71.51
　　,潭頭里,838,9,472,293,774,12,786,0,786,315,"1,101",71.39
　　,中厝里,839,22,644,292,958,14,972,0,972,332,"1,304",74.54
　　,中厝里,840,21,506,480,"1,007",18,"1,025",0,"1,025",353,"1,378",74.38
　　,中門里,841,23,623,304,950,27,977,0,977,366,"1,343",72.75
　　,中門里,842,11,416,203,630,9,639,0,639,246,885,72.20
　　,頂厝里,843,12,468,225,705,13,718,0,718,303,"1,021",70.32
　　,頂厝里,844,19,507,236,762,5,767,0,767,300,"1,067",71.88
　　,頂厝里,845,6,421,182,609,13,622,0,622,184,806,77.17
　　,頂厝里,846,16,421,214,651,19,670,0,670,240,910,73.63
　　,港埔里,847,12,435,185,632,6,638,0,638,246,884,72.17
　　,港埔里,848,12,425,170,607,11,618,0,618,196,814,75.92
　　,西溪里,849,15,487,193,695,7,702,0,702,275,977,71.85
　　,西溪里,850,22,529,212,763,18,781,0,781,242,"1,023",76.34
　　,西溪里,851,18,568,186,772,20,792,0,792,315,"1,107",71.54
　　,港嘴里,852,23,779,303,"1,105",26,"1,131",0,"1,131",364,"1,495",75.65
　　,北汕里,853,3,156,245,404,6,410,0,410,199,609,67.32
　　,北汕里,854,16,417,187,620,13,633,0,633,351,984,64.33
　　,林內里,855,21,442,226,689,12,701,0,701,264,965,72.64
　　,林內里,856,11,174,346,531,11,542,0,542,192,734,73.84
　　,王公里,857,11,459,355,825,14,839,0,839,300,"1,139",73.66
　　,王公里,858,15,499,283,797,15,812,0,812,296,"1,108",73.29
　　,王公里,859,12,518,293,823,4,827,0,827,299,"1,126",73.45
　　,林家里,860,26,527,298,851,11,862,0,862,356,"1,218",70.77
　　,龔厝里,861,17,397,214,628,18,646,0,646,250,896,72.10
　　,龔厝里,862,6,425,171,602,16,618,0,618,154,772,80.05
　　,鳳芸里,863,10,429,109,548,19,567,0,567,181,748,75.80
　　,鳳芸里,864,12,518,219,749,14,763,0,763,260,"1,023",74.58
　　,中芸里,865,14,519,161,694,23,717,0,717,271,988,72.57
　　,中芸里,866,11,406,158,575,12,587,0,587,218,805,72.92
　　,東汕里,867,16,412,197,625,9,634,0,634,268,902,70.29
　　,西汕里,868,9,379,140,528,9,537,0,537,187,724,74.17
　　,仁愛里,869,17,644,317,978,24,"1,002",0,"1,002",293,"1,295",77.37
　　,仁愛里,870,19,670,329,"1,018",10,"1,028",0,"1,028",420,"1,448",70.99
　　,文賢里,871,28,511,357,896,16,912,0,912,316,"1,228",74.27
　　,文賢里,872,24,464,233,721,13,734,0,734,203,937,78.34
　　,廣應里,873,18,514,256,788,18,806,0,806,287,"1,093",73.74
　　,廣應里,874,19,538,251,808,26,834,0,834,279,"1,113",74.93
　　,廣應里,875,10,444,221,675,15,690,0,690,244,934,73.88
　　,五福里,876,15,608,238,861,23,884,0,884,342,"1,226",72.10
　　,五福里,877,20,418,177,615,17,632,0,632,349,981,64.42
　　,中汕里,878,10,628,171,809,20,829,0,829,326,"1,155",71.77
　　,中汕里,879,18,566,160,744,19,763,0,763,355,"1,118",68.25
