第8屆區域立法委員選舉彰化縣第3選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,建平村,395,260,210,470,14,484,0,484,255,739,65.49
　　,建平村,396,475,338,813,33,846,0,846,449,"1,295",65.33
　　,崙腳村,397,256,158,414,70,484,0,484,237,721,67.13
　　,文津村,398,314,339,653,18,671,0,671,353,"1,024",65.53
　　,新生村,399,400,408,808,27,835,0,835,480,"1,315",63.50
　　,漢寶村,400,463,586,"1,049",48,"1,097",0,"1,097",570,"1,667",65.81
　　,漢寶村,401,460,429,889,35,924,0,924,451,"1,375",67.20
　二林鎮,,,"16,732","10,888","27,620","1,130","28,750",0,"28,750","12,957","41,707",68.93
　　,豐田里,402,235,215,450,21,471,0,471,262,733,64.26
　　,豐田里,403,641,414,"1,055",45,"1,100",0,"1,100",504,"1,604",68.58
　　,東和里,404,386,258,644,15,659,0,659,255,914,72.10
　　,東和里,405,447,331,778,36,814,0,814,348,"1,162",70.05
　　,南光里,406,629,395,"1,024",47,"1,071",0,"1,071",401,"1,472",72.76
　　,南光里,407,679,395,"1,074",29,"1,103",0,"1,103",456,"1,559",70.75
　　,西平里,408,511,380,891,50,941,0,941,408,"1,349",69.76
　　,北平里,409,463,389,852,37,889,0,889,401,"1,290",68.91
　　,北平里,410,615,390,"1,005",50,"1,055",0,"1,055",493,"1,548",68.15
　　,中西里,411,655,325,980,56,"1,036",0,"1,036",570,"1,606",64.51
　　,廣興里,412,489,402,891,36,927,0,927,471,"1,398",66.31
　　,香田里,413,449,238,687,26,713,0,713,372,"1,085",65.71
　　,外竹里,414,406,268,674,21,695,0,695,325,"1,020",68.14
　　,興華里,415,473,249,722,24,746,0,746,363,"1,109",67.27
　　,東興里,416,572,351,923,23,946,0,946,433,"1,379",68.60
　　,後厝里,417,476,368,844,42,886,0,886,432,"1,318",67.22
　　,後厝里,418,658,352,"1,010",42,"1,052",0,"1,052",392,"1,444",72.85
　　,頂厝里,419,533,284,817,32,849,0,849,549,"1,398",60.73
　　,趙甲里,420,653,396,"1,049",38,"1,087",0,"1,087",483,"1,570",69.24
　　,振興里,421,482,330,812,37,849,0,849,411,"1,260",67.38
　　,萬興里,422,355,200,555,19,574,0,574,224,798,71.93
　　,永興里,423,572,447,"1,019",35,"1,054",0,"1,054",490,"1,544",68.26
　　,西庄里,424,460,445,905,32,937,0,937,371,"1,308",71.64
　　,梅芳里,425,470,294,764,30,794,0,794,311,"1,105",71.86
　　,華崙里,426,548,261,809,30,839,0,839,355,"1,194",70.27
　　,華崙里,427,483,319,802,50,852,0,852,355,"1,207",70.59
　　,華崙里,428,503,242,745,29,774,0,774,353,"1,127",68.68
　　,萬合里,429,540,245,785,40,825,0,825,408,"1,233",66.91
　　,東勢里,430,456,229,685,22,707,0,707,294,"1,001",70.63
　　,大永里,431,354,242,596,27,623,0,623,315,938,66.42
　　,原斗里,432,458,412,870,36,906,0,906,361,"1,267",71.51
　　,西斗里,433,452,260,712,27,739,0,739,302,"1,041",70.99
　　,東華里,434,356,339,695,18,713,0,713,269,982,72.61
　　,復豐里,435,273,223,496,28,524,0,524,220,744,70.43
　埔鹽鄉,,,"10,957","7,705","18,662",770,"19,432",1,"19,433","7,345","26,778",72.57
　　,埔鹽村,436,632,474,"1,106",46,"1,152",0,"1,152",462,"1,614",71.38
　　,埔南村,437,628,437,"1,065",37,"1,102",0,"1,102",391,"1,493",73.81
　　,子村,438,543,313,856,40,896,0,896,330,"1,226",73.08
　　,出水村,439,392,229,621,28,649,0,649,242,891,72.84
　　,南港村,440,580,545,"1,125",58,"1,183",0,"1,183",440,"1,623",72.89
　　,打廉村,441,349,307,656,25,681,0,681,260,941,72.37
　　,豐澤村,442,501,439,940,36,976,0,976,335,"1,311",74.45
　　,崑崙村,443,443,372,815,29,844,0,844,243,"1,087",77.64
　　,角樹村,444,309,207,516,28,544,0,544,147,691,78.73
　　,瓦村,445,486,354,840,34,874,0,874,296,"1,170",74.70
　　,好修村,446,670,377,"1,047",58,"1,105",1,"1,106",461,"1,567",70.52
　　,西湖村,447,312,249,561,20,581,0,581,251,832,69.83
　　,西湖村,448,514,312,826,32,858,0,858,298,"1,156",74.22
　　,大有村,449,453,370,823,39,862,0,862,330,"1,192",72.32
　　,新興村,450,190,98,288,11,299,0,299,83,382,78.27
　　,永平村,451,417,302,719,44,763,0,763,287,"1,050",72.67
　　,永樂村,452,338,256,594,14,608,0,608,210,818,74.33
　　,石埤村,453,427,473,900,33,933,0,933,434,"1,367",68.25
　　,天盛村,454,357,241,598,18,616,0,616,235,851,72.39
　　,太平村,455,579,434,"1,013",27,"1,040",0,"1,040",445,"1,485",70.03
　　,新水村,456,698,262,960,40,"1,000",0,"1,000",405,"1,405",71.17
　　,三省村,457,513,389,902,40,942,0,942,404,"1,346",69.99
　　,南新村,458,626,265,891,33,924,0,924,356,"1,280",72.19
　溪湖鎮,,,"16,953","12,201","29,154",999,"30,153",0,"30,153","11,673","41,826",72.09
　　,光平里,459,494,383,877,30,907,0,907,290,"1,197",75.77
　　,平和里,460,305,204,509,14,523,0,523,157,680,76.91
　　,太平里,461,631,468,"1,099",44,"1,143",0,"1,143",390,"1,533",74.56
　　,光華里,462,208,140,348,17,365,0,365,85,450,81.11
　　,湖東里,463,544,425,969,35,"1,004",0,"1,004",425,"1,429",70.26
　　,湖東里,464,541,380,921,27,948,0,948,366,"1,314",72.15
　　,湖東里,465,539,427,966,20,986,0,986,392,"1,378",71.55
　　,中山里,466,500,303,803,27,830,0,830,294,"1,124",73.84
　　,中山里,467,446,358,804,19,823,0,823,332,"1,155",71.26
　　,西溪里,468,714,486,"1,200",44,"1,244",0,"1,244",527,"1,771",70.24
　　,中竹里,469,351,249,600,8,608,0,608,234,842,72.21
　　,東寮里,470,601,354,955,35,990,0,990,383,"1,373",72.10
　　,東寮里,471,711,437,"1,148",37,"1,185",0,"1,185",438,"1,623",73.01
　　,西寮里,472,381,261,642,19,661,0,661,236,897,73.69
　　,西寮里,473,493,290,783,29,812,0,812,290,"1,102",73.68
　　,大突里,474,563,371,934,28,962,0,962,389,"1,351",71.21
　　,大突里,475,624,433,"1,057",48,"1,105",0,"1,105",451,"1,556",71.02
　　,北勢里,476,496,404,900,38,938,0,938,341,"1,279",73.34
　　,汴頭里,477,470,418,888,26,914,0,914,344,"1,258",72.66
　　,汴頭里,478,556,374,930,41,971,0,971,321,"1,292",75.15
　　,大竹里,479,525,359,884,37,921,0,921,294,"1,215",75.80
　　,大竹里,480,462,342,804,28,832,0,832,279,"1,111",74.89
　　,湖西里,481,420,288,708,20,728,0,728,263,991,73.46
　　,湖西里,482,456,295,751,30,781,0,781,294,"1,075",72.65
　　,田中里,483,329,265,594,20,614,0,614,217,831,73.89
　　,河東里,484,365,239,604,15,619,0,619,260,879,70.42
　　,河東里,485,354,271,625,17,642,0,642,249,891,72.05
　　,頂庄里,486,258,146,404,21,425,0,425,209,634,67.03
　　,忠覺里,487,538,340,878,19,897,0,897,365,"1,262",71.08
　　,湳底里,488,272,240,512,26,538,0,538,209,747,72.02
　　,大庭里,489,578,302,880,32,912,0,912,390,"1,302",70.05
　　,媽厝里,490,432,426,858,28,886,0,886,403,"1,289",68.74
　　,番婆里,491,614,469,"1,083",40,"1,123",0,"1,123",473,"1,596",70.36
　　,西勢里,492,301,226,527,20,547,0,547,217,764,71.60
　　,西勢里,493,497,376,873,25,898,0,898,463,"1,361",65.98
　　,東溪里,494,384,452,836,35,871,0,871,403,"1,274",68.37
　埔心鄉,,,"10,146","9,382","19,528",676,"20,204",1,"20,205","7,593","27,798",72.68
　　,東門村,495,511,487,998,34,"1,032",0,"1,032",353,"1,385",74.51
　　,東門村,496,697,642,"1,339",41,"1,380",0,"1,380",472,"1,852",74.51
　　,埔心村,497,454,425,879,38,917,0,917,310,"1,227",74.74
　　,義民村,498,587,463,"1,050",31,"1,081",0,"1,081",362,"1,443",74.91
　　,油車村,499,504,336,840,29,869,0,869,313,"1,182",73.52
　　,瓦北村,500,625,570,"1,195",54,"1,249",0,"1,249",442,"1,691",73.86
　　,瓦中村,501,707,567,"1,274",45,"1,319",0,"1,319",463,"1,782",74.02
　　,瓦南村,502,532,471,"1,003",41,"1,044",0,"1,044",356,"1,400",74.57
　　,經口村,503,490,407,897,36,933,0,933,347,"1,280",72.89
　　,經口村,504,247,351,598,22,620,0,620,264,884,70.14
　　,太平村,505,698,613,"1,311",38,"1,349",0,"1,349",557,"1,906",70.78
　　,大華村,506,234,187,421,6,427,0,427,149,576,74.13
　　,仁里村,507,420,353,773,27,800,0,800,351,"1,151",69.50
　　,舊村,508,472,502,974,37,"1,011",0,"1,011",366,"1,377",73.42
　　,南村,509,347,306,653,22,675,0,675,269,944,71.50
　　,新村,510,305,301,606,21,627,0,627,255,882,71.09
　　,芎蕉村,511,550,660,"1,210",39,"1,249",1,"1,250",478,"1,728",72.28
　　,羅厝村,512,451,468,919,33,952,0,952,372,"1,324",71.90
　　,梧鳳村,513,304,265,569,16,585,0,585,290,875,66.86
　　,二重村,514,382,484,866,28,894,0,894,373,"1,267",70.56
　　,埤霞村,515,279,267,546,21,567,0,567,198,765,74.12
　　,埤村,516,350,257,607,17,624,0,624,253,877,71.15
　大城鄉,,,"5,644","3,427","9,071",329,"9,400",0,"9,400","5,837","15,237",61.69
　　,山腳村,517,437,302,739,41,780,0,780,530,"1,310",59.54
　　,潭墘村,518,362,367,729,22,751,0,751,443,"1,194",62.90
　　,大城村,519,419,262,681,25,706,0,706,339,"1,045",67.56
　　,東城村,520,576,249,825,21,846,0,846,422,"1,268",66.72
　　,西城村,521,350,198,548,16,564,0,564,304,868,64.98
　　,上山村,522,204,130,334,10,344,0,344,233,577,59.62
　　,上山村,523,175,172,347,13,360,0,360,201,561,64.17
　　,永和村,524,276,134,410,10,420,0,420,285,705,59.57
　　,公館村,525,143,90,233,7,240,0,240,145,385,62.34
　　,公館村,526,284,139,423,11,434,0,434,285,719,60.36
　　,豐美村,527,319,231,550,28,578,0,578,338,916,63.10
　　,三豐村,528,231,144,375,14,389,0,389,302,691,56.30
　　,菜寮村,529,442,189,631,17,648,0,648,481,"1,129",57.40
　　,東港村,530,470,209,679,26,705,0,705,519,"1,224",57.60
　　,西港村,531,396,184,580,29,609,0,609,371,980,62.14
　　,頂庄村,532,265,175,440,9,449,0,449,305,754,59.55
　　,臺西村,533,295,252,547,30,577,0,577,334,911,63.34
　竹塘鄉,,,"4,028","4,331","8,359",299,"8,658",0,"8,658","4,138","12,796",67.66
　　,竹元村,534,395,326,721,21,742,0,742,346,"1,088",68.20
　　,竹塘村,535,712,528,"1,240",49,"1,289",0,"1,289",515,"1,804",71.45
　　,小西村,536,308,206,514,19,533,0,533,258,791,67.38
　　,民靖村,537,297,209,506,18,524,0,524,246,770,68.05
　　,五庄村,538,421,558,979,37,"1,016",0,"1,016",497,"1,513",67.15
　　,樹腳村,539,178,243,421,15,436,0,436,206,642,67.91
　　,田頭村,540,272,354,626,24,650,0,650,396,"1,046",62.14
　　,新廣村,541,337,438,775,19,794,0,794,355,"1,149",69.10
　　,溪墘村,542,156,203,359,17,376,0,376,126,502,74.90
　　,竹林村,543,241,278,519,19,538,0,538,298,836,64.35
　　,土庫村,544,188,252,440,10,450,0,450,226,676,66.57
　　,內新村,545,169,216,385,22,407,0,407,209,616,66.07
　　,長安村,546,196,291,487,15,502,0,502,260,762,65.88
　　,永安村,547,158,229,387,14,401,0,401,200,601,66.72
　埤頭鄉,,,"9,133","7,272","16,405",572,"16,977",0,"16,977","7,550","24,527",69.22
　　,和豊村,548,325,335,660,24,684,0,684,332,"1,016",67.32
　　,和豊村,549,493,376,869,39,908,0,908,424,"1,332",68.17
　　,興農村,550,636,450,"1,086",46,"1,132",0,"1,132",496,"1,628",69.53
　　,埤頭村,551,555,559,"1,114",43,"1,157",0,"1,157",461,"1,618",71.51
　　,豊崙村,552,435,187,622,16,638,0,638,293,931,68.53
　　,豊崙村,553,550,282,832,21,853,0,853,419,"1,272",67.06
　　,崙子村,554,465,336,801,25,826,0,826,399,"1,225",67.43
　　,永豊村,555,573,452,"1,025",27,"1,052",0,"1,052",446,"1,498",70.23
　　,合興村,556,593,335,928,28,956,0,956,371,"1,327",72.04
　　,合興村,557,719,507,"1,226",44,"1,270",0,"1,270",526,"1,796",70.71
　　,平原村,558,717,506,"1,223",41,"1,264",0,"1,264",547,"1,811",69.80
　　,崙腳村,559,292,188,480,14,494,0,494,195,689,71.70
　　,元埔村,560,194,212,406,7,413,0,413,166,579,71.33
　　,芙朝村,561,647,381,"1,028",36,"1,064",0,"1,064",478,"1,542",69.00
　　,新庄村,562,409,367,776,24,800,0,800,308,"1,108",72.20
　　,陸嘉村,563,199,285,484,28,512,0,512,289,801,63.92
　　,竹圍村,564,320,318,638,36,674,0,674,327,"1,001",67.33
　　,中和村,565,461,461,922,35,957,0,957,438,"1,395",68.60
　　,庄內村,566,289,360,649,24,673,0,673,336,"1,009",66.70
　　,大湖村,567,261,375,636,14,650,0,650,299,949,68.49
　北斗鎮,,,"9,779","8,116","17,895",697,"18,592",0,"18,592","6,997","25,589",72.66
　　,中寮里,568,424,373,797,30,827,0,827,320,"1,147",72.10
　　,中寮里,569,430,461,891,43,934,0,934,375,"1,309",71.35
　　,大道里,570,589,652,"1,241",40,"1,281",0,"1,281",431,"1,712",74.82
　　,西德里,571,620,499,"1,119",53,"1,172",0,"1,172",398,"1,570",74.65
　　,西德里,572,528,415,943,31,974,0,974,340,"1,314",74.12
　　,西德里,573,550,448,998,41,"1,039",0,"1,039",408,"1,447",71.80
　　,西安里,574,602,493,"1,095",39,"1,134",0,"1,134",454,"1,588",71.41
　　,光復里,575,647,452,"1,099",51,"1,150",0,"1,150",393,"1,543",74.53
　　,新政里,576,330,261,591,25,616,0,616,213,829,74.31
　　,重慶里,577,187,225,412,15,427,0,427,164,591,72.25
　　,五權里,578,251,227,478,10,488,0,488,177,665,73.38
　　,七星里,579,472,512,984,45,"1,029",0,"1,029",393,"1,422",72.36
　　,居仁里,580,581,371,952,31,983,0,983,311,"1,294",75.97
　　,東光里,581,324,302,626,21,647,0,647,253,900,71.89
　　,東光里,582,373,342,715,33,748,0,748,281,"1,029",72.69
　　,文昌里,583,517,374,891,29,920,0,920,347,"1,267",72.61
　　,文昌里,584,550,416,966,31,997,0,997,355,"1,352",73.74
　　,中和里,585,394,394,788,35,823,0,823,310,"1,133",72.64
　　,新生里,586,748,473,"1,221",50,"1,271",0,"1,271",604,"1,875",67.79
　　,大新里,587,662,426,"1,088",44,"1,132",0,"1,132",470,"1,602",70.66
　溪州鄉,,,"8,940","7,773","16,713",581,"17,294",0,"17,294","7,498","24,792",69.76
　　,溪厝村,588,243,261,504,17,521,0,521,230,751,69.37
　　,溪厝村,589,345,313,658,25,683,0,683,358,"1,041",65.61
　　,坑厝村,590,250,203,453,19,472,0,472,210,682,69.21
　　,瓦厝村,591,381,298,679,20,699,0,699,218,917,76.23
　　,溪州村,592,319,165,484,10,494,0,494,149,643,76.83
　　,溪州村,593,372,215,587,13,600,0,600,252,852,70.42
　　,尾厝村,594,632,494,"1,126",42,"1,168",0,"1,168",437,"1,605",72.77
　　,東州村,595,352,298,650,31,681,0,681,250,931,73.15
　　,東州村,596,338,318,656,17,673,0,673,203,876,76.83
　　,舊眉村,597,475,478,953,34,987,0,987,351,"1,338",73.77
　　,圳寮村,598,527,452,979,37,"1,016",0,"1,016",461,"1,477",68.79
　　,西畔村,599,426,346,772,29,801,0,801,339,"1,140",70.26
　　,西畔村,600,335,267,602,23,625,0,625,365,990,63.13
　　,柑園村,601,371,311,682,31,713,0,713,393,"1,106",64.47
　　,成功村,602,279,344,623,23,646,0,646,304,950,68.00
　　,成功村,603,304,278,582,13,595,0,595,283,878,67.77
　　,大庄村,604,328,275,603,29,632,0,632,276,908,69.60
　　,大庄村,605,311,316,627,23,650,0,650,333,983,66.12
　　,榮光村,606,366,158,524,13,537,0,537,267,804,66.79
　　,潮洋村,607,271,330,601,28,629,0,629,271,900,69.89
　　,張厝村,608,232,213,445,21,466,0,466,238,704,66.19
　　,菜公村,609,350,243,593,17,610,0,610,264,874,69.79
　　,三條村,610,293,320,613,18,631,0,631,240,871,72.45
　　,三圳村,611,436,381,817,24,841,0,841,365,"1,206",69.73
　　,水尾村,612,404,496,900,24,924,0,924,441,"1,365",67.69
