第8屆區域立法委員選舉高雄市第3選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,翠屏里,523,413,57,12,605,"1,087",11,"1,098",0,"1,098",395,"1,493",73.54
　　,翠屏里,524,389,50,11,654,"1,104",9,"1,113",0,"1,113",414,"1,527",72.89
　　,翠屏里,525,428,30,19,677,"1,154",10,"1,164",0,"1,164",419,"1,583",73.53
　　,翠屏里,526,473,31,10,563,"1,077",5,"1,082",0,"1,082",450,"1,532",70.63
　　,翠屏里,527,493,50,26,568,"1,137",12,"1,149",0,"1,149",437,"1,586",72.45
　　,翠屏里,528,425,63,19,662,"1,169",10,"1,179",0,"1,179",368,"1,547",76.21
　　,翠屏里,529,561,56,21,532,"1,170",10,"1,180",0,"1,180",406,"1,586",74.40
　　,翠屏里,530,385,53,21,645,"1,104",7,"1,111",0,"1,111",372,"1,483",74.92
　　,宏南里,531,337,37,10,759,"1,143",12,"1,155",0,"1,155",314,"1,469",78.62
　　,宏毅里,532,554,25,19,437,"1,035",21,"1,056",0,"1,056",266,"1,322",79.88
　　,宏毅里,533,543,19,17,411,990,10,"1,000",0,"1,000",289,"1,289",77.58
　　,宏榮里,534,473,28,16,442,959,10,969,0,969,241,"1,210",80.08
　　,宏榮里,535,299,44,14,650,"1,007",22,"1,029",0,"1,029",330,"1,359",75.72
　　,廣昌里,536,636,26,17,434,"1,113",10,"1,123",0,"1,123",266,"1,389",80.85
　　,廣昌里,537,456,53,16,650,"1,175",20,"1,195",0,"1,195",348,"1,543",77.45
　　,久昌里,538,389,30,11,448,878,2,880,0,880,297,"1,177",74.77
　　,久昌里,539,387,37,8,437,869,5,874,0,874,304,"1,178",74.19
　　,大昌里,540,354,19,14,377,764,11,775,0,775,208,983,78.84
　　,大昌里,541,247,30,9,464,750,9,759,0,759,214,973,78.01
　　,福昌里,542,446,11,7,295,759,10,769,0,769,183,952,80.78
　　,福昌里,543,421,22,11,351,805,5,810,0,810,213,"1,023",79.18
　　,盛昌里,544,574,34,23,669,"1,300",4,"1,304",0,"1,304",312,"1,616",80.69
　　,盛昌里,545,547,36,15,602,"1,200",6,"1,206",0,"1,206",325,"1,531",78.77
　　,盛昌里,546,489,40,13,668,"1,210",11,"1,221",0,"1,221",344,"1,565",78.02
　　,泰昌里,547,560,15,12,529,"1,116",5,"1,121",0,"1,121",319,"1,440",77.85
　　,興昌里,548,761,26,15,632,"1,434",17,"1,451",0,"1,451",379,"1,830",79.29
　　,興昌里,549,655,47,23,673,"1,398",10,"1,408",0,"1,408",395,"1,803",78.09
　　,建昌里,550,534,38,16,542,"1,130",9,"1,139",0,"1,139",408,"1,547",73.63
　　,建昌里,551,327,27,18,414,786,7,793,0,793,222,"1,015",78.13
　　,宏昌里,552,410,44,27,555,"1,036",11,"1,047",0,"1,047",304,"1,351",77.50
　　,宏昌里,553,474,42,18,523,"1,057",12,"1,069",0,"1,069",310,"1,379",77.52
　　,和昌里,554,386,29,8,350,773,9,782,0,782,225,"1,007",77.66
　　,和昌里,555,316,27,12,401,756,2,758,0,758,221,979,77.43
　　,慶昌里,556,453,41,21,794,"1,309",12,"1,321",0,"1,321",313,"1,634",80.84
　　,慶昌里,557,603,32,17,505,"1,157",11,"1,168",0,"1,168",300,"1,468",79.56
　　,隆昌里,558,544,52,21,651,"1,268",12,"1,280",0,"1,280",369,"1,649",77.62
　　,隆昌里,559,529,39,18,622,"1,208",10,"1,218",0,"1,218",396,"1,614",75.46
　　,秀昌里,560,335,24,19,379,757,7,764,0,764,239,"1,003",76.17
　　,秀昌里,561,311,32,11,465,819,8,827,0,827,219,"1,046",79.06
　　,裕昌里,562,695,29,18,445,"1,187",16,"1,203",0,"1,203",295,"1,498",80.31
　　,裕昌里,563,675,51,21,690,"1,437",13,"1,450",0,"1,450",382,"1,832",79.15
　　,國昌里,564,642,39,19,585,"1,285",6,"1,291",0,"1,291",365,"1,656",77.96
　　,國昌里,565,604,38,10,541,"1,193",9,"1,202",0,"1,202",353,"1,555",77.30
　　,加昌里,566,554,55,16,728,"1,353",12,"1,365",0,"1,365",401,"1,766",77.29
　　,加昌里,567,545,49,17,731,"1,342",11,"1,353",0,"1,353",440,"1,793",75.46
　　,加昌里,568,449,41,22,688,"1,200",10,"1,210",0,"1,210",513,"1,723",70.23
　　,加昌里,569,483,54,23,871,"1,431",9,"1,440",0,"1,440",393,"1,833",78.56
　　,仁昌里,570,405,32,15,544,996,10,"1,006",0,"1,006",347,"1,353",74.35
　　,仁昌里,571,400,40,16,542,998,12,"1,010",0,"1,010",333,"1,343",75.20
　　,仁昌里,572,433,48,14,558,"1,053",12,"1,065",0,"1,065",386,"1,451",73.40
　　,藍田里,573,629,22,21,484,"1,156",9,"1,165",0,"1,165",294,"1,459",79.85
　　,藍田里,574,601,36,16,719,"1,372",8,"1,380",0,"1,380",314,"1,694",81.46
　　,中興里,575,659,13,14,400,"1,086",7,"1,093",0,"1,093",261,"1,354",80.72
　　,中和里,576,855,24,16,364,"1,259",13,"1,272",0,"1,272",364,"1,636",77.75
　左營區,,,"46,431","4,330","1,961","55,435","108,157","1,021","109,178",3,"109,181","33,965","143,146",76.27
　　,進學里,577,595,42,17,534,"1,188",18,"1,206",0,"1,206","1,060","2,266",53.22
　　,尾西里,578,545,26,17,282,870,10,880,0,880,251,"1,131",77.81
　　,頂北里,579,267,9,7,151,434,5,439,0,439,117,556,78.96
　　,中北里,580,366,18,9,136,529,6,535,0,535,117,652,82.06
　　,中南里,581,316,7,7,74,404,6,410,0,410,118,528,77.65
　　,廟東里,582,514,12,14,146,686,9,695,0,695,158,853,81.48
　　,廟北里,583,511,15,16,168,710,5,715,0,715,210,925,77.30
　　,尾南里,584,395,12,8,147,562,7,569,0,569,157,726,78.37
　　,尾北里,585,523,42,16,484,"1,065",14,"1,079",0,"1,079",311,"1,390",77.63
　　,尾北里,586,729,35,25,475,"1,264",13,"1,277",0,"1,277",365,"1,642",77.77
　　,屏山里,587,290,72,19,811,"1,192",11,"1,203",0,"1,203",382,"1,585",75.90
　　,祥和里,588,32,13,1,297,343,5,348,0,348,87,435,80.00
　　,永清里,589,45,22,2,315,384,12,396,0,396,153,549,72.13
　　,永清里,590,67,32,3,383,485,7,492,0,492,172,664,74.10
　　,復興里,591,34,37,2,342,415,6,421,0,421,162,583,72.21
　　,莒光里,592,389,35,17,855,"1,296",11,"1,307",0,"1,307",396,"1,703",76.75
　　,光輝里,593,304,35,12,480,831,12,843,0,843,264,"1,107",76.15
　　,光輝里,594,427,32,12,553,"1,024",12,"1,036",0,"1,036",337,"1,373",75.46
　　,合群里,595,24,46,4,532,606,3,609,0,609,194,803,75.84
　　,明建里,596,100,78,16,850,"1,044",10,"1,054",0,"1,054",345,"1,399",75.34
　　,頂西里,597,536,12,15,229,792,5,797,0,797,195,992,80.34
　　,聖后里,598,430,17,11,182,640,12,652,0,652,169,821,79.42
　　,聖西里,599,206,11,3,65,285,4,289,0,289,65,354,81.64
　　,聖南里,600,260,8,10,132,410,5,415,0,415,107,522,79.50
　　,城南里,601,257,7,8,111,383,3,386,0,386,118,504,76.59
　　,路東里,602,334,19,8,190,551,10,561,0,561,145,706,79.46
　　,北里,603,266,5,4,98,373,7,380,0,380,81,461,82.43
　　,南里,604,305,11,6,187,509,4,513,0,513,152,665,77.14
　　,埤西里,605,388,23,15,327,753,13,766,0,766,221,987,77.61
　　,埤北里,606,339,62,17,589,"1,007",6,"1,013",1,"1,014",333,"1,347",75.20
　　,埤東里,607,393,29,8,344,774,9,783,0,783,248,"1,031",75.95
　　,海勝里,608,143,68,13,841,"1,065",13,"1,078",0,"1,078",319,"1,397",77.17
　　,海勝里,609,187,79,11,"1,272","1,549",15,"1,564",0,"1,564",448,"2,012",77.73
　　,海勝里,610,72,46,13,711,842,11,853,0,853,186,"1,039",82.10
　　,海勝里,611,78,53,7,876,"1,014",6,"1,020",0,"1,020",291,"1,311",77.80
　　,崇實里,612,487,82,27,"1,261","1,857",24,"1,881",0,"1,881",623,"2,504",75.12
　　,自助里,613,98,37,9,690,834,4,838,0,838,234,"1,072",78.17
　　,果貿里,614,189,85,12,917,"1,203",9,"1,212",0,"1,212",371,"1,583",76.56
　　,果貿里,615,83,32,3,672,790,19,809,0,809,207,"1,016",79.63
　　,果惠里,616,203,77,18,882,"1,180",13,"1,193",0,"1,193",340,"1,533",77.82
　　,果峰里,617,166,64,9,"1,051","1,290",11,"1,301",0,"1,301",385,"1,686",77.16
　　,新下里,618,405,44,30,644,"1,123",10,"1,133",0,"1,133",358,"1,491",75.99
　　,新下里,619,473,57,36,712,"1,278",11,"1,289",1,"1,290",334,"1,624",79.37
　　,新下里,620,467,77,28,637,"1,209",8,"1,217",0,"1,217",390,"1,607",75.73
　　,新下里,621,566,42,22,631,"1,261",18,"1,279",0,"1,279",419,"1,698",75.32
　　,新下里,622,538,41,34,678,"1,291",9,"1,300",0,"1,300",348,"1,648",78.88
　　,新下里,623,553,59,13,648,"1,273",16,"1,289",0,"1,289",355,"1,644",78.41
　　,新下里,624,587,28,16,447,"1,078",8,"1,086",0,"1,086",283,"1,369",79.33
　　,新上里,625,684,33,35,542,"1,294",22,"1,316",0,"1,316",370,"1,686",78.05
　　,新上里,626,777,61,36,517,"1,391",13,"1,404",0,"1,404",356,"1,760",79.77
　　,新上里,627,745,27,20,433,"1,225",7,"1,232",0,"1,232",335,"1,567",78.62
　　,新上里,628,544,45,32,642,"1,263",8,"1,271",0,"1,271",436,"1,707",74.46
　　,新上里,629,658,89,42,733,"1,522",15,"1,537",0,"1,537",615,"2,152",71.42
　　,新上里,630,618,51,25,662,"1,356",15,"1,371",0,"1,371",419,"1,790",76.59
　　,新上里,631,677,59,33,600,"1,369",11,"1,380",0,"1,380",419,"1,799",76.71
　　,新上里,632,610,47,39,695,"1,391",14,"1,405",0,"1,405",403,"1,808",77.71
　　,新上里,633,600,51,39,737,"1,427",21,"1,448",0,"1,448",400,"1,848",78.35
　　,新上里,634,700,40,29,605,"1,374",19,"1,393",0,"1,393",469,"1,862",74.81
　　,新上里,635,585,72,35,714,"1,406",6,"1,412",0,"1,412",468,"1,880",75.11
　　,新上里,636,617,62,37,665,"1,381",7,"1,388",0,"1,388",424,"1,812",76.60
　　,新中里,637,860,25,15,510,"1,410",9,"1,419",0,"1,419",379,"1,798",78.92
　　,新中里,638,643,17,18,302,980,14,994,0,994,245,"1,239",80.23
　　,新中里,639,744,37,17,447,"1,245",18,"1,263",0,"1,263",355,"1,618",78.06
　　,新光里,640,827,50,24,543,"1,444",13,"1,457",0,"1,457",416,"1,873",77.79
　　,新光里,641,661,32,34,610,"1,337",9,"1,346",0,"1,346",386,"1,732",77.71
　　,新光里,642,666,52,23,668,"1,409",7,"1,416",0,"1,416",411,"1,827",77.50
　　,新光里,643,571,46,28,751,"1,396",12,"1,408",0,"1,408",414,"1,822",77.28
　　,新光里,644,638,63,27,736,"1,464",8,"1,472",0,"1,472",456,"1,928",76.35
　　,新光里,645,651,54,28,698,"1,431",10,"1,441",0,"1,441",476,"1,917",75.17
　　,菜公里,646,691,31,25,644,"1,391",9,"1,400",0,"1,400",366,"1,766",79.28
　　,菜公里,647,666,59,30,742,"1,497",19,"1,516",0,"1,516",455,"1,971",76.92
　　,菜公里,648,610,59,24,601,"1,294",11,"1,305",0,"1,305",369,"1,674",77.96
　　,菜公里,649,731,43,26,535,"1,335",10,"1,345",0,"1,345",399,"1,744",77.12
　　,菜公里,650,585,41,23,614,"1,263",8,"1,271",0,"1,271",393,"1,664",76.38
　　,菜公里,651,577,60,20,678,"1,335",7,"1,342",0,"1,342",425,"1,767",75.95
　　,菜公里,652,556,42,24,681,"1,303",10,"1,313",1,"1,314",424,"1,738",75.55
　　,菜公里,653,636,38,30,611,"1,315",8,"1,323",0,"1,323",451,"1,774",74.58
　　,菜公里,654,570,44,15,573,"1,202",18,"1,220",0,"1,220",397,"1,617",75.45
　　,菜公里,655,544,60,28,576,"1,208",14,"1,222",0,"1,222",336,"1,558",78.43
　　,菜公里,656,553,52,15,574,"1,194",13,"1,207",0,"1,207",388,"1,595",75.67
　　,菜公里,657,491,37,22,595,"1,145",7,"1,152",0,"1,152",418,"1,570",73.38
　　,菜公里,658,514,45,20,452,"1,031",7,"1,038",0,"1,038",325,"1,363",76.16
　　,菜公里,659,430,52,28,581,"1,091",6,"1,097",0,"1,097",326,"1,423",77.09
　　,福山里,660,474,58,24,617,"1,173",10,"1,183",0,"1,183",378,"1,561",75.78
　　,福山里,661,562,47,20,608,"1,237",13,"1,250",0,"1,250",438,"1,688",74.05
　　,福山里,662,753,60,24,611,"1,448",6,"1,454",0,"1,454",443,"1,897",76.65
　　,福山里,663,547,57,29,681,"1,314",10,"1,324",0,"1,324",443,"1,767",74.93
　　,福山里,664,572,54,19,571,"1,216",7,"1,223",0,"1,223",449,"1,672",73.15
　　,福山里,665,497,44,25,654,"1,220",11,"1,231",0,"1,231",321,"1,552",79.32
　　,福山里,666,517,56,26,523,"1,122",13,"1,135",0,"1,135",411,"1,546",73.42
　　,福山里,667,591,59,27,658,"1,335",11,"1,346",0,"1,346",518,"1,864",72.21
　　,福山里,668,472,53,29,564,"1,118",13,"1,131",0,"1,131",484,"1,615",70.03
　　,福山里,669,544,75,19,684,"1,322",11,"1,333",0,"1,333",467,"1,800",74.06
　　,福山里,670,620,49,25,659,"1,353",9,"1,362",0,"1,362",426,"1,788",76.17
　　,福山里,671,581,54,19,629,"1,283",8,"1,291",0,"1,291",388,"1,679",76.89
　　,福山里,672,473,36,24,770,"1,303",9,"1,312",0,"1,312",429,"1,741",75.36
　　,福山里,673,452,65,21,661,"1,199",4,"1,203",0,"1,203",409,"1,612",74.63
　　,福山里,674,560,63,36,792,"1,451",7,"1,458",0,"1,458",418,"1,876",77.72
　　,福山里,675,504,29,18,447,998,9,"1,007",0,"1,007",338,"1,345",74.87
