第8屆區域立法委員選舉彰化縣第2選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
,,,"1
黃秀芳
民主進步黨","2
林滄敏
中國國民黨",,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
總　計,,,"77,158","96,108","173,266","3,114","176,380",17,"176,397","56,703","233,100",75.67
　彰化市,,,"59,292","73,667","132,959","2,418","135,377",17,"135,394","42,592","177,986",76.06
　　,桃源里,193,374,528,902,21,923,0,923,298,"1,221",75.59
　　,桃源里,194,355,644,999,13,"1,012",14,"1,026",415,"1,441",70.23
　　,東興里,195,546,632,"1,178",20,"1,198",0,"1,198",317,"1,515",79.08
　　,華北里,196,569,576,"1,145",16,"1,161",0,"1,161",338,"1,499",77.45
　　,華陽里,197,202,390,592,17,609,0,609,192,801,76.03
　　,華陽里,198,306,433,739,18,757,0,757,275,"1,032",73.35
　　,大同里,199,382,341,723,15,738,0,738,229,967,76.32
　　,永生里,200,449,518,967,17,984,0,984,295,"1,279",76.94
　　,建寶里,201,276,526,802,19,821,0,821,191,"1,012",81.13
　　,建寶里,202,321,567,888,25,913,0,913,267,"1,180",77.37
　　,光南里,203,559,570,"1,129",21,"1,150",0,"1,150",269,"1,419",81.04
　　,介壽里,204,290,380,670,11,681,0,681,610,"1,291",52.75
　　,介壽里,205,219,719,938,17,955,0,955,230,"1,185",80.59
　　,延平里,206,536,739,"1,275",29,"1,304",0,"1,304",424,"1,728",75.46
　　,延平里,207,617,863,"1,480",32,"1,512",0,"1,512",484,"1,996",75.75
　　,延平里,208,691,707,"1,398",29,"1,427",0,"1,427",388,"1,815",78.62
　　,延平里,209,559,782,"1,341",21,"1,362",0,"1,362",410,"1,772",76.86
　　,延和里,210,522,679,"1,201",17,"1,218",0,"1,218",378,"1,596",76.32
　　,延和里,211,463,637,"1,100",17,"1,117",0,"1,117",325,"1,442",77.46
　　,延和里,212,561,537,"1,098",17,"1,115",0,"1,115",330,"1,445",77.16
　　,南興里,213,509,610,"1,119",18,"1,137",0,"1,137",336,"1,473",77.19
　　,南興里,214,525,578,"1,103",25,"1,128",0,"1,128",368,"1,496",75.40
　　,南興里,215,534,636,"1,170",20,"1,190",0,"1,190",324,"1,514",78.60
　　,南興里,216,477,666,"1,143",21,"1,164",0,"1,164",366,"1,530",76.08
　　,南里,217,465,537,"1,002",12,"1,014",0,"1,014",327,"1,341",75.62
　　,南里,218,604,724,"1,328",20,"1,348",0,"1,348",346,"1,694",79.57
　　,南里,219,437,480,917,14,931,0,931,265,"1,196",77.84
　　,南里,220,500,552,"1,052",22,"1,074",0,"1,074",359,"1,433",74.95
　　,南里,221,480,594,"1,074",15,"1,089",0,"1,089",329,"1,418",76.80
　　,成功里,222,505,628,"1,133",18,"1,151",0,"1,151",312,"1,463",78.67
　　,福安里,223,358,437,795,23,818,0,818,243,"1,061",77.10
　　,西安里,224,466,541,"1,007",18,"1,025",0,"1,025",327,"1,352",75.81
　　,西安里,225,510,568,"1,078",28,"1,106",0,"1,106",351,"1,457",75.91
　　,彰安里,226,507,516,"1,023",21,"1,044",0,"1,044",288,"1,332",78.38
　　,彰安里,227,605,633,"1,238",20,"1,258",0,"1,258",373,"1,631",77.13
