第8屆區域立法委員選舉新北市第6選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,建國里,"1,026",385,370,10,765,10,775,0,775,195,970,79.90
　　,建國里,"1,027",405,433,11,849,8,857,0,857,246,"1,103",77.70
　　,建國里,"1,028",403,403,7,813,15,828,0,828,233,"1,061",78.04
　　,漢生里,"1,029",590,364,9,963,18,981,0,981,222,"1,203",81.55
　　,漢生里,"1,030",604,401,6,"1,011",15,"1,026",0,"1,026",238,"1,264",81.17
　　,漢生里,"1,031",546,457,7,"1,010",15,"1,025",0,"1,025",255,"1,280",80.08
　　,公館里,"1,032",474,457,8,939,13,952,0,952,281,"1,233",77.21
　　,公館里,"1,033",455,375,3,833,9,842,0,842,234,"1,076",78.25
　　,公館里,"1,034",341,348,3,692,15,707,0,707,236,943,74.97
　　,新民里,"1,035",460,391,6,857,18,875,0,875,299,"1,174",74.53
　　,新民里,"1,036",519,427,9,955,6,961,0,961,221,"1,182",81.30
　　,新民里,"1,037",573,431,5,"1,009",10,"1,019",0,"1,019",262,"1,281",79.55
　　,幸福里,"1,038",434,437,4,875,15,890,0,890,293,"1,183",75.23
　　,幸福里,"1,039",448,461,11,920,11,931,0,931,264,"1,195",77.91
　　,幸福里,"1,040",374,369,10,753,8,761,0,761,280,"1,041",73.10
　　,文德里,"1,041",566,511,14,"1,091",10,"1,101",0,"1,101",299,"1,400",78.64
　　,文德里,"1,042",508,407,10,925,9,934,0,934,270,"1,204",77.57
　　,忠誠里,"1,043",618,221,4,843,17,860,0,860,153,"1,013",84.90
　　,忠誠里,"1,044",598,243,3,844,14,858,0,858,188,"1,046",82.03
　　,忠誠里,"1,045",911,112,6,"1,029",25,"1,054",0,"1,054",258,"1,312",80.34
　　,陽明里,"1,046",533,471,4,"1,008",10,"1,018",0,"1,018",264,"1,282",79.41
　　,陽明里,"1,047",468,477,10,955,19,974,0,974,239,"1,213",80.30
　　,百壽里,"1,048",500,482,3,985,10,995,0,995,303,"1,298",76.66
　　,百壽里,"1,049",348,262,3,613,1,614,0,614,153,767,80.05
　　,介壽里,"1,050",523,495,6,"1,024",14,"1,038",0,"1,038",295,"1,333",77.87
　　,介壽里,"1,051",543,400,7,950,8,958,0,958,306,"1,264",75.79
　　,新埔里,"1,052",355,322,4,681,11,692,0,692,231,923,74.97
　　,新埔里,"1,053",422,374,11,807,11,818,0,818,208,"1,026",79.73
　　,華江里,"1,054",656,472,9,"1,137",28,"1,165",0,"1,165",322,"1,487",78.35
　　,華江里,"1,055",551,499,10,"1,060",20,"1,080",0,"1,080",285,"1,365",79.12
　　,華江里,"1,056",976,690,13,"1,679",30,"1,709",0,"1,709",510,"2,219",77.02
　　,江翠里,"1,057",576,564,7,"1,147",20,"1,167",0,"1,167",309,"1,476",79.07
　　,江翠里,"1,058",476,455,5,936,14,950,0,950,280,"1,230",77.24
　　,江翠里,"1,059",532,571,4,"1,107",4,"1,111",3,"1,114",335,"1,449",76.67
　　,純翠里,"1,060",554,606,12,"1,172",14,"1,186",0,"1,186",345,"1,531",77.47
　　,純翠里,"1,061",526,542,7,"1,075",21,"1,096",0,"1,096",339,"1,435",76.38
　　,純翠里,"1,062",647,568,12,"1,227",11,"1,238",0,"1,238",330,"1,568",78.95
　　,溪頭里,"1,063",411,418,7,836,21,857,0,857,280,"1,137",75.37
　　,溪頭里,"1,064",673,590,9,"1,272",10,"1,282",0,"1,282",364,"1,646",77.89
　　,溪頭里,"1,065",383,378,6,767,13,780,0,780,255,"1,035",75.36
　　,溪頭里,"1,066",410,515,12,937,12,949,0,949,278,"1,227",77.34
　　,聯翠里,"1,067",772,483,15,"1,270",17,"1,287",0,"1,287",414,"1,701",75.66
　　,聯翠里,"1,068",531,514,11,"1,056",18,"1,074",0,"1,074",391,"1,465",73.31
　　,文化里,"1,069",471,514,7,992,10,"1,002",0,"1,002",279,"1,281",78.22
　　,文化里,"1,070",558,497,5,"1,060",5,"1,065",0,"1,065",272,"1,337",79.66
　　,宏翠里,"1,071",452,486,6,944,11,955,0,955,253,"1,208",79.06
　　,宏翠里,"1,072",491,504,8,"1,003",13,"1,016",0,"1,016",307,"1,323",76.80
　　,宏翠里,"1,073",723,365,8,"1,096",19,"1,115",0,"1,115",390,"1,505",74.09
　　,仁翠里,"1,074",426,581,16,"1,023",21,"1,044",0,"1,044",308,"1,352",77.22
　　,仁翠里,"1,075",398,563,8,969,15,984,0,984,277,"1,261",78.03
　　,新翠里,"1,076",561,681,9,"1,251",19,"1,270",0,"1,270",415,"1,685",75.37
　　,新翠里,"1,077",654,605,5,"1,264",20,"1,284",0,"1,284",361,"1,645",78.05
　　,新翠里,"1,078",715,472,8,"1,195",9,"1,204",0,"1,204",353,"1,557",77.33
　　,新翠里,"1,079",722,561,7,"1,290",24,"1,314",0,"1,314",386,"1,700",77.29
　　,朝陽里,"1,080",418,423,5,846,10,856,0,856,247,"1,103",77.61
　　,朝陽里,"1,081",275,360,6,641,9,650,0,650,191,841,77.29
　　,朝陽里,"1,082",389,414,7,810,5,815,0,815,249,"1,064",76.60
　　,吉翠里,"1,083",386,449,7,842,11,853,0,853,206,"1,059",80.55
　　,吉翠里,"1,084",440,365,3,808,8,816,0,816,187,"1,003",81.36
　　,吉翠里,"1,085",430,430,3,863,14,877,0,877,245,"1,122",78.16
　　,德翠里,"1,086",637,679,8,"1,324",21,"1,345",0,"1,345",398,"1,743",77.17
　　,德翠里,"1,087",581,529,6,"1,116",13,"1,129",0,"1,129",276,"1,405",80.36
　　,德翠里,"1,088",623,404,4,"1,031",5,"1,036",0,"1,036",270,"1,306",79.33
　　,德翠里,"1,089",514,340,3,857,12,869,0,869,209,"1,078",80.61
　　,新海里,"1,090",430,373,8,811,11,822,0,822,271,"1,093",75.21
　　,新海里,"1,091",332,400,3,735,5,740,0,740,288,"1,028",71.98
　　,新海里,"1,092",404,366,3,773,7,780,0,780,268,"1,048",74.43
　　,滿翠里,"1,093",289,302,4,595,8,603,0,603,184,787,76.62
　　,滿翠里,"1,094",269,370,2,641,5,646,1,647,193,840,76.90
　　,滿翠里,"1,095",384,448,6,838,6,844,0,844,183,"1,027",82.18
　　,明翠里,"1,096",383,425,5,813,12,825,0,825,222,"1,047",78.80
　　,明翠里,"1,097",385,420,7,812,13,825,0,825,257,"1,082",76.25
　　,明翠里,"1,098",372,357,1,730,12,742,0,742,228,970,76.49
　　,明翠里,"1,099",435,480,8,923,13,936,0,936,229,"1,165",80.34
　　,松翠里,"1,100",532,511,17,"1,060",25,"1,085",0,"1,085",336,"1,421",76.35
　　,松翠里,"1,101",598,581,9,"1,188",19,"1,207",0,"1,207",411,"1,618",74.60
　　,柏翠里,"1,102",750,576,11,"1,337",17,"1,354",0,"1,354",387,"1,741",77.77
　　,柏翠里,"1,103",600,606,5,"1,211",12,"1,223",0,"1,223",355,"1,578",77.50
　　,龍翠里,"1,104",502,579,3,"1,084",13,"1,097",0,"1,097",315,"1,412",77.69
　　,龍翠里,"1,105",540,562,13,"1,115",15,"1,130",0,"1,130",287,"1,417",79.75
　　,龍翠里,"1,106",621,496,8,"1,125",9,"1,134",0,"1,134",341,"1,475",76.88
　　,松柏里,"1,107",389,409,10,808,11,819,0,819,245,"1,064",76.97
　　,松柏里,"1,108",256,307,10,573,7,580,0,580,161,741,78.27
　　,華翠里,"1,109",574,619,6,"1,199",12,"1,211",0,"1,211",353,"1,564",77.43
　　,華翠里,"1,110",620,514,13,"1,147",15,"1,162",0,"1,162",345,"1,507",77.11
　　,莒光里,"1,111",511,510,7,"1,028",12,"1,040",0,"1,040",316,"1,356",76.70
　　,莒光里,"1,112",445,463,5,913,10,923,0,923,282,"1,205",76.60
　　,忠翠里,"1,113",674,621,7,"1,302",14,"1,316",0,"1,316",318,"1,634",80.54
　　,忠翠里,"1,114",642,520,10,"1,172",18,"1,190",0,"1,190",307,"1,497",79.49
　　,忠翠里,"1,115",601,408,8,"1,017",6,"1,023",0,"1,023",253,"1,276",80.17
　　,忠翠里,"1,116",751,433,13,"1,197",13,"1,210",1,"1,211",301,"1,512",80.03
　　,忠翠里,"1,117",900,579,15,"1,494",24,"1,518",0,"1,518",384,"1,902",79.81
　　,嵐翠里,"1,118",343,461,8,812,15,827,0,827,274,"1,101",75.11
　　,嵐翠里,"1,119",406,407,11,824,9,833,0,833,254,"1,087",76.63
　　,文聖里,"1,120",607,643,4,"1,254",19,"1,273",0,"1,273",373,"1,646",77.34
　　,文聖里,"1,121",617,585,9,"1,211",15,"1,226",0,"1,226",379,"1,605",76.39
　　,文翠里,"1,122",470,423,5,898,9,907,0,907,265,"1,172",77.39
　　,文翠里,"1,123",414,380,8,802,14,816,0,816,253,"1,069",76.33
　　,文翠里,"1,124",481,452,6,939,17,956,0,956,280,"1,236",77.35
　　,青翠里,"1,125",442,441,4,887,19,906,0,906,333,"1,239",73.12
　　,青翠里,"1,126",475,493,6,974,8,982,0,982,350,"1,332",73.72
　　,懷翠里,"1,127",630,579,7,"1,216",25,"1,241",0,"1,241",447,"1,688",73.52
　　,懷翠里,"1,128",557,643,10,"1,210",14,"1,224",0,"1,224",438,"1,662",73.65
　　,懷翠里,"1,129",673,697,9,"1,379",8,"1,387",10,"1,397",402,"1,799",77.10
　　,福翠里,"1,130",522,432,12,966,17,983,0,983,309,"1,292",76.08
　　,港嘴里,"1,131",598,547,6,"1,151",22,"1,173",0,"1,173",352,"1,525",76.92
　　,港嘴里,"1,132",469,445,10,924,12,936,0,936,279,"1,215",77.04
　　,港嘴里,"1,133",494,450,14,958,16,974,0,974,328,"1,302",74.81
　　,港嘴里,"1,134",466,449,11,926,20,946,0,946,237,"1,183",79.97
　　,埤墘里,"1,135",830,646,16,"1,492",22,"1,514",0,"1,514",449,"1,963",77.13
　　,埤墘里,"1,136",532,563,14,"1,109",17,"1,126",0,"1,126",317,"1,443",78.03
　　,莊敬里,"1,137",808,610,10,"1,428",31,"1,459",0,"1,459",377,"1,836",79.47
　　,莊敬里,"1,138",613,496,4,"1,113",18,"1,131",0,"1,131",266,"1,397",80.96
　　,永安里,"1,139",481,507,9,997,15,"1,012",0,"1,012",312,"1,324",76.44
　　,永安里,"1,140",616,560,6,"1,182",12,"1,194",0,"1,194",307,"1,501",79.55
