第8屆區域立法委員選舉臺中市第4選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,上德里,570,485,461,5,19,970,9,979,0,979,271,"1,250",78.32
　　,上德里,571,499,492,6,24,"1,021",10,"1,031",0,"1,031",262,"1,293",79.74
　　,上德里,572,421,500,7,14,942,12,954,0,954,272,"1,226",77.81
　　,逢甲里,573,547,534,4,20,"1,105",15,"1,120",0,"1,120",374,"1,494",74.97
　　,逢甲里,574,520,453,6,10,989,9,998,0,998,306,"1,304",76.53
　　,逢甲里,575,428,406,3,11,848,6,854,0,854,249,"1,103",77.43
　　,逢福里,576,595,560,7,21,"1,183",15,"1,198",0,"1,198",335,"1,533",78.15
　　,逢福里,577,606,780,3,43,"1,432",32,"1,464",0,"1,464",369,"1,833",79.87
　　,逢福里,578,465,547,8,10,"1,030",13,"1,043",0,"1,043",345,"1,388",75.14
　　,鵬程里,579,82,932,10,17,"1,041",19,"1,060",1,"1,061",246,"1,307",81.10
　　,鵬程里,580,90,885,5,13,993,21,"1,014",0,"1,014",268,"1,282",79.10
　　,何厝里,581,490,560,3,14,"1,067",10,"1,077",0,"1,077",367,"1,444",74.58
　　,何厝里,582,577,483,5,18,"1,083",16,"1,099",0,"1,099",334,"1,433",76.69
　　,何明里,583,478,393,6,19,896,11,907,0,907,259,"1,166",77.79
　　,何明里,584,414,422,5,21,862,10,872,0,872,269,"1,141",76.42
　　,何明里,585,391,426,3,17,837,12,849,0,849,269,"1,118",75.94
　　,何南里,586,441,526,5,23,995,13,"1,008",0,"1,008",324,"1,332",75.68
　　,何南里,587,386,480,5,21,892,16,908,0,908,237,"1,145",79.30
　　,何南里,588,417,459,6,19,901,12,913,0,913,279,"1,192",76.59
　　,何成里,589,583,534,7,16,"1,140",16,"1,156",0,"1,156",341,"1,497",77.22
　　,何成里,590,545,561,7,23,"1,136",12,"1,148",0,"1,148",380,"1,528",75.13
　　,何成里,591,500,671,9,23,"1,203",9,"1,212",0,"1,212",328,"1,540",78.70
　　,何成里,592,482,620,11,28,"1,141",22,"1,163",0,"1,163",374,"1,537",75.67
　　,何安里,593,594,443,4,22,"1,063",14,"1,077",0,"1,077",305,"1,382",77.93
　　,何安里,594,582,494,5,23,"1,104",10,"1,114",0,"1,114",354,"1,468",75.89
　　,何安里,595,550,588,9,17,"1,164",16,"1,180",0,"1,180",390,"1,570",75.16
　　,何仁里,596,506,455,5,13,979,10,989,0,989,294,"1,283",77.08
　　,何仁里,597,466,416,5,23,910,9,919,0,919,290,"1,209",76.01
　　,何仁里,598,466,424,7,13,910,15,925,0,925,313,"1,238",74.72
　　,何仁里,599,597,637,9,30,"1,273",11,"1,284",0,"1,284",391,"1,675",76.66
　　,何德里,600,627,616,6,22,"1,271",13,"1,284",0,"1,284",356,"1,640",78.29
　　,何德里,601,595,536,5,21,"1,157",14,"1,171",0,"1,171",407,"1,578",74.21
　　,何福里,602,438,485,3,17,943,15,958,0,958,292,"1,250",76.64
　　,何福里,603,556,515,6,36,"1,113",14,"1,127",0,"1,127",267,"1,394",80.85
　　,何福里,604,481,449,4,28,962,15,977,0,977,298,"1,275",76.63
　　,何源里,605,538,564,7,27,"1,136",14,"1,150",0,"1,150",343,"1,493",77.03
　　,何源里,606,509,608,9,28,"1,154",23,"1,177",0,"1,177",302,"1,479",79.58
　　,何源里,607,515,533,7,24,"1,079",6,"1,085",0,"1,085",332,"1,417",76.57
　　,何源里,608,427,614,6,33,"1,080",17,"1,097",0,"1,097",361,"1,458",75.24
　　,大河里,609,930,471,15,23,"1,439",15,"1,454",0,"1,454",389,"1,843",78.89
　　,大河里,610,709,573,4,16,"1,302",23,"1,325",0,"1,325",377,"1,702",77.85
　　,大石里,611,110,757,5,15,887,25,912,0,912,226,"1,138",80.14
　　,大石里,612,65,633,7,10,715,11,726,0,726,235,961,75.55
　　,大福里,613,411,654,10,21,"1,096",16,"1,112",0,"1,112",391,"1,503",73.99
　　,大福里,614,511,582,11,17,"1,121",12,"1,133",0,"1,133",397,"1,530",74.05
　　,大鵬里,615,507,506,8,18,"1,039",10,"1,049",0,"1,049",258,"1,307",80.26
　　,大鵬里,616,381,550,4,18,953,16,969,0,969,334,"1,303",74.37
　　,大鵬里,617,415,621,8,19,"1,063",22,"1,085",0,"1,085",396,"1,481",73.26
　　,港尾里,618,612,210,8,7,837,11,848,0,848,266,"1,114",76.12
　　,港尾里,619,583,622,9,12,"1,226",13,"1,239",0,"1,239",318,"1,557",79.58
　　,港尾里,620,616,664,3,16,"1,299",7,"1,306",0,"1,306",403,"1,709",76.42
　　,廣福里,621,630,351,10,6,997,16,"1,013",0,"1,013",211,"1,224",82.76
　　,廣福里,622,498,302,3,8,811,10,821,0,821,220,"1,041",78.87
　　,林厝里,623,637,473,3,9,"1,122",18,"1,140",0,"1,140",329,"1,469",77.60
　　,林厝里,624,514,565,3,23,"1,105",17,"1,122",0,"1,122",309,"1,431",78.41
　　,永安里,625,706,431,12,19,"1,168",16,"1,184",0,"1,184",333,"1,517",78.05
　　,永安里,626,511,383,6,6,906,11,917,0,917,265,"1,182",77.58
　　,永安里,627,322,501,4,24,851,21,872,0,872,267,"1,139",76.56
　　,永安里,628,365,566,5,15,951,10,961,0,961,416,"1,377",69.79
　　,永安里,629,360,497,7,25,889,18,907,0,907,321,"1,228",73.86
　　,永安里,630,262,705,5,20,992,17,"1,009",0,"1,009",393,"1,402",71.97
　　,永安里,631,417,608,5,37,"1,067",10,"1,077",0,"1,077",403,"1,480",72.77
　　,福安里,632,365,398,3,13,779,12,791,0,791,234,"1,025",77.17
　　,福安里,633,468,422,5,20,915,17,932,0,932,285,"1,217",76.58
　　,福雅里,634,634,698,6,27,"1,365",16,"1,381",0,"1,381",438,"1,819",75.92
　　,福雅里,635,378,564,2,23,967,12,979,0,979,362,"1,341",73.01
　　,福雅里,636,465,572,8,18,"1,063",14,"1,077",0,"1,077",332,"1,409",76.44
　　,福林里,637,407,512,3,28,950,18,968,0,968,296,"1,264",76.58
　　,福林里,638,349,571,3,29,952,13,965,0,965,297,"1,262",76.47
　　,福林里,639,417,620,10,29,"1,076",12,"1,088",0,"1,088",300,"1,388",78.39
　　,福林里,640,430,727,1,42,"1,200",15,"1,215",0,"1,215",340,"1,555",78.14
　　,福瑞里,641,316,580,5,27,928,17,945,0,945,323,"1,268",74.53
　　,福瑞里,642,280,480,5,22,787,9,796,0,796,268,"1,064",74.81
　　,福聯里,643,302,466,6,8,782,12,794,0,794,362,"1,156",68.69
　　,福聯里,644,361,410,7,13,791,5,796,0,796,314,"1,110",71.71
　　,福和里,645,574,348,3,15,940,10,950,0,950,246,"1,196",79.43
　　,福和里,646,505,412,5,12,934,11,945,0,945,273,"1,218",77.59
　　,福和里,647,466,349,5,18,838,6,844,0,844,268,"1,112",75.90
　　,福中里,648,485,563,7,14,"1,069",12,"1,081",0,"1,081",322,"1,403",77.05
　　,福中里,649,472,472,4,12,960,15,975,0,975,328,"1,303",74.83
　　,福恩里,650,449,607,6,34,"1,096",7,"1,103",0,"1,103",317,"1,420",77.68
　　,協和里,651,426,582,7,54,"1,069",16,"1,085",0,"1,085",352,"1,437",75.50
　　,福恩里,652,338,451,4,18,811,7,818,0,818,271,"1,089",75.11
　　,協和里,653,879,475,6,10,"1,370",20,"1,390",0,"1,390",433,"1,823",76.25
　　,協和里,654,598,657,4,30,"1,289",27,"1,316",0,"1,316",470,"1,786",73.68
　南屯區,,,"38,760","42,882",499,"1,765","83,906","1,269","85,175",6,"85,181","25,123","110,304",77.22
　　,南屯里,655,523,426,5,18,972,14,986,0,986,284,"1,270",77.64
　　,南屯里,656,506,434,12,18,970,17,987,0,987,258,"1,245",79.28
　　,南屯里,657,538,445,9,25,"1,017",15,"1,032",0,"1,032",293,"1,325",77.89
　　,南屯里,658,446,476,3,32,957,10,967,0,967,274,"1,241",77.92
　　,南屯里,659,347,443,2,24,816,16,832,0,832,191,"1,023",81.33
　　,南屯里,660,317,494,5,27,843,13,856,0,856,227,"1,083",79.04
　　,豐樂里,661,450,414,4,18,886,16,902,0,902,260,"1,162",77.62
　　,豐樂里,662,435,391,5,15,846,15,861,0,861,229,"1,090",78.99
　　,豐樂里,663,562,400,5,15,982,8,990,0,990,255,"1,245",79.52
　　,豐樂里,664,498,417,4,22,941,18,959,0,959,234,"1,193",80.39
　　,豐樂里,665,460,412,0,26,898,14,912,0,912,235,"1,147",79.51
　　,豐樂里,666,283,175,6,10,474,6,480,0,480,651,"1,131",42.44
　　,豐樂里,667,433,513,3,22,971,11,982,0,982,216,"1,198",81.97
　　,豐樂里,668,370,465,7,27,869,20,889,0,889,248,"1,137",78.19
　　,楓樹里,669,429,416,8,20,873,18,891,0,891,290,"1,181",75.44
　　,楓樹里,670,555,378,7,9,949,15,964,0,964,224,"1,188",81.14
　　,楓樹里,671,456,418,10,15,899,8,907,0,907,228,"1,135",79.91
　　,楓樹里,672,446,419,9,20,894,19,913,0,913,241,"1,154",79.12
　　,中和里,673,401,312,6,7,726,15,741,0,741,240,981,75.54
　　,中和里,674,388,358,10,14,770,13,783,0,783,237,"1,020",76.76
　　,中和里,675,415,414,8,14,851,12,863,0,863,209,"1,072",80.50
　　,中和里,676,441,363,12,5,821,16,837,0,837,195,"1,032",81.10
　　,鎮平里,677,286,156,7,7,456,2,458,0,458,136,594,77.10
　　,鎮平里,678,448,250,5,5,708,8,716,0,716,187,903,79.29
　　,春社里,679,342,363,8,10,723,18,741,0,741,249,990,74.85
　　,春社里,680,335,456,5,13,809,20,829,0,829,279,"1,108",74.82
　　,春社里,681,322,389,8,20,739,6,745,0,745,244,989,75.33
　　,春社里,682,256,424,6,8,694,11,705,0,705,208,913,77.22
　　,春社里,683,192,389,3,10,594,15,609,0,609,480,"1,089",55.92
　　,春安里,684,198,335,4,9,546,20,566,0,566,172,738,76.69
　　,文山里,685,474,552,7,14,"1,047",18,"1,065",0,"1,065",291,"1,356",78.54
　　,文山里,686,448,502,7,17,974,16,990,0,990,323,"1,313",75.40
　　,文山里,687,417,485,5,11,918,13,931,0,931,324,"1,255",74.18
　　,文山里,688,397,476,5,16,894,13,907,0,907,292,"1,199",75.65
　　,文山里,689,445,409,12,20,886,16,902,0,902,274,"1,176",76.70
　　,寶山里,690,409,351,4,12,776,9,785,0,785,241,"1,026",76.51
　　,寶山里,691,489,366,8,19,882,6,888,0,888,253,"1,141",77.83
　　,寶山里,692,317,423,7,7,754,13,767,0,767,269,"1,036",74.03
　　,寶山里,693,255,356,2,14,627,11,638,0,638,275,913,69.88
　　,新生里,694,451,279,7,14,751,10,761,0,761,226,987,77.10
　　,永定里,695,542,412,8,19,981,12,993,0,993,318,"1,311",75.74
　　,永定里,696,568,403,4,16,991,11,"1,002",0,"1,002",281,"1,283",78.10
　　,永定里,697,455,509,4,20,988,13,"1,001",0,"1,001",318,"1,319",75.89
　　,三厝里,698,438,392,6,19,855,12,867,0,867,211,"1,078",80.43
　　,三厝里,699,362,439,3,20,824,12,836,0,836,231,"1,067",78.35
　　,三厝里,700,434,370,3,17,824,14,838,0,838,240,"1,078",77.74
　　,三厝里,701,375,438,3,17,833,9,842,0,842,211,"1,053",79.96
　　,三厝里,702,310,473,3,13,799,11,810,0,810,251,"1,061",76.34
　　,三義里,703,310,488,3,19,820,14,834,0,834,210,"1,044",79.89
　　,三義里,704,316,469,3,12,800,7,807,0,807,233,"1,040",77.60
　　,三義里,705,311,476,5,12,804,12,816,0,816,226,"1,042",78.31
　　,三義里,706,343,455,3,13,814,10,824,0,824,192,"1,016",81.10
　　,三義里,707,287,432,6,25,750,10,760,1,761,227,988,76.92
　　,三和里,708,295,428,2,13,738,15,753,0,753,188,941,80.02
　　,三和里,709,351,683,4,29,"1,067",11,"1,078",0,"1,078",258,"1,336",80.69
　　,三和里,710,256,461,1,27,745,9,754,1,755,225,980,76.94
　　,三和里,711,277,454,1,20,752,17,769,0,769,233,"1,002",76.75
　　,三和里,712,362,447,0,22,831,11,842,0,842,232,"1,074",78.40
　　,三和里,713,270,404,2,18,694,16,710,0,710,244,954,74.42
　　,黎明里,714,253,492,7,16,768,6,774,0,774,212,986,78.50
　　,黎明里,715,269,466,3,7,745,7,752,0,752,239,991,75.88
　　,黎明里,716,294,497,7,18,816,16,832,0,832,233,"1,065",78.12
　　,黎明里,717,338,484,3,27,852,10,862,0,862,255,"1,117",77.17
　　,溝墘里,718,379,397,4,21,801,11,812,0,812,216,"1,028",78.99
　　,溝墘里,719,483,461,11,22,977,12,989,0,989,242,"1,231",80.34
　　,溝墘里,720,407,382,5,23,817,6,823,0,823,171,994,82.80
　　,溝墘里,721,333,484,8,20,845,13,858,0,858,241,"1,099",78.07
　　,大業里,722,354,474,4,26,858,12,870,2,872,225,"1,097",79.31
　　,大業里,723,324,438,5,21,788,12,800,0,800,191,991,80.73
　　,大業里,724,368,489,5,15,877,18,895,0,895,261,"1,156",77.42
　　,大業里,725,377,413,5,14,809,8,817,0,817,274,"1,091",74.89
　　,大業里,726,371,354,4,16,745,15,760,0,760,234,994,76.46
　　,惠中里,727,351,427,0,14,792,14,806,0,806,212,"1,018",79.17
　　,惠中里,728,342,421,4,16,783,9,792,0,792,225,"1,017",77.88
　　,惠中里,729,378,448,7,23,856,10,866,1,867,257,"1,124",77.05
　　,惠中里,730,379,439,6,24,848,11,859,0,859,278,"1,137",75.55
　　,惠中里,731,339,469,5,19,832,14,846,0,846,265,"1,111",76.15
　　,田心里,732,495,458,1,19,973,10,983,0,983,240,"1,223",80.38
　　,田心里,733,491,459,7,20,977,17,994,0,994,269,"1,263",78.70
　　,田心里,734,464,433,6,9,912,14,926,0,926,310,"1,236",74.92
　　,田心里,735,412,561,3,24,"1,000",13,"1,013",0,"1,013",281,"1,294",78.28
　　,向心里,736,458,418,7,17,900,16,916,0,916,217,"1,133",80.85
　　,向心里,737,357,409,3,18,787,14,801,0,801,210,"1,011",79.23
　　,向心里,738,346,432,7,16,801,13,814,0,814,241,"1,055",77.16
　　,文心里,739,344,374,3,21,742,15,757,0,757,250,"1,007",75.17
　　,文心里,740,344,438,5,25,812,10,822,0,822,208,"1,030",79.81
　　,文心里,741,322,409,5,15,751,8,759,0,759,214,973,78.01
　　,同心里,742,345,550,5,19,919,18,937,0,937,325,"1,262",74.25
　　,同心里,743,362,472,2,15,851,12,863,0,863,276,"1,139",75.77
　　,同心里,744,412,403,2,17,834,11,845,0,845,205,"1,050",80.48
　　,同心里,745,327,395,1,6,729,8,737,0,737,238,975,75.59
　　,大同里,746,377,410,3,23,813,18,831,0,831,249,"1,080",76.94
　　,大同里,747,427,360,2,23,812,8,820,0,820,267,"1,087",75.44
　　,大同里,748,380,345,5,30,760,12,772,0,772,218,990,77.98
　　,大同里,749,373,405,1,18,797,11,808,0,808,227,"1,035",78.07
　　,大興里,750,431,417,5,14,867,15,882,1,883,278,"1,161",75.97
　　,大興里,751,467,484,2,16,969,9,978,0,978,281,"1,259",77.68
　　,大興里,752,457,479,5,14,955,12,967,0,967,228,"1,195",80.92
　　,大誠里,753,309,379,5,24,717,11,728,0,728,236,964,75.52
　　,大誠里,754,346,400,3,22,771,13,784,0,784,238,"1,022",76.71
　　,大誠里,755,333,380,4,18,735,17,752,0,752,215,967,77.77
