第8屆區域立法委員選舉新北市第1選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,民生里,53,296,56,35,562,949,19,968,0,968,401,"1,369",70.71
　　,民生里,54,468,55,35,542,"1,100",15,"1,115",0,"1,115",366,"1,481",75.29
　　,民生里,55,438,33,25,606,"1,102",22,"1,124",0,"1,124",338,"1,462",76.88
　　,八勢里,56,401,46,35,475,957,9,966,0,966,387,"1,353",71.40
　　,八勢里,57,301,39,52,506,898,21,919,0,919,328,"1,247",73.70
　　,八勢里,58,386,41,44,470,941,16,957,0,957,344,"1,301",73.56
　　,竿蓁里,59,429,49,52,666,"1,196",19,"1,215",0,"1,215",474,"1,689",71.94
　　,竿蓁里,60,350,29,33,467,879,8,887,0,887,323,"1,210",73.31
　　,竿蓁里,61,211,38,29,496,774,8,782,0,782,354,"1,136",68.84
　　,竿蓁里,62,317,36,28,504,885,18,903,0,903,372,"1,275",70.82
　　,竿蓁里,63,477,50,45,534,"1,106",11,"1,117",0,"1,117",371,"1,488",75.07
　　,崁頂里,64,377,33,26,629,"1,065",10,"1,075",0,"1,075",347,"1,422",75.60
　　,崁頂里,65,320,24,24,485,853,6,859,0,859,243,"1,102",77.95
　　,埤島里,66,359,25,12,370,766,14,780,0,780,247,"1,027",75.95
　　,水碓里,67,519,38,39,492,"1,088",27,"1,115",0,"1,115",384,"1,499",74.38
　　,水碓里,68,441,39,54,600,"1,134",13,"1,147",0,"1,147",392,"1,539",74.53
　　,水碓里,69,510,52,38,617,"1,217",17,"1,234",0,"1,234",407,"1,641",75.20
　　,北新里,70,298,28,32,435,793,12,805,0,805,236,"1,041",77.33
　　,北新里,71,263,33,33,436,765,13,778,0,778,314,"1,092",71.25
　　,正德里,72,424,39,45,631,"1,139",19,"1,158",0,"1,158",425,"1,583",73.15
　　,正德里,73,418,66,45,686,"1,215",17,"1,232",0,"1,232",474,"1,706",72.22
　　,新興里,74,437,46,55,559,"1,097",18,"1,115",0,"1,115",462,"1,577",70.70
　　,新興里,75,444,55,39,701,"1,239",14,"1,253",0,"1,253",389,"1,642",76.31
　　,新興里,76,438,54,37,682,"1,211",11,"1,222",0,"1,222",409,"1,631",74.92
　　,新義里,77,417,28,26,454,925,9,934,0,934,293,"1,227",76.12
　　,新義里,78,373,21,31,339,764,11,775,0,775,253,"1,028",75.39
　　,新義里,79,426,21,30,444,921,9,930,0,930,344,"1,274",73.00
　　,新春里,80,493,44,44,715,"1,296",10,"1,306",0,"1,306",439,"1,745",74.84
　　,新春里,81,473,52,47,646,"1,218",13,"1,231",1,"1,232",393,"1,625",75.75
　　,新春里,82,470,53,45,677,"1,245",19,"1,264",0,"1,264",492,"1,756",71.98
　　,新民里,83,432,42,39,482,995,6,"1,001",0,"1,001",287,"1,288",77.72
　　,新民里,84,378,22,34,480,914,6,920,0,920,315,"1,235",74.49
　　,新民里,85,340,34,30,540,944,10,954,0,954,310,"1,264",75.47
　　,北投里,86,518,47,55,808,"1,428",22,"1,450",0,"1,450",513,"1,963",73.87
　　,北投里,87,490,24,21,584,"1,119",13,"1,132",0,"1,132",384,"1,516",74.67
　　,北投里,88,374,45,58,589,"1,066",15,"1,081",0,"1,081",341,"1,422",76.02
　　,鄧公里,89,485,41,46,692,"1,264",12,"1,276",0,"1,276",422,"1,698",75.15
　　,鄧公里,90,464,53,64,696,"1,277",17,"1,294",0,"1,294",392,"1,686",76.75
　　,鄧公里,91,479,46,39,556,"1,120",18,"1,138",0,"1,138",421,"1,559",73.00
　　,幸福里,92,346,25,25,396,792,14,806,0,806,301,"1,107",72.81
　　,幸福里,93,416,35,44,480,975,16,991,0,991,327,"1,318",75.19
　　,幸福里,94,403,31,39,432,905,10,915,0,915,274,"1,189",76.96
　　,學府里,95,486,46,58,685,"1,275",16,"1,291",0,"1,291",465,"1,756",73.52
　　,學府里,96,451,46,32,600,"1,129",13,"1,142",0,"1,142",472,"1,614",70.76
　　,中興里,97,354,38,23,465,880,15,895,0,895,338,"1,233",72.59
　　,中興里,98,402,27,31,439,899,6,905,12,917,337,"1,254",72.17
　　,中興里,99,362,25,33,411,831,12,843,0,843,264,"1,107",76.15
　　,長庚里,100,474,30,43,503,"1,050",6,"1,056",0,"1,056",325,"1,381",76.47
　　,清文里,101,358,32,20,375,785,14,799,0,799,269,"1,068",74.81
　　,草東里,102,299,19,16,243,577,4,581,0,581,151,732,79.37
　　,協元里,103,448,44,27,469,988,24,"1,012",0,"1,012",357,"1,369",73.92
　　,永吉里,104,260,31,24,304,619,8,627,0,627,184,811,77.31
　　,民安里,105,288,19,38,216,561,6,567,0,567,143,710,79.86
　　,新生里,106,171,20,16,175,382,8,390,0,390,559,949,41.10
　　,文化里,107,463,45,45,606,"1,159",13,"1,172",0,"1,172",393,"1,565",74.89
　　,油車里,108,418,47,52,649,"1,166",18,"1,184",0,"1,184",401,"1,585",74.70
　　,油車里,109,411,52,31,589,"1,083",12,"1,095",0,"1,095",427,"1,522",71.94
　　,油車里,110,459,32,25,509,"1,025",10,"1,035",0,"1,035",307,"1,342",77.12
　　,沙崙里,111,481,39,24,495,"1,039",16,"1,055",0,"1,055",400,"1,455",72.51
　　,沙崙里,112,406,36,29,499,970,16,986,0,986,312,"1,298",75.96
　　,大庄里,113,465,34,34,480,"1,013",8,"1,021",0,"1,021",324,"1,345",75.91
　　,大庄里,114,333,49,28,556,966,11,977,0,977,315,"1,292",75.62
　　,大庄里,115,285,41,19,501,846,7,853,0,853,309,"1,162",73.41
　八里區,,,"8,851",832,308,"9,428","19,419",289,"19,708",0,"19,708","7,124","26,832",73.45
　　,龍源里,116,666,65,24,691,"1,446",18,"1,464",0,"1,464",510,"1,974",74.16
　　,龍源里,117,518,77,32,746,"1,373",21,"1,394",0,"1,394",547,"1,941",71.82
　　,龍源里,118,447,48,27,537,"1,059",15,"1,074",0,"1,074",355,"1,429",75.16
　　,米倉里,119,500,43,12,475,"1,030",18,"1,048",0,"1,048",423,"1,471",71.24
　　,米倉里,120,376,29,11,386,802,18,820,0,820,263,"1,083",75.72
　　,大崁里,121,723,76,29,709,"1,537",38,"1,575",0,"1,575",500,"2,075",75.90
　　,埤頭里,122,511,25,20,384,940,16,956,0,956,344,"1,300",73.54
　　,埤頭里,123,555,57,15,517,"1,144",14,"1,158",0,"1,158",426,"1,584",73.11
　　,頂罟里,124,578,38,22,507,"1,145",16,"1,161",0,"1,161",362,"1,523",76.23
　　,舊城里,125,521,46,9,442,"1,018",11,"1,029",0,"1,029",372,"1,401",73.45
　　,舊城里,126,473,42,25,490,"1,030",9,"1,039",0,"1,039",405,"1,444",71.95
　　,舊城里,127,357,39,9,370,775,9,784,0,784,341,"1,125",69.69
　　,舊城里,128,409,40,11,488,948,7,955,0,955,381,"1,336",71.48
　　,訊塘里,129,455,46,13,557,"1,071",13,"1,084",0,"1,084",483,"1,567",69.18
　　,訊塘里,130,515,49,16,598,"1,178",22,"1,200",0,"1,200",460,"1,660",72.29
　　,荖阡里,131,452,53,19,511,"1,035",16,"1,051",0,"1,051",410,"1,461",71.94
　　,長坑里,132,458,21,9,485,973,11,984,0,984,315,"1,299",75.75
　　,下罟里,133,337,38,5,535,915,17,932,0,932,227,"1,159",80.41
　林口區,,,"19,124","2,723",754,"23,407","46,008",538,"46,546",1,"46,547","14,813","61,360",75.86
　　,東林里,134,495,47,16,397,955,12,967,0,967,297,"1,264",76.50
　　,東林里,135,374,47,9,368,798,15,813,0,813,285,"1,098",74.04
　　,東林里,136,403,47,15,403,868,6,874,0,874,275,"1,149",76.07
　　,林口里,137,457,47,9,538,"1,051",12,"1,063",0,"1,063",361,"1,424",74.65
　　,林口里,138,463,46,11,522,"1,042",15,"1,057",0,"1,057",407,"1,464",72.20
　　,林口里,139,361,31,9,389,790,7,797,0,797,226,"1,023",77.91
　　,西林里,140,454,42,8,428,932,9,941,0,941,328,"1,269",74.15
　　,西林里,141,444,48,27,530,"1,049",15,"1,064",0,"1,064",487,"1,551",68.60
　　,西林里,142,464,75,19,574,"1,132",15,"1,147",0,"1,147",302,"1,449",79.16
　　,西林里,143,543,67,22,696,"1,328",12,"1,340",0,"1,340",351,"1,691",79.24
　　,菁湖里,144,457,34,21,425,937,9,946,0,946,243,"1,189",79.56
　　,菁湖里,145,502,31,15,321,869,9,878,0,878,285,"1,163",75.49
　　,菁湖里,146,363,51,18,525,957,7,964,0,964,252,"1,216",79.28
　　,中湖里,147,542,52,10,415,"1,019",11,"1,030",0,"1,030",304,"1,334",77.21
　　,中湖里,148,596,41,13,427,"1,077",0,"1,077",0,"1,077",302,"1,379",78.10
　　,湖北里,149,598,38,11,365,"1,012",17,"1,029",0,"1,029",240,"1,269",81.09
　　,湖南里,150,452,83,23,716,"1,274",17,"1,291",0,"1,291",554,"1,845",69.97
　　,湖南里,151,561,111,24,"1,019","1,715",14,"1,729",1,"1,730",597,"2,327",74.30
　　,湖南里,152,428,61,33,616,"1,138",18,"1,156",0,"1,156",383,"1,539",75.11
　　,湖南里,153,549,75,24,562,"1,210",11,"1,221",0,"1,221",363,"1,584",77.08
　　,湖南里,154,548,107,19,813,"1,487",12,"1,499",0,"1,499",475,"1,974",75.94
　　,南勢里,155,605,126,24,991,"1,746",23,"1,769",0,"1,769",646,"2,415",73.25
　　,南勢里,156,336,67,25,618,"1,046",7,"1,053",0,"1,053",360,"1,413",74.52
　　,南勢里,157,523,57,27,543,"1,150",13,"1,163",0,"1,163",368,"1,531",75.96
　　,南勢里,158,312,63,20,525,920,14,934,0,934,308,"1,242",75.20
　　,南勢里,159,371,107,25,757,"1,260",13,"1,273",0,"1,273",415,"1,688",75.41
　　,仁愛里,160,390,64,21,591,"1,066",22,"1,088",0,"1,088",356,"1,444",75.35
　　,仁愛里,161,357,86,21,698,"1,162",11,"1,173",0,"1,173",382,"1,555",75.43
　　,仁愛里,162,437,65,20,653,"1,175",26,"1,201",0,"1,201",360,"1,561",76.94
　　,麗林里,163,343,88,18,579,"1,028",17,"1,045",0,"1,045",319,"1,364",76.61
　　,麗林里,164,337,67,15,541,960,11,971,0,971,374,"1,345",72.19
　　,麗林里,165,337,78,20,756,"1,191",14,"1,205",0,"1,205",363,"1,568",76.85
　　,麗林里,166,401,87,19,647,"1,154",5,"1,159",0,"1,159",302,"1,461",79.33
　　,東勢里,167,499,82,15,643,"1,239",13,"1,252",0,"1,252",343,"1,595",78.50
　　,東勢里,168,422,94,17,592,"1,125",8,"1,133",0,"1,133",384,"1,517",74.69
　　,東勢里,169,467,85,18,642,"1,212",22,"1,234",0,"1,234",356,"1,590",77.61
　　,麗園里,170,484,88,21,617,"1,210",21,"1,231",0,"1,231",422,"1,653",74.47
　　,麗園里,171,524,81,22,596,"1,223",12,"1,235",0,"1,235",349,"1,584",77.97
　　,頂福里,172,456,29,16,217,718,7,725,0,725,241,966,75.05
　　,下福里,173,313,33,11,406,763,11,774,0,774,250,"1,024",75.59
　　,嘉寶里,174,368,32,10,200,610,10,620,0,620,164,784,79.08
　　,瑞平里,175,281,22,2,192,497,6,503,0,503,154,657,76.56
　　,太平里,176,507,41,11,354,913,9,922,0,922,280,"1,202",76.71
　泰山區,,,"20,026","1,872",677,"20,562","43,137",652,"43,789",2,"43,791","13,589","57,380",76.31
　　,大科里,177,303,20,7,147,477,10,487,0,487,131,618,78.80
　　,大科里,178,37,5,3,91,136,2,138,0,138,44,182,75.82
　　,黎明里,179,510,47,13,430,"1,000",19,"1,019",0,"1,019",329,"1,348",75.59
　　,黎明里,180,477,46,13,499,"1,035",12,"1,047",0,"1,047",338,"1,385",75.60
　　,山腳里,181,460,70,20,591,"1,141",12,"1,153",0,"1,153",387,"1,540",74.87
　　,山腳里,182,505,50,16,530,"1,101",23,"1,124",0,"1,124",379,"1,503",74.78
　　,山腳里,183,362,35,10,418,825,9,834,0,834,290,"1,124",74.20
　　,山腳里,184,349,38,12,442,841,10,851,0,851,323,"1,174",72.49
　　,福泰里,185,385,44,10,476,915,12,927,1,928,265,"1,193",77.70
　　,福泰里,186,450,28,12,419,909,17,926,0,926,256,"1,182",78.34
　　,福興里,187,488,40,10,583,"1,121",17,"1,138",0,"1,138",330,"1,468",77.52
　　,福興里,188,483,48,12,567,"1,110",13,"1,123",0,"1,123",311,"1,434",78.31
　　,楓樹里,189,362,37,19,438,856,12,868,0,868,301,"1,169",74.25
　　,楓樹里,190,375,32,1,378,786,11,797,0,797,256,"1,053",75.69
　　,楓樹里,191,428,33,8,377,846,13,859,0,859,231,"1,090",78.81
　　,同榮里,192,391,47,14,589,"1,041",14,"1,055",0,"1,055",274,"1,329",79.38
　　,同榮里,193,413,45,15,421,894,10,904,0,904,257,"1,161",77.86
　　,同榮里,194,321,34,15,284,654,11,665,0,665,214,879,75.65
　　,同興里,195,503,61,25,559,"1,148",30,"1,178",1,"1,179",328,"1,507",78.17
　　,同興里,196,592,39,16,429,"1,076",17,"1,093",0,"1,093",305,"1,398",78.18
　　,全興里,197,496,68,26,544,"1,134",20,"1,154",0,"1,154",540,"1,694",68.12
　　,全興里,198,525,62,25,600,"1,212",25,"1,237",0,"1,237",396,"1,633",75.75
　　,全興里,199,423,61,20,563,"1,067",16,"1,083",0,"1,083",338,"1,421",76.21
　　,全興里,200,517,63,13,530,"1,123",15,"1,138",0,"1,138",412,"1,550",73.42
　　,義學里,201,386,26,14,362,788,9,797,0,797,238,"1,035",77.00
　　,義學里,202,384,25,14,359,782,8,790,0,790,294,"1,084",72.88
　　,義學里,203,502,38,17,512,"1,069",17,"1,086",0,"1,086",327,"1,413",76.86
　　,義仁里,204,495,42,19,437,993,20,"1,013",0,"1,013",308,"1,321",76.68
　　,義仁里,205,525,28,10,389,952,15,967,0,967,342,"1,309",73.87
　　,義仁里,206,530,50,19,509,"1,108",21,"1,129",0,"1,129",319,"1,448",77.97
　　,義仁里,207,581,33,14,489,"1,117",14,"1,131",0,"1,131",358,"1,489",75.96
　　,明志里,208,413,42,8,350,813,15,828,0,828,255,"1,083",76.45
　　,明志里,209,365,36,10,354,765,7,772,0,772,252,"1,024",75.39
　　,明志里,210,334,29,17,412,792,14,806,0,806,245,"1,051",76.69
　　,泰友里,211,299,29,10,379,717,9,726,0,726,239,965,75.23
　　,泰友里,212,373,23,13,321,730,13,743,0,743,205,948,78.38
　　,新明里,213,509,55,17,489,"1,070",11,"1,081",0,"1,081",333,"1,414",76.45
　　,新明里,214,494,45,15,505,"1,059",15,"1,074",0,"1,074",315,"1,389",77.32
　　,貴子里,215,392,32,20,375,819,9,828,0,828,260,"1,088",76.10
　　,貴子里,216,439,27,11,354,831,12,843,0,843,241,"1,084",77.77
　　,貴子里,217,348,41,14,404,807,12,819,0,819,223,"1,042",78.60
　　,貴賢里,218,481,52,17,640,"1,190",17,"1,207",0,"1,207",300,"1,507",80.09
　　,貴賢里,219,578,47,17,559,"1,201",19,"1,220",0,"1,220",351,"1,571",77.66
　　,貴和里,220,430,42,23,573,"1,068",17,"1,085",0,"1,085",305,"1,390",78.06
　　,貴和里,221,493,31,19,434,977,20,997,0,997,285,"1,282",77.77
　　,貴和里,222,520,46,24,451,"1,041",8,"1,049",0,"1,049",359,"1,408",74.50
