第8屆區域立法委員選舉新北市第8選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,嘉穗里,"1,457",7,473,112,435,"1,027",13,"1,040",0,"1,040",271,"1,311",79.33
　　,嘉穗里,"1,458",6,340,74,359,779,14,793,0,793,241,"1,034",76.69
　　,文元里,"1,459",13,429,108,549,"1,099",21,"1,120",0,"1,120",336,"1,456",76.92
　　,文元里,"1,460",17,434,134,596,"1,181",25,"1,206",0,"1,206",367,"1,573",76.67
　　,文元里,"1,461",6,525,116,556,"1,203",16,"1,219",0,"1,219",335,"1,554",78.44
　　,嘉新里,"1,462",9,539,147,541,"1,236",14,"1,250",0,"1,250",422,"1,672",74.76
　　,嘉新里,"1,463",15,531,130,584,"1,260",17,"1,277",0,"1,277",411,"1,688",75.65
　　,民安里,"1,464",5,458,73,532,"1,068",25,"1,093",0,"1,093",294,"1,387",78.80
　　,民安里,"1,465",10,464,98,466,"1,038",16,"1,054",0,"1,054",312,"1,366",77.16
　　,民安里,"1,466",9,472,116,518,"1,115",18,"1,133",0,"1,133",359,"1,492",75.94
　　,安穗里,"1,467",6,355,93,469,923,19,942,0,942,237,"1,179",79.90
　　,安穗里,"1,468",10,461,122,459,"1,052",17,"1,069",0,"1,069",335,"1,404",76.14
　　,安穗里,"1,469",8,387,89,441,925,16,941,0,941,307,"1,248",75.40
　　,瑞穗里,"1,470",9,320,82,362,773,17,790,0,790,221,"1,011",78.14
　　,瑞穗里,"1,471",9,418,98,245,770,21,791,0,791,205,996,79.42
　　,明穗里,"1,472",21,583,139,661,"1,404",37,"1,441",0,"1,441",330,"1,771",81.37
　　,明穗里,"1,473",27,694,197,736,"1,654",30,"1,684",0,"1,684",489,"2,173",77.50
　　,清穗里,"1,474",11,462,88,451,"1,012",28,"1,040",0,"1,040",328,"1,368",76.02
　　,清穗里,"1,475",6,460,122,472,"1,060",25,"1,085",0,"1,085",309,"1,394",77.83
　　,自強里,"1,476",10,407,81,456,954,23,977,0,977,347,"1,324",73.79
　　,自強里,"1,477",15,480,107,628,"1,230",24,"1,254",0,"1,254",320,"1,574",79.67
　　,自強里,"1,478",11,463,102,467,"1,043",20,"1,063",0,"1,063",331,"1,394",76.26
　　,德穗里,"1,479",9,431,86,399,925,10,935,0,935,262,"1,197",78.11
　　,德穗里,"1,480",8,391,96,405,900,14,914,0,914,268,"1,182",77.33
　　,德穗里,"1,481",10,514,125,436,"1,085",24,"1,109",0,"1,109",288,"1,397",79.38
　　,民生里,"1,482",16,658,130,597,"1,401",32,"1,433",0,"1,433",411,"1,844",77.71
　　,民生里,"1,483",13,694,134,596,"1,437",32,"1,469",0,"1,469",396,"1,865",78.77
　　,國光里,"1,484",17,505,119,530,"1,171",30,"1,201",0,"1,201",334,"1,535",78.24
　　,國光里,"1,485",17,618,151,579,"1,365",29,"1,394",0,"1,394",365,"1,759",79.25
　　,壽德里,"1,486",4,395,68,306,773,12,785,0,785,202,987,79.53
　　,壽德里,"1,487",10,654,86,260,"1,010",32,"1,042",0,"1,042",243,"1,285",81.09
　　,壽德里,"1,488",11,816,114,225,"1,166",35,"1,201",0,"1,201",299,"1,500",80.07
　　,明德里,"1,489",9,325,77,332,743,17,760,0,760,235,995,76.38
　　,明德里,"1,490",7,393,75,406,881,14,895,0,895,267,"1,162",77.02
　　,明德里,"1,491",9,420,95,356,880,13,893,0,893,294,"1,187",75.23
　　,錦中里,"1,492",10,403,127,407,947,14,961,0,961,265,"1,226",78.38
　　,錦中里,"1,493",12,349,92,375,828,16,844,0,844,236,"1,080",78.15
　　,錦中里,"1,494",12,353,106,422,893,15,908,1,909,257,"1,166",77.87
　　,錦盛里,"1,495",9,503,151,569,"1,232",24,"1,256",0,"1,256",377,"1,633",76.91
　　,錦盛里,"1,496",17,578,136,529,"1,260",20,"1,280",0,"1,280",389,"1,669",76.69
　　,民有里,"1,497",6,503,100,420,"1,029",23,"1,052",0,"1,052",318,"1,370",76.79
　　,民有里,"1,498",12,397,104,464,977,21,998,0,998,265,"1,263",79.02
　　,員富里,"1,499",19,443,99,408,969,18,987,0,987,286,"1,273",77.53
　　,員富里,"1,500",17,398,101,588,"1,104",22,"1,126",0,"1,126",395,"1,521",74.03
　　,嘉慶里,"1,501",6,370,89,440,905,13,918,0,918,288,"1,206",76.12
　　,嘉慶里,"1,502",5,367,127,425,924,16,940,0,940,309,"1,249",75.26
　　,嘉慶里,"1,503",10,386,84,385,865,21,886,0,886,276,"1,162",76.25
　　,冠穗里,"1,504",15,486,135,608,"1,244",33,"1,277",0,"1,277",353,"1,630",78.34
　　,冠穗里,"1,505",8,493,121,491,"1,113",20,"1,133",0,"1,133",270,"1,403",80.76
　　,國華里,"1,506",7,336,98,420,861,15,876,0,876,260,"1,136",77.11
　　,國華里,"1,507",22,594,119,546,"1,281",19,"1,300",0,"1,300",386,"1,686",77.11
