第8屆區域立法委員選舉臺南市第5選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,安康里,"1,075",15,491,364,870,15,885,0,885,320,"1,205",73.44
　　,安康里,"1,076",18,460,608,"1,086",11,"1,097",0,"1,097",573,"1,670",65.69
　　,蔦松里,"1,077",11,358,314,683,9,692,0,692,217,909,76.13
　　,蔦松里,"1,078",11,270,261,542,5,547,0,547,155,702,77.92
　　,三民里,"1,079",14,330,337,681,11,692,0,692,168,860,80.47
　　,三民里,"1,080",8,201,146,355,10,365,0,365,93,458,79.69
　　,行里,"1,081",21,598,453,"1,072",23,"1,095",0,"1,095",368,"1,463",74.85
　　,行里,"1,082",12,501,432,945,20,965,0,965,294,"1,259",76.65
　　,行里,"1,083",9,460,352,821,16,837,0,837,342,"1,179",70.99
　　,行里,"1,084",11,412,376,799,12,811,0,811,324,"1,135",71.45
　　,行里,"1,085",11,430,292,733,8,741,0,741,240,981,75.54
　　,行里,"1,086",16,584,448,"1,048",13,"1,061",1,"1,062",337,"1,399",75.84
　　,洲里,"1,087",17,494,396,907,14,921,0,921,268,"1,189",77.46
　　,洲里,"1,088",13,496,426,935,8,943,0,943,299,"1,242",75.93
　　,洲里,"1,089",11,445,365,821,15,836,0,836,288,"1,124",74.38
　　,洲里,"1,090",13,646,438,"1,097",16,"1,113",0,"1,113",330,"1,443",77.13
　　,甲頂里,"1,091",5,265,301,571,7,578,0,578,179,757,76.35
　　,甲頂里,"1,092",12,479,275,766,13,779,0,779,204,983,79.25
　　,甲頂里,"1,093",4,194,180,378,14,392,0,392,104,496,79.03
　　,尚頂里,"1,094",9,574,371,954,12,966,0,966,208,"1,174",82.28
　　,尚頂里,"1,095",9,504,373,886,6,892,0,892,241,"1,133",78.73
　　,尚頂里,"1,096",24,457,427,908,17,925,0,925,330,"1,255",73.71
　　,龍潭里,"1,097",11,488,333,832,14,846,0,846,280,"1,126",75.13
　　,龍潭里,"1,098",15,500,304,819,13,832,0,832,278,"1,110",74.95
　　,龍潭里,"1,099",13,556,385,954,17,971,1,972,319,"1,291",75.21
　　,龍潭里,"1,100",15,538,395,948,6,954,0,954,291,"1,245",76.63
　　,龍潭里,"1,101",7,552,444,"1,003",11,"1,014",0,"1,014",385,"1,399",72.48
　　,龍潭里,"1,102",15,418,446,879,14,893,0,893,382,"1,275",70.04
　　,龍潭里,"1,103",12,449,411,872,14,886,0,886,326,"1,212",73.10
　　,王行里,"1,104",15,715,397,"1,127",16,"1,143",0,"1,143",359,"1,502",76.10
　　,王行里,"1,105",7,271,198,476,7,483,0,483,152,635,76.06
　　,烏竹里,"1,106",17,479,314,810,13,823,0,823,250,"1,073",76.70
　　,烏竹里,"1,107",15,439,364,818,15,833,0,833,272,"1,105",75.38
　　,西勢里,"1,108",13,561,404,978,11,989,0,989,290,"1,279",77.33
　　,西勢里,"1,109",11,623,386,"1,020",21,"1,041",0,"1,041",362,"1,403",74.20
　　,西勢里,"1,110",15,600,450,"1,065",19,"1,084",1,"1,085",359,"1,444",75.07
　　,西勢里,"1,111",18,549,466,"1,033",10,"1,043",0,"1,043",336,"1,379",75.63
　　,新樹里,"1,112",9,266,141,416,1,417,0,417,142,559,74.60
　　,新樹里,"1,113",7,387,189,583,6,589,0,589,184,773,76.20
　　,大灣里,"1,114",14,571,280,865,13,878,0,878,257,"1,135",77.36
　　,大灣里,"1,115",6,446,297,749,7,756,0,756,232,988,76.52
　　,大灣里,"1,116",17,529,358,904,14,918,0,918,252,"1,170",78.46
　　,東灣里,"1,117",8,497,249,754,10,764,0,764,211,975,78.36
　　,東灣里,"1,118",13,550,323,886,14,900,0,900,316,"1,216",74.01
　　,東灣里,"1,119",10,464,404,878,10,888,0,888,325,"1,213",73.21
　　,西灣里,"1,120",12,583,303,898,10,908,0,908,319,"1,227",74.00
　　,西灣里,"1,121",14,631,463,"1,108",11,"1,119",0,"1,119",352,"1,471",76.07
　　,西灣里,"1,122",8,520,367,895,16,911,0,911,228,"1,139",79.98
　　,西灣里,"1,123",10,491,378,879,7,886,0,886,253,"1,139",77.79
　　,西灣里,"1,124",26,598,538,"1,162",14,"1,176",0,"1,176",340,"1,516",77.57
　　,南灣里,"1,125",16,609,421,"1,046",18,"1,064",0,"1,064",342,"1,406",75.68
　　,南灣里,"1,126",12,580,274,866,13,879,0,879,256,"1,135",77.44
　　,南灣里,"1,127",14,556,259,829,9,838,0,838,252,"1,090",76.88
　　,崑山里,"1,128",7,468,370,845,12,857,0,857,278,"1,135",75.51
　　,崑山里,"1,129",8,550,303,861,16,877,1,878,270,"1,148",76.39
　　,崑山里,"1,130",6,531,369,906,12,918,0,918,239,"1,157",79.34
　　,崑山里,"1,131",9,501,351,861,13,874,0,874,285,"1,159",75.41
　　,崑山里,"1,132",15,460,300,775,7,782,0,782,261,"1,043",74.98
　　,北灣里,"1,133",13,509,336,858,12,870,0,870,278,"1,148",75.78
　　,北灣里,"1,134",13,446,311,770,11,781,0,781,234,"1,015",76.95
　　,北灣里,"1,135",13,670,461,"1,144",12,"1,156",0,"1,156",312,"1,468",78.75
　　,北灣里,"1,136",17,489,341,847,12,859,0,859,273,"1,132",75.88
　　,北灣里,"1,137",17,503,280,800,6,806,0,806,231,"1,037",77.72
　　,北灣里,"1,138",17,571,507,"1,095",18,"1,113",1,"1,114",388,"1,502",74.10
　　,復興里,"1,139",11,126,409,546,16,562,0,562,221,783,71.78
　　,復興里,"1,140",9,227,544,780,24,804,0,804,258,"1,062",75.71
　　,光復里,"1,141",3,77,273,353,8,361,0,361,168,529,68.24
　　,建國里,"1,142",11,87,665,763,10,773,0,773,244,"1,017",76.01
　　,建國里,"1,143",5,195,485,685,4,689,0,689,246,935,73.69
　　,復國里,"1,144",11,355,493,859,17,876,0,876,233,"1,109",78.99
　　,復國里,"1,145",9,340,475,824,9,833,0,833,259,"1,092",76.28
　　,復國里,"1,146",8,292,381,681,11,692,0,692,254,946,73.15
　　,復國里,"1,147",13,328,484,825,23,848,0,848,347,"1,195",70.96
　　,復國里,"1,148",9,405,571,985,15,"1,000",0,"1,000",411,"1,411",70.87
　　,復國里,"1,149",19,310,507,836,9,845,0,845,275,"1,120",75.45
　　,復華里,"1,150",11,387,488,886,9,895,0,895,352,"1,247",71.77
　　,復華里,"1,151",7,375,447,829,7,836,0,836,312,"1,148",72.82
　　,復華里,"1,152",8,343,418,769,8,777,0,777,286,"1,063",73.10
　　,復華里,"1,153",15,365,438,818,12,830,0,830,287,"1,117",74.31
　　,復華里,"1,154",18,387,465,870,8,878,0,878,264,"1,142",76.88
　　,復華里,"1,155",13,399,476,888,14,902,0,902,305,"1,207",74.73
　　,復華里,"1,156",10,336,411,757,12,769,0,769,251,"1,020",75.39
　　,神洲里,"1,157",6,116,531,653,10,663,0,663,218,881,75.26
　　,神洲里,"1,158",8,180,357,545,4,549,0,549,228,777,70.66
　　,成功里,"1,159",7,83,631,721,14,735,0,735,194,929,79.12
　　,成功里,"1,160",14,273,426,713,7,720,0,720,286,"1,006",71.57
　　,中華里,"1,161",20,374,492,886,10,896,0,896,229,"1,125",79.64
　　,中華里,"1,162",14,438,525,977,13,990,0,990,307,"1,297",76.33
　　,中興里,"1,163",11,507,595,"1,113",17,"1,130",0,"1,130",392,"1,522",74.24
　　,中興里,"1,164",15,474,662,"1,151",19,"1,170",0,"1,170",323,"1,493",78.37
　　,勝利里,"1,165",18,428,543,989,18,"1,007",0,"1,007",455,"1,462",68.88
　　,勝利里,"1,166",15,386,416,817,7,824,0,824,385,"1,209",68.16
　　,勝利里,"1,167",14,459,409,882,14,896,0,896,230,"1,126",79.57
　　,勝利里,"1,168",12,423,424,859,11,870,0,870,276,"1,146",75.92
　　,勝利里,"1,169",17,393,468,878,15,893,0,893,312,"1,205",74.11
　仁德區,,,661,"21,975","20,438","43,074",669,"43,743",4,"43,747","12,864","56,611",77.27
　　,太子里,"1,170",15,618,376,"1,009",20,"1,029",0,"1,029",279,"1,308",78.67
　　,太子里,"1,171",7,483,422,912,12,924,0,924,264,"1,188",77.78
　　,太子里,"1,172",18,546,335,899,18,917,0,917,276,"1,193",76.87
　　,太子里,"1,173",17,489,359,865,15,880,0,880,240,"1,120",78.57
　　,土庫里,"1,174",10,624,297,931,11,942,0,942,197,"1,139",82.70
　　,土庫里,"1,175",21,627,304,952,15,967,0,967,285,"1,252",77.24
　　,一甲里,"1,176",10,459,409,878,13,891,0,891,273,"1,164",76.55
　　,一甲里,"1,177",17,541,453,"1,011",16,"1,027",0,"1,027",289,"1,316",78.04
　　,仁德里,"1,178",9,442,404,855,16,871,0,871,263,"1,134",76.81
　　,仁德里,"1,179",12,478,428,918,15,933,0,933,344,"1,277",73.06
　　,仁德里,"1,180",8,276,300,584,8,592,0,592,268,860,68.84
　　,仁德里,"1,181",22,531,534,"1,087",14,"1,101",0,"1,101",331,"1,432",76.89
　　,仁德里,"1,182",16,395,401,812,16,828,0,828,259,"1,087",76.17
　　,仁義里,"1,183",11,431,455,897,17,914,0,914,247,"1,161",78.73
　　,仁義里,"1,184",14,593,563,"1,170",15,"1,185",0,"1,185",308,"1,493",79.37
　　,仁義里,"1,185",12,469,513,994,17,"1,011",0,"1,011",236,"1,247",81.07
　　,仁義里,"1,186",4,357,345,706,14,720,0,720,251,971,74.15
　　,仁義里,"1,187",18,523,570,"1,111",9,"1,120",0,"1,120",376,"1,496",74.87
　　,仁義里,"1,188",17,419,339,775,13,788,0,788,210,998,78.96
　　,仁義里,"1,189",12,384,295,691,11,702,0,702,247,949,73.97
　　,新田里,"1,190",5,444,305,754,8,762,0,762,194,956,79.71
　　,新田里,"1,191",10,401,307,718,12,730,0,730,180,910,80.22
　　,新田里,"1,192",16,394,357,767,16,783,0,783,247,"1,030",76.02
　　,後壁里,"1,193",13,466,335,814,11,825,0,825,216,"1,041",79.25
　　,後壁里,"1,194",20,638,449,"1,107",19,"1,126",0,"1,126",306,"1,432",78.63
　　,後壁里,"1,195",16,575,448,"1,039",15,"1,054",0,"1,054",325,"1,379",76.43
　　,後壁里,"1,196",14,455,343,812,10,822,0,822,265,"1,087",75.62
　　,後壁里,"1,197",15,555,462,"1,032",14,"1,046",2,"1,048",411,"1,459",71.69
　　,後壁里,"1,198",15,512,470,997,9,"1,006",0,"1,006",297,"1,303",77.21
　　,上崙里,"1,199",11,535,374,920,13,933,0,933,314,"1,247",74.82
　　,上崙里,"1,200",11,545,466,"1,022",6,"1,028",0,"1,028",277,"1,305",78.77
　　,上崙里,"1,201",9,517,370,896,18,914,0,914,262,"1,176",77.72
　　,上崙里,"1,202",12,294,275,581,11,592,0,592,215,807,73.36
　　,田厝里,"1,203",16,534,551,"1,101",13,"1,114",0,"1,114",259,"1,373",81.14
　　,三甲里,"1,204",6,310,278,594,9,603,0,603,125,728,82.83
　　,保安里,"1,205",12,435,408,855,12,867,0,867,318,"1,185",73.16
　　,保安里,"1,206",16,508,496,"1,020",9,"1,029",0,"1,029",263,"1,292",79.64
　　,成功里,"1,207",15,418,568,"1,001",11,"1,012",0,"1,012",330,"1,342",75.41
　　,成功里,"1,208",14,448,567,"1,029",12,"1,041",0,"1,041",284,"1,325",78.57
　　,成功里,"1,209",13,288,590,891,24,915,2,917,270,"1,187",77.09
　　,成功里,"1,210",8,119,140,267,4,271,0,271,86,357,75.91
　　,仁和里,"1,211",3,15,169,187,5,192,0,192,49,241,79.67
　　,仁愛里,"1,212",6,60,576,642,12,654,0,654,211,865,75.61
　　,仁愛里,"1,213",9,296,534,839,15,854,0,854,251,"1,105",77.29
　　,二行里,"1,214",11,349,453,813,16,829,0,829,270,"1,099",75.43
　　,二行里,"1,215",14,324,349,687,16,703,0,703,216,919,76.50
　　,大甲里,"1,216",10,285,355,650,18,668,0,668,171,839,79.62
　　,大甲里,"1,217",23,414,487,924,11,935,0,935,273,"1,208",77.40
　　,中洲里,"1,218",32,615,368,"1,015",13,"1,028",0,"1,028",256,"1,284",80.06
　　,中生里,"1,219",16,541,486,"1,043",22,"1,065",0,"1,065",280,"1,345",79.18
　歸仁區,,,559,"20,913","16,948","38,420",587,"39,007",0,"39,007","12,100","51,107",76.32
　　,南保里,"1,220",15,607,584,"1,206",15,"1,221",0,"1,221",379,"1,600",76.31
　　,南保里,"1,221",16,700,613,"1,329",18,"1,347",0,"1,347",421,"1,768",76.19
　　,南保里,"1,222",4,403,294,701,9,710,0,710,190,900,78.89
　　,南保里,"1,223",14,424,385,823,15,838,0,838,255,"1,093",76.67
　　,南興里,"1,224",10,491,437,938,12,950,0,950,292,"1,242",76.49
　　,南興里,"1,225",12,448,380,840,6,846,0,846,257,"1,103",76.70
　　,南興里,"1,226",20,438,490,948,13,961,0,961,250,"1,211",79.36
　　,六甲里,"1,227",12,491,322,825,16,841,0,841,423,"1,264",66.53
　　,六甲里,"1,228",12,446,310,768,22,790,0,790,289,"1,079",73.22
　　,六甲里,"1,229",16,507,299,822,13,835,0,835,252,"1,087",76.82
　　,歸南里,"1,230",11,450,358,819,14,833,0,833,254,"1,087",76.63
　　,歸南里,"1,231",9,467,332,808,8,816,0,816,277,"1,093",74.66
　　,後市里,"1,232",24,505,437,966,22,988,0,988,284,"1,272",77.67
　　,後市里,"1,233",9,317,337,663,20,683,0,683,204,887,77.00
　　,後市里,"1,234",11,393,346,750,12,762,0,762,260,"1,022",74.56
　　,文化里,"1,235",18,545,464,"1,027",11,"1,038",0,"1,038",322,"1,360",76.32
　　,文化里,"1,236",7,519,512,"1,038",12,"1,050",0,"1,050",307,"1,357",77.38
　　,辜厝里,"1,237",8,337,314,659,12,671,0,671,232,903,74.31
　　,辜厝里,"1,238",10,371,354,735,8,743,0,743,225,968,76.76
　　,辜厝里,"1,239",14,458,357,829,11,840,0,840,247,"1,087",77.28
　　,新厝里,"1,240",8,408,340,756,13,769,0,769,250,"1,019",75.47
　　,新厝里,"1,241",10,557,388,955,14,969,0,969,271,"1,240",78.15
　　,許厝里,"1,242",12,404,365,781,11,792,0,792,247,"1,039",76.23
　　,許厝里,"1,243",10,428,375,813,9,822,0,822,283,"1,105",74.39
　　,許厝里,"1,244",17,375,294,686,16,702,0,702,177,879,79.86
　　,看西里,"1,245",23,763,514,"1,300",23,"1,323",0,"1,323",391,"1,714",77.19
　　,看東里,"1,246",16,610,515,"1,141",16,"1,157",0,"1,157",319,"1,476",78.39
　　,崙頂里,"1,247",14,550,387,951,18,969,0,969,273,"1,242",78.02
　　,崙頂里,"1,248",14,508,424,946,13,959,0,959,242,"1,201",79.85
　　,沙崙里,"1,249",4,244,230,478,6,484,0,484,170,654,74.01
　　,大潭里,"1,250",10,317,242,569,6,575,0,575,157,732,78.55
　　,大潭里,"1,251",11,443,302,756,16,772,0,772,183,955,80.84
　　,武東里,"1,252",16,479,489,984,21,"1,005",0,"1,005",635,"1,640",61.28
　　,歸仁里,"1,253",10,430,458,898,11,909,0,909,251,"1,160",78.36
　　,歸仁里,"1,254",16,322,359,697,12,709,0,709,228,937,75.67
　　,八甲里,"1,255",9,531,366,906,11,917,0,917,295,"1,212",75.66
　　,八甲里,"1,256",14,440,341,795,14,809,0,809,274,"1,083",74.70
　　,七甲里,"1,257",10,543,419,972,12,984,0,984,241,"1,225",80.33
　　,七甲里,"1,258",14,578,401,993,14,"1,007",0,"1,007",275,"1,282",78.55
　　,媽廟里,"1,259",8,512,279,799,11,810,0,810,266,"1,076",75.28
　　,媽廟里,"1,260",13,377,306,696,13,709,0,709,210,919,77.15
　　,西埔里,"1,261",10,372,288,670,9,679,0,679,179,858,79.14
　　,西埔里,"1,262",14,304,204,522,5,527,0,527,122,649,81.20
　　,大廟里,"1,263",12,560,426,998,14,"1,012",0,"1,012",288,"1,300",77.85
　　,大廟里,"1,264",12,541,311,864,10,874,0,874,253,"1,127",77.55
　關廟區,,,346,"11,642","10,235","22,223",357,"22,580",0,"22,580","6,389","28,969",77.95
　　,關廟里,"1,265",7,367,282,656,10,666,0,666,211,877,75.94
　　,關廟里,"1,266",11,429,444,884,9,893,0,893,197,"1,090",81.93
　　,山西里,"1,267",8,356,321,685,11,696,0,696,196,892,78.03
　　,山西里,"1,268",11,416,374,801,18,819,0,819,240,"1,059",77.34
　　,香洋里,"1,269",8,437,343,788,9,797,0,797,184,981,81.24
　　,香洋里,"1,270",14,417,398,829,15,844,0,844,202,"1,046",80.69
　　,香洋里,"1,271",20,500,460,980,13,993,0,993,262,"1,255",79.12
　　,北勢里,"1,272",15,460,374,849,18,867,0,867,283,"1,150",75.39
　　,北勢里,"1,273",17,491,439,947,13,960,0,960,293,"1,253",76.62
　　,新埔里,"1,274",17,362,347,726,16,742,0,742,225,967,76.73
　　,新光里,"1,275",8,326,224,558,10,568,0,568,197,765,74.25
　　,五甲里,"1,276",12,519,613,"1,144",13,"1,157",0,"1,157",326,"1,483",78.02
　　,五甲里,"1,277",13,536,531,"1,080",15,"1,095",0,"1,095",301,"1,396",78.44
　　,東勢里,"1,278",12,447,343,802,12,814,0,814,239,"1,053",77.30
　　,東勢里,"1,279",7,332,385,724,14,738,0,738,234,972,75.93
　　,東勢里,"1,280",13,394,360,767,11,778,0,778,218,996,78.11
　　,松腳里,"1,281",6,359,250,615,10,625,0,625,184,809,77.26
　　,松腳里,"1,282",13,432,339,784,9,793,0,793,215,"1,008",78.67
　　,南花里,"1,283",8,315,260,583,8,591,0,591,165,756,78.17
　　,南花里,"1,284",4,302,238,544,9,553,0,553,141,694,79.68
　　,北花里,"1,285",18,396,316,730,18,748,0,748,207,955,78.32
　　,北花里,"1,286",8,434,367,809,21,830,0,830,263,"1,093",75.94
　　,深坑里,"1,287",13,281,280,574,5,579,0,579,151,730,79.32
　　,深坑里,"1,288",8,316,301,625,10,635,0,635,189,824,77.06
　　,布袋里,"1,289",9,342,315,666,10,676,0,676,197,873,77.43
　　,布袋里,"1,290",8,164,113,285,6,291,0,291,75,366,79.51
　　,田中里,"1,291",15,334,240,589,9,598,0,598,159,757,79.00
　　,龜洞里,"1,292",14,312,316,642,6,648,0,648,158,806,80.40
　　,埤頭里,"1,293",9,321,241,571,14,585,0,585,195,780,75.00
　　,埤頭里,"1,294",9,361,266,636,9,645,0,645,185,830,77.71
　　,下湖里,"1,295",11,184,155,350,6,356,0,356,97,453,78.59
　龍崎區,,,52,"1,346","1,451","2,849",49,"2,898",0,"2,898",924,"3,822",75.82
　　,崎頂里,"1,296",18,481,373,872,10,882,0,882,278,"1,160",76.03
　　,土崎里,"1,297",7,239,229,475,15,490,0,490,181,671,73.03
　　,中坑里,"1,298",1,57,66,124,1,125,0,125,59,184,67.93
　　,楠坑里,"1,299",6,106,154,266,4,270,0,270,73,343,78.72
　　,牛埔里,"1,300",4,118,117,239,4,243,0,243,69,312,77.88
　　,大坪里,"1,301",4,100,141,245,5,250,0,250,65,315,79.37
　　,龍船里,"1,302",6,120,209,335,3,338,0,338,84,422,80.09
　　,石里,"1,303",6,125,162,293,7,300,0,300,115,415,72.29
