第8屆區域立法委員選舉新北市第4選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,福基里,627,13,291,269,6,579,7,586,0,586,201,787,74.46
　　,福興里,628,20,534,592,10,"1,156",14,"1,170",1,"1,171",300,"1,471",79.54
　　,福興里,629,21,519,511,15,"1,066",16,"1,082",0,"1,082",281,"1,363",79.38
　　,福興里,630,16,476,591,7,"1,090",12,"1,102",0,"1,102",337,"1,439",76.58
　　,昌平里,631,10,539,695,7,"1,251",27,"1,278",0,"1,278",408,"1,686",75.80
　　,昌平里,632,10,461,774,2,"1,247",9,"1,256",0,"1,256",366,"1,622",77.44
　　,和平里,633,15,498,439,14,966,20,986,0,986,321,"1,307",75.44
　　,和平里,634,10,570,456,5,"1,041",22,"1,063",0,"1,063",319,"1,382",76.92
　　,和平里,635,11,552,513,8,"1,084",15,"1,099",0,"1,099",315,"1,414",77.72
　　,幸福里,636,15,454,420,11,900,6,906,0,906,319,"1,225",73.96
　　,幸福里,637,18,446,425,12,901,12,913,0,913,332,"1,245",73.33
　　,幸福里,638,15,536,409,9,969,14,983,0,983,328,"1,311",74.98
　　,昌隆里,639,6,483,711,4,"1,204",21,"1,225",0,"1,225",333,"1,558",78.63
　　,昌隆里,640,21,591,701,8,"1,321",24,"1,345",0,"1,345",386,"1,731",77.70
　　,信義里,641,11,544,566,7,"1,128",25,"1,153",0,"1,153",352,"1,505",76.61
　　,信義里,642,18,546,591,4,"1,159",14,"1,173",0,"1,173",364,"1,537",76.32
　　,信義里,643,14,526,559,12,"1,111",19,"1,130",0,"1,130",372,"1,502",75.23
　　,昌信里,644,11,482,603,6,"1,102",10,"1,112",0,"1,112",258,"1,370",81.17
　　,昌信里,645,7,446,615,5,"1,073",22,"1,095",0,"1,095",268,"1,363",80.34
　　,昌明里,646,14,592,503,7,"1,116",19,"1,135",0,"1,135",334,"1,469",77.26
　　,昌明里,647,8,518,661,13,"1,200",16,"1,216",0,"1,216",304,"1,520",80.00
　　,仁義里,648,32,631,496,11,"1,170",20,"1,190",0,"1,190",370,"1,560",76.28
　　,仁義里,649,21,566,518,15,"1,120",11,"1,131",0,"1,131",350,"1,481",76.37
　　,仁愛里,650,13,420,395,11,839,15,854,0,854,279,"1,133",75.38
　　,仁愛里,651,19,457,469,2,947,12,959,0,959,262,"1,221",78.54
　　,自信里,652,14,360,393,1,768,17,785,0,785,260,"1,045",75.12
　　,自信里,653,11,431,383,6,831,8,839,0,839,260,"1,099",76.34
　　,自立里,654,10,559,528,15,"1,112",31,"1,143",0,"1,143",294,"1,437",79.54
　　,自立里,655,20,565,490,4,"1,079",14,"1,093",0,"1,093",354,"1,447",75.54
　　,自立里,656,18,500,496,11,"1,025",20,"1,045",0,"1,045",349,"1,394",74.96
　　,自強里,657,17,459,406,5,887,23,910,0,910,305,"1,215",74.90
　　,自強里,658,17,431,341,7,796,16,812,0,812,332,"1,144",70.98
　　,思源里,659,19,578,528,15,"1,140",12,"1,152",0,"1,152",345,"1,497",76.95
　　,思源里,660,10,594,556,11,"1,171",23,"1,194",0,"1,194",375,"1,569",76.10
　　,思源里,661,15,596,454,17,"1,082",11,"1,093",0,"1,093",321,"1,414",77.30
　　,思賢里,662,14,580,669,16,"1,279",23,"1,302",0,"1,302",346,"1,648",79.00
　　,思賢里,663,20,705,663,8,"1,396",28,"1,424",0,"1,424",356,"1,780",80.00
　　,中華里,664,9,343,411,6,769,13,782,0,782,197,979,79.88
　　,中華里,665,13,385,487,6,891,10,901,0,901,276,"1,177",76.55
　　,中美里,666,12,574,682,8,"1,276",11,"1,287",0,"1,287",358,"1,645",78.24
　　,中美里,667,23,613,589,16,"1,241",10,"1,251",0,"1,251",351,"1,602",78.09
　　,中美里,668,20,575,566,10,"1,171",16,"1,187",1,"1,188",368,"1,556",76.29
　　,恆安里,669,14,416,553,6,989,13,"1,002",0,"1,002",271,"1,273",78.71
　　,恆安里,670,11,423,456,8,898,19,917,0,917,281,"1,198",76.54
　　,恆安里,671,11,354,502,6,873,21,894,0,894,224,"1,118",79.96
　　,立人里,672,12,206,543,7,768,16,784,0,784,164,948,82.70
　　,立人里,673,8,267,408,8,691,12,703,0,703,199,902,77.94
　　,立德里,674,6,364,468,3,841,13,854,0,854,233,"1,087",78.56
　　,立德里,675,5,407,435,12,859,13,872,0,872,207,"1,079",80.82
　　,中和里,676,17,481,505,4,"1,007",14,"1,021",1,"1,022",295,"1,317",77.52
　　,中和里,677,25,524,479,9,"1,037",20,"1,057",0,"1,057",285,"1,342",78.76
　　,中和里,678,13,537,473,9,"1,032",15,"1,047",0,"1,047",273,"1,320",79.32
　　,中泰里,679,11,545,398,8,962,16,978,0,978,306,"1,284",76.17
　　,中泰里,680,20,490,430,7,947,18,965,0,965,280,"1,245",77.51
　　,中泰里,681,13,505,490,12,"1,020",16,"1,036",0,"1,036",311,"1,347",76.91
　　,中宏里,682,10,520,585,8,"1,123",16,"1,139",0,"1,139",316,"1,455",78.28
　　,中宏里,683,11,553,621,9,"1,194",14,"1,208",0,"1,208",333,"1,541",78.39
　　,中全里,684,15,596,518,4,"1,133",20,"1,153",0,"1,153",374,"1,527",75.51
　　,中全里,685,21,606,501,4,"1,132",25,"1,157",0,"1,157",374,"1,531",75.57
　　,立志里,686,15,672,585,11,"1,283",20,"1,303",0,"1,303",363,"1,666",78.21
　　,立志里,687,13,635,595,13,"1,256",19,"1,275",0,"1,275",329,"1,604",79.49
　　,立廷里,688,8,473,518,7,"1,006",15,"1,021",0,"1,021",281,"1,302",78.42
　　,立廷里,689,11,474,485,7,977,17,994,0,994,244,"1,238",80.29
　　,立廷里,690,10,483,806,9,"1,308",18,"1,326",0,"1,326",389,"1,715",77.32
　　,立廷里,691,12,480,792,6,"1,290",15,"1,305",0,"1,305",353,"1,658",78.71
　　,立廷里,692,13,569,797,10,"1,389",29,"1,418",0,"1,418",462,"1,880",75.43
　　,立基里,693,13,603,725,16,"1,357",20,"1,377",0,"1,377",361,"1,738",79.23
　　,立基里,694,12,627,718,11,"1,368",22,"1,390",0,"1,390",367,"1,757",79.11
　　,立基里,695,11,528,648,5,"1,192",23,"1,215",0,"1,215",335,"1,550",78.39
　　,中誠里,696,5,377,340,9,731,6,737,0,737,258,995,74.07
　　,中誠里,697,7,338,323,6,674,12,686,0,686,226,912,75.22
　　,中港里,698,18,621,638,9,"1,286",22,"1,308",0,"1,308",407,"1,715",76.27
　　,中港里,699,12,621,743,11,"1,387",9,"1,396",0,"1,396",385,"1,781",78.38
　　,中港里,700,13,497,756,8,"1,274",16,"1,290",0,"1,290",355,"1,645",78.42
　　,中信里,701,9,489,546,8,"1,052",16,"1,068",0,"1,068",331,"1,399",76.34
　　,中信里,702,10,554,514,5,"1,083",16,"1,099",0,"1,099",311,"1,410",77.94
　　,中信里,703,9,494,539,4,"1,046",14,"1,060",0,"1,060",294,"1,354",78.29
　　,中信里,704,5,426,558,4,993,18,"1,011",0,"1,011",269,"1,280",78.98
　　,中信里,705,12,447,528,7,994,26,"1,020",0,"1,020",301,"1,321",77.21
　　,中平里,706,13,459,708,7,"1,187",17,"1,204",0,"1,204",292,"1,496",80.48
　　,中平里,707,7,494,689,15,"1,205",19,"1,224",0,"1,224",356,"1,580",77.47
　　,中平里,708,15,505,733,8,"1,261",18,"1,279",0,"1,279",374,"1,653",77.37
　　,中平里,709,12,497,588,5,"1,102",14,"1,116",0,"1,116",369,"1,485",75.15
　　,中原里,710,23,559,563,13,"1,158",16,"1,174",0,"1,174",379,"1,553",75.60
　　,中原里,711,13,506,693,11,"1,223",7,"1,230",1,"1,231",333,"1,564",78.64
　　,中原里,712,13,509,556,7,"1,085",12,"1,097",0,"1,097",304,"1,401",78.30
　　,中原里,713,11,492,514,10,"1,027",16,"1,043",0,"1,043",320,"1,363",76.52
　　,中原里,714,10,420,573,4,"1,007",14,"1,021",0,"1,021",274,"1,295",78.84
　　,中隆里,715,18,619,764,14,"1,415",34,"1,449",0,"1,449",413,"1,862",77.82
　　,中隆里,716,17,518,547,7,"1,089",15,"1,104",0,"1,104",393,"1,497",73.75
　　,立功里,717,18,501,576,10,"1,105",17,"1,122",0,"1,122",368,"1,490",75.30
　　,立功里,718,9,641,554,8,"1,212",31,"1,243",0,"1,243",351,"1,594",77.98
　　,立泰里,719,11,503,526,6,"1,046",25,"1,071",0,"1,071",325,"1,396",76.72
　　,立泰里,720,6,404,493,5,908,10,918,0,918,230,"1,148",79.97
　　,立泰里,721,16,509,529,7,"1,061",17,"1,078",0,"1,078",309,"1,387",77.72
　　,立言里,722,12,523,517,11,"1,063",16,"1,079",0,"1,079",271,"1,350",79.93
　　,立言里,723,11,455,597,8,"1,071",13,"1,084",0,"1,084",289,"1,373",78.95
　　,立言里,724,20,547,621,17,"1,205",17,"1,222",0,"1,222",356,"1,578",77.44
　　,豐年里,725,29,582,649,8,"1,268",24,"1,292",0,"1,292",407,"1,699",76.04
　　,豐年里,726,18,554,521,18,"1,111",14,"1,125",0,"1,125",356,"1,481",75.96
　　,國泰里,727,16,433,562,7,"1,018",18,"1,036",0,"1,036",311,"1,347",76.91
　　,泰豐里,728,16,334,418,6,774,11,785,0,785,204,989,79.37
　　,泰豐里,729,9,308,441,5,763,16,779,0,779,268,"1,047",74.40
　　,瓊林里,730,21,679,606,18,"1,324",18,"1,342",0,"1,342",411,"1,753",76.55
　　,瓊林里,731,21,635,657,11,"1,324",18,"1,342",0,"1,342",426,"1,768",75.90
　　,瓊林里,732,24,542,460,11,"1,037",18,"1,055",0,"1,055",336,"1,391",75.84
　　,福營里,733,10,413,390,18,831,24,855,0,855,252,"1,107",77.24
　　,福營里,734,12,378,354,6,750,9,759,0,759,203,962,78.90
　　,營盤里,735,11,341,342,9,703,7,710,0,710,176,886,80.14
　　,營盤里,736,14,453,436,4,907,13,920,0,920,216,"1,136",80.99
　　,丹鳳里,737,26,415,544,12,997,23,"1,020",0,"1,020",318,"1,338",76.23
　　,丹鳳里,738,17,461,513,11,"1,002",14,"1,016",0,"1,016",311,"1,327",76.56
　　,丹鳳里,739,12,522,555,12,"1,101",15,"1,116",0,"1,116",337,"1,453",76.81
　　,丹鳳里,740,26,449,744,13,"1,232",19,"1,251",0,"1,251",568,"1,819",68.77
　　,合鳳里,741,19,443,491,12,965,14,979,0,979,378,"1,357",72.14
　　,合鳳里,742,14,415,431,14,874,14,888,0,888,330,"1,218",72.91
　　,合鳳里,743,20,412,488,11,931,15,946,0,946,326,"1,272",74.37
　　,祥鳳里,744,15,302,383,6,706,11,717,0,717,207,924,77.60
　　,祥鳳里,745,16,321,349,3,689,7,696,0,696,219,915,76.07
　　,雙鳳里,746,12,229,231,3,475,7,482,0,482,177,659,73.14
　　,雙鳳里,747,7,238,291,6,542,3,545,0,545,159,704,77.41
　　,雙鳳里,748,17,448,523,5,993,12,"1,005",0,"1,005",467,"1,472",68.27
　　,雙鳳里,749,16,444,640,5,"1,105",15,"1,120",0,"1,120",424,"1,544",72.54
　　,雙鳳里,750,19,526,669,7,"1,221",21,"1,242",0,"1,242",382,"1,624",76.48
　　,雙鳳里,751,16,493,499,12,"1,020",16,"1,036",0,"1,036",387,"1,423",72.80
　　,龍福里,752,21,485,704,11,"1,221",17,"1,238",1,"1,239",422,"1,661",74.53
　　,龍鳳里,753,14,512,541,11,"1,078",14,"1,092",0,"1,092",316,"1,408",77.56
　　,龍鳳里,754,16,502,455,10,983,17,"1,000",0,"1,000",372,"1,372",72.89
　　,龍鳳里,755,16,511,576,7,"1,110",13,"1,123",0,"1,123",320,"1,443",77.82
　　,龍鳳里,756,11,388,586,11,996,17,"1,013",0,"1,013",294,"1,307",77.51
　　,裕民里,757,15,541,552,9,"1,117",19,"1,136",0,"1,136",360,"1,496",75.94
　　,裕民里,758,13,532,474,15,"1,034",19,"1,053",0,"1,053",327,"1,380",76.30
　　,裕民里,759,11,500,497,12,"1,020",8,"1,028",0,"1,028",344,"1,372",74.93
　　,裕民里,760,10,478,437,12,937,18,955,0,955,327,"1,282",74.49
　　,龍安里,761,11,385,340,24,760,7,767,0,767,249,"1,016",75.49
　　,龍安里,762,11,291,415,21,738,8,746,0,746,240,986,75.66
　　,富國里,763,11,382,331,13,737,9,746,0,746,265,"1,011",73.79
　　,富國里,764,11,382,373,8,774,11,785,0,785,271,"1,056",74.34
　　,富民里,765,18,530,530,13,"1,091",20,"1,111",0,"1,111",338,"1,449",76.67
　　,富民里,766,15,500,617,13,"1,145",19,"1,164",0,"1,164",325,"1,489",78.17
　　,後德里,767,13,435,458,11,917,10,927,0,927,257,"1,184",78.29
　　,後德里,768,15,434,587,7,"1,043",10,"1,053",0,"1,053",308,"1,361",77.37
　　,萬安里,769,15,521,567,21,"1,124",17,"1,141",0,"1,141",435,"1,576",72.40
　　,萬安里,770,23,543,567,13,"1,146",21,"1,167",0,"1,167",437,"1,604",72.76
　　,建福里,771,12,367,380,8,767,15,782,0,782,253,"1,035",75.56
　　,建福里,772,8,391,487,11,897,9,906,0,906,252,"1,158",78.24
　　,後港里,773,10,537,475,12,"1,034",16,"1,050",0,"1,050",330,"1,380",76.09
　　,後港里,774,20,563,549,11,"1,143",10,"1,153",0,"1,153",325,"1,478",78.01
　　,後港里,775,15,524,577,11,"1,127",19,"1,146",0,"1,146",360,"1,506",76.10
　　,後港里,776,18,470,561,14,"1,063",18,"1,081",0,"1,081",281,"1,362",79.37
　　,四維里,777,22,422,454,12,910,11,921,0,921,372,"1,293",71.23
　　,四維里,778,17,489,372,8,886,19,905,0,905,339,"1,244",72.75
　　,四維里,779,11,480,477,8,976,21,997,0,997,357,"1,354",73.63
　　,南港里,780,21,449,502,12,984,8,992,0,992,332,"1,324",74.92
　　,南港里,781,21,542,552,12,"1,127",13,"1,140",0,"1,140",342,"1,482",76.92
　　,南港里,782,7,434,638,11,"1,090",24,"1,114",0,"1,114",407,"1,521",73.24
　　,建安里,783,13,422,414,13,862,15,877,1,878,293,"1,171",74.89
　　,建安里,784,13,408,473,7,901,13,914,0,914,385,"1,299",70.36
　　,建安里,785,9,411,412,5,837,14,851,0,851,321,"1,172",72.61
　　,建安里,786,8,477,484,10,979,14,993,0,993,330,"1,323",75.06
　　,民全里,787,20,486,541,11,"1,058",14,"1,072",0,"1,072",273,"1,345",79.70
　　,民全里,788,24,535,596,8,"1,163",20,"1,183",0,"1,183",336,"1,519",77.88
　　,八德里,789,23,446,522,10,"1,001",12,"1,013",0,"1,013",354,"1,367",74.10
　　,八德里,790,12,444,480,8,944,16,960,0,960,303,"1,263",76.01
　　,成德里,791,16,476,492,15,999,14,"1,013",0,"1,013",331,"1,344",75.37
　　,成德里,792,12,472,514,9,"1,007",18,"1,025",0,"1,025",329,"1,354",75.70
　　,成德里,793,15,392,507,9,923,18,941,0,941,312,"1,253",75.10
