第8屆區域立法委員選舉新北市第4選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
,,,"1
鄭余鎮
健保免費連線","2
林濁水
民主進步黨","3
李鴻鈞
中國國民黨","4
林麗容
正黨",,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
總　計,,,"2,831","94,126","103,165","1,852","201,974","3,096","205,070",6,"205,076","62,760","267,836",76.57
　新莊區,,,"2,831","94,126","103,165","1,852","201,974","3,096","205,070",6,"205,076","62,760","267,836",76.57
　　,海山里,600,23,562,542,9,"1,136",14,"1,150",0,"1,150",383,"1,533",75.02
　　,海山里,601,25,546,591,11,"1,173",15,"1,188",0,"1,188",304,"1,492",79.62
　　,海山里,602,16,539,605,12,"1,172",13,"1,185",0,"1,185",349,"1,534",77.25
　　,全安里,603,14,429,473,9,925,18,943,0,943,223,"1,166",80.87
　　,全安里,604,25,502,570,16,"1,113",21,"1,134",0,"1,134",308,"1,442",78.64
　　,全安里,605,11,441,426,2,880,17,897,0,897,234,"1,131",79.31
　　,全泰里,606,13,459,686,13,"1,171",20,"1,191",0,"1,191",343,"1,534",77.64
　　,全泰里,607,11,511,690,14,"1,226",19,"1,245",0,"1,245",264,"1,509",82.50
　　,全泰里,608,9,437,552,7,"1,005",12,"1,017",0,"1,017",262,"1,279",79.52
　　,忠孝里,609,12,350,481,9,852,13,865,0,865,280,"1,145",75.55
　　,忠孝里,610,14,493,497,9,"1,013",13,"1,026",0,"1,026",253,"1,279",80.22
　　,忠孝里,611,13,575,583,7,"1,178",11,"1,189",0,"1,189",309,"1,498",79.37
　　,文衡里,612,21,691,716,14,"1,442",16,"1,458",0,"1,458",349,"1,807",80.69
　　,文聖里,613,19,488,708,10,"1,225",22,"1,247",0,"1,247",290,"1,537",81.13
　　,文聖里,614,17,441,659,13,"1,130",13,"1,143",0,"1,143",279,"1,422",80.38
　　,興漢里,615,11,261,248,10,530,6,536,0,536,141,677,79.17
　　,興漢里,616,14,329,575,8,926,15,941,0,941,236,"1,177",79.95
　　,興漢里,617,11,396,512,13,932,6,938,0,938,272,"1,210",77.52
　　,榮和里,618,16,324,417,8,765,11,776,0,776,230,"1,006",77.14
　　,榮和里,619,12,552,699,10,"1,273",13,"1,286",0,"1,286","1,781","3,067",41.93
　　,文德里,620,22,498,595,9,"1,124",20,"1,144",0,"1,144",315,"1,459",78.41
　　,文明里,621,15,580,655,16,"1,266",18,"1,284",0,"1,284",314,"1,598",80.35
　　,化成里,622,13,580,429,15,"1,037",17,"1,054",0,"1,054",321,"1,375",76.65
　　,化成里,623,16,430,438,8,892,16,908,0,908,262,"1,170",77.61
　　,頭前里,624,21,743,445,15,"1,224",19,"1,243",0,"1,243",343,"1,586",78.37
　　,頭前里,625,23,752,592,9,"1,376",25,"1,401",0,"1,401",386,"1,787",78.40
　　,福基里,626,17,569,544,10,"1,140",22,"1,162",0,"1,162",290,"1,452",80.03
