第8屆區域立法委員選舉臺北市第7選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,松隆里,"1,138",131,10,15,107,456,719,17,736,0,736,252,988,74.49
　　,松隆里,"1,139",138,12,13,113,400,676,18,694,0,694,294,988,70.24
　　,松友里,"1,140",233,15,9,137,692,"1,086",38,"1,124",0,"1,124",382,"1,506",74.63
　　,松友里,"1,141",187,4,13,105,720,"1,029",27,"1,056",0,"1,056",290,"1,346",78.45
　　,松友里,"1,142",255,11,11,89,643,"1,009",22,"1,031",0,"1,031",305,"1,336",77.17
　　,松友里,"1,143",264,9,10,107,634,"1,024",25,"1,049",0,"1,049",262,"1,311",80.02
　　,松光里,"1,144",252,9,18,154,598,"1,031",34,"1,065",0,"1,065",319,"1,384",76.95
　　,松光里,"1,145",295,4,15,140,658,"1,112",19,"1,131",0,"1,131",340,"1,471",76.89
　　,松光里,"1,146",230,13,18,161,630,"1,052",19,"1,071",0,"1,071",306,"1,377",77.78
　　,中坡里,"1,147",201,4,9,130,559,903,19,922,0,922,261,"1,183",77.94
　　,中坡里,"1,148",222,8,17,118,589,954,21,975,0,975,235,"1,210",80.58
　　,中坡里,"1,149",240,12,8,168,695,"1,123",24,"1,147",0,"1,147",285,"1,432",80.10
　　,中行里,"1,150",239,16,10,205,566,"1,036",25,"1,061",0,"1,061",320,"1,381",76.83
　　,中行里,"1,151",213,8,11,175,565,972,24,996,0,996,266,"1,262",78.92
　　,中行里,"1,152",199,12,27,182,636,"1,056",15,"1,071",1,"1,072",337,"1,409",76.01
　　,中行里,"1,153",208,7,14,191,571,991,21,"1,012",1,"1,013",257,"1,270",79.69
　　,中行里,"1,154",210,12,12,177,591,"1,002",18,"1,020",0,"1,020",305,"1,325",76.98
　　,大道里,"1,155",280,14,15,122,624,"1,055",19,"1,074",0,"1,074",253,"1,327",80.93
　　,大道里,"1,156",246,10,17,141,564,978,23,"1,001",0,"1,001",289,"1,290",77.60
　　,大道里,"1,157",273,14,17,157,594,"1,055",27,"1,082",0,"1,082",287,"1,369",79.04
　　,大道里,"1,158",281,11,14,137,578,"1,021",27,"1,048",0,"1,048",304,"1,352",77.51
　　,大仁里,"1,159",184,5,15,136,534,874,21,895,0,895,273,"1,168",76.63
　　,大仁里,"1,160",211,11,16,127,541,906,22,928,0,928,279,"1,207",76.88
　　,大仁里,"1,161",201,8,11,142,495,857,24,881,0,881,296,"1,177",74.85
　　,景新里,"1,162",270,10,9,86,542,917,21,938,0,938,285,"1,223",76.70
　　,景新里,"1,163",249,9,7,104,843,"1,212",29,"1,241",0,"1,241",336,"1,577",78.69
　　,景新里,"1,164",197,13,10,59,769,"1,048",36,"1,084",0,"1,084",351,"1,435",75.54
　　,惠安里,"1,165",198,7,12,89,670,976,33,"1,009",0,"1,009",299,"1,308",77.14
　　,惠安里,"1,166",207,13,10,107,752,"1,089",21,"1,110",0,"1,110",301,"1,411",78.67
　　,惠安里,"1,167",196,7,19,104,725,"1,051",26,"1,077",0,"1,077",271,"1,348",79.90
　　,惠安里,"1,168",215,6,15,108,767,"1,111",26,"1,137",0,"1,137",272,"1,409",80.70
　　,三張里,"1,169",267,7,14,140,614,"1,042",23,"1,065",0,"1,065",272,"1,337",79.66
　　,三張里,"1,170",189,9,13,86,568,865,18,883,0,883,241,"1,124",78.56
　　,三張里,"1,171",230,12,8,99,667,"1,016",22,"1,038",1,"1,039",274,"1,313",79.06
　　,三張里,"1,172",198,8,12,98,679,995,32,"1,027",0,"1,027",326,"1,353",75.91
　　,三張里,"1,173",160,9,5,54,733,961,18,979,0,979,290,"1,269",77.15
　　,三張里,"1,174",208,7,9,82,580,886,27,913,0,913,263,"1,176",77.64
　　,三犁里,"1,175",234,10,12,117,757,"1,130",26,"1,156",0,"1,156",319,"1,475",78.37
　　,三犁里,"1,176",224,11,7,94,687,"1,023",24,"1,047",0,"1,047",370,"1,417",73.89
　　,三犁里,"1,177",209,12,6,155,687,"1,069",30,"1,099",0,"1,099",370,"1,469",74.81
　　,六合里,"1,178",177,6,7,102,871,"1,163",30,"1,193",0,"1,193",332,"1,525",78.23
　　,六合里,"1,179",171,9,9,90,837,"1,116",21,"1,137",0,"1,137",330,"1,467",77.51
　　,六合里,"1,180",203,14,18,125,679,"1,039",24,"1,063",0,"1,063",370,"1,433",74.18
　　,六合里,"1,181",181,6,4,89,661,941,17,958,0,958,331,"1,289",74.32
　　,泰和里,"1,182",201,7,15,124,609,956,22,978,0,978,378,"1,356",72.12
　　,泰和里,"1,183",158,6,4,117,626,911,23,934,0,934,283,"1,217",76.75
　　,泰和里,"1,184",206,8,18,145,741,"1,118",36,"1,154",0,"1,154",425,"1,579",73.08
　　,泰和里,"1,185",163,9,14,108,549,843,13,856,0,856,310,"1,166",73.41
　　,泰和里,"1,186",174,13,19,148,632,986,12,998,0,998,321,"1,319",75.66
　　,景聯里,"1,187",233,12,18,90,581,934,41,975,0,975,316,"1,291",75.52
　　,景聯里,"1,188",267,10,15,78,667,"1,037",24,"1,061",0,"1,061",289,"1,350",78.59
　　,景聯里,"1,189",244,9,15,86,645,999,27,"1,026",0,"1,026",290,"1,316",77.96
　　,景勤里,"1,190",182,16,7,64,502,771,14,785,0,785,247,"1,032",76.07
　　,景勤里,"1,191",239,5,11,94,597,946,22,968,0,968,294,"1,262",76.70
　　,景勤里,"1,192",151,5,14,83,744,997,1,998,0,998,283,"1,281",77.91
　　,雙和里,"1,193",245,12,11,125,798,"1,191",31,"1,222",0,"1,222",331,"1,553",78.69
　　,雙和里,"1,194",188,7,11,147,716,"1,069",20,"1,089",1,"1,090",272,"1,362",79.96
　　,雙和里,"1,195",227,10,8,84,793,"1,122",27,"1,149",0,"1,149",303,"1,452",79.13
　　,雙和里,"1,196",222,5,12,142,825,"1,206",31,"1,237",0,"1,237",336,"1,573",78.64
　　,嘉興里,"1,197",283,16,17,151,674,"1,141",24,"1,165",0,"1,165",330,"1,495",77.93
　　,嘉興里,"1,198",196,6,10,136,597,945,22,967,0,967,319,"1,286",75.19
　　,黎順里,"1,199",264,25,29,166,732,"1,216",36,"1,252",0,"1,252",453,"1,705",73.43
　　,黎順里,"1,200",275,11,13,104,883,"1,286",32,"1,318",0,"1,318",365,"1,683",78.31
　　,黎平里,"1,201",244,14,26,116,730,"1,130",41,"1,171",0,"1,171",345,"1,516",77.24
　　,黎平里,"1,202",271,12,13,133,718,"1,147",33,"1,180",0,"1,180",346,"1,526",77.33
　　,黎平里,"1,203",228,10,18,128,676,"1,060",26,"1,086",0,"1,086",318,"1,404",77.35
　　,黎平里,"1,204",192,12,19,146,799,"1,168",29,"1,197",0,"1,197",320,"1,517",78.91
　　,黎忠里,"1,205",181,10,15,145,733,"1,084",21,"1,105",0,"1,105",333,"1,438",76.84
　　,黎忠里,"1,206",235,6,23,94,677,"1,035",21,"1,056",0,"1,056",313,"1,369",77.14
　　,黎忠里,"1,207",213,10,24,140,558,945,29,974,0,974,277,"1,251",77.86
　　,黎安里,"1,208",102,4,12,90,572,780,20,800,1,801,258,"1,059",75.54
　　,黎安里,"1,209",65,6,10,51,533,665,9,674,0,674,199,873,77.21
