第8屆區域立法委員選舉新北市第9選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,智光里,"1,621",297,268,587,1,"1,153",16,"1,169",0,"1,169",314,"1,483",78.83
　　,智光里,"1,622",331,260,547,5,"1,143",22,"1,165",0,"1,165",329,"1,494",77.98
　　,潭安里,"1,623",361,358,737,1,"1,457",23,"1,480",0,"1,480",401,"1,881",78.68
　　,潭安里,"1,624",183,241,433,7,864,13,877,0,877,306,"1,183",74.13
　　,潭安里,"1,625",210,181,427,2,820,11,831,0,831,277,"1,108",75.00
　　,潭墘里,"1,626",212,267,425,1,905,8,913,0,913,263,"1,176",77.64
　　,潭墘里,"1,627",266,315,619,0,"1,200",17,"1,217",0,"1,217",324,"1,541",78.97
　　,潭墘里,"1,628",202,206,483,1,892,13,905,0,905,237,"1,142",79.25
　　,店街里,"1,629",360,320,634,3,"1,317",11,"1,328",1,"1,329",352,"1,681",79.00
　　,店街里,"1,630",325,310,701,3,"1,339",11,"1,350",0,"1,350",464,"1,814",74.42
　　,大新里,"1,631",209,164,407,3,783,12,795,0,795,202,997,79.74
　　,大新里,"1,632",237,209,535,1,982,10,992,0,992,311,"1,303",76.13
　　,永安里,"1,633",232,230,492,3,957,12,969,0,969,228,"1,197",80.95
　　,永安里,"1,634",209,189,426,2,826,13,839,0,839,231,"1,070",78.41
　　,永安里,"1,635",267,230,510,1,"1,008",14,"1,022",0,"1,022",251,"1,273",80.28
　　,永樂里,"1,636",226,219,351,1,797,13,810,0,810,192,"1,002",80.84
　　,永樂里,"1,637",293,214,348,2,857,10,867,0,867,222,"1,089",79.61
　　,水源里,"1,638",190,229,506,3,928,16,944,0,944,242,"1,186",79.60
　　,水源里,"1,639",255,209,429,3,896,17,913,0,913,282,"1,195",76.40
　　,水源里,"1,640",287,187,419,1,894,17,911,0,911,212,"1,123",81.12
　　,協和里,"1,641",260,231,418,3,912,10,922,0,922,298,"1,220",75.57
　　,協和里,"1,642",294,214,515,4,"1,027",16,"1,043",0,"1,043",277,"1,320",79.02
　　,雙和里,"1,643",334,389,641,4,"1,368",20,"1,388",0,"1,388",391,"1,779",78.02
　　,雙和里,"1,644",427,258,542,3,"1,230",17,"1,247",0,"1,247",316,"1,563",79.78
　　,安和里,"1,645",415,348,664,3,"1,430",18,"1,448",0,"1,448",466,"1,914",75.65
　　,安和里,"1,646",255,293,630,3,"1,181",17,"1,198",0,"1,198",309,"1,507",79.50
　　,前溪里,"1,647",372,337,647,2,"1,358",18,"1,376",10,"1,386",362,"1,748",78.72
　　,和平里,"1,648",393,266,507,3,"1,169",15,"1,184",0,"1,184",311,"1,495",79.20
　　,和平里,"1,649",300,222,476,1,999,15,"1,014",0,"1,014",274,"1,288",78.73
　　,和平里,"1,650",329,199,497,3,"1,028",13,"1,041",0,"1,041",279,"1,320",78.86
　　,保平里,"1,651",253,226,411,5,895,12,907,0,907,211,"1,118",81.13
　　,保平里,"1,652",417,256,522,9,"1,204",12,"1,216",0,"1,216",328,"1,544",78.76
　　,保平里,"1,653",386,208,473,5,"1,072",10,"1,082",0,"1,082",296,"1,378",78.52
　　,中溪里,"1,654",351,260,539,5,"1,155",23,"1,178",0,"1,178",298,"1,476",79.81
　　,中溪里,"1,655",299,214,495,0,"1,008",6,"1,014",0,"1,014",250,"1,264",80.22
　　,中溪里,"1,656",421,221,528,4,"1,174",22,"1,196",0,"1,196",345,"1,541",77.61
　　,保安里,"1,657",441,213,480,4,"1,138",14,"1,152",0,"1,152",358,"1,510",76.29
　　,保安里,"1,658",351,287,586,4,"1,228",12,"1,240",0,"1,240",310,"1,550",80.00
　　,保安里,"1,659",297,235,470,3,"1,005",10,"1,015",0,"1,015",247,"1,262",80.43
　　,保安里,"1,660",296,300,620,0,"1,216",16,"1,232",0,"1,232",295,"1,527",80.68
　　,保順里,"1,661",488,265,478,5,"1,236",12,"1,248",0,"1,248",372,"1,620",77.04
　　,保順里,"1,662",277,316,694,1,"1,288",18,"1,306",0,"1,306",340,"1,646",79.34
　　,保順里,"1,663",275,288,538,3,"1,104",6,"1,110",0,"1,110",285,"1,395",79.57
　　,保順里,"1,664",231,316,522,2,"1,071",9,"1,080",0,"1,080",335,"1,415",76.33
　　,保順里,"1,665",266,333,624,1,"1,224",11,"1,235",0,"1,235",340,"1,575",78.41
　　,下溪里,"1,666",384,204,615,3,"1,206",17,"1,223",0,"1,223",362,"1,585",77.16
　　,下溪里,"1,667",413,283,655,2,"1,353",18,"1,371",0,"1,371",435,"1,806",75.91
　　,大同里,"1,668",107,190,404,3,704,12,716,0,716,164,880,81.36
　　,新生里,"1,669",130,189,296,5,620,17,637,0,637,174,811,78.55
　　,永成里,"1,670",67,204,411,0,682,12,694,0,694,205,899,77.20
　　,忠義里,"1,671",63,128,369,2,562,6,568,0,568,152,720,78.89
　　,仁愛里,"1,672",247,179,362,3,791,10,801,0,801,192,993,80.66
　　,仁愛里,"1,673",296,196,462,2,956,9,965,0,965,258,"1,223",78.90
　　,文化里,"1,674",193,154,354,5,706,10,716,0,716,203,919,77.91
　　,文化里,"1,675",256,206,505,6,973,15,988,0,988,307,"1,295",76.29
　　,信義里,"1,676",294,269,434,1,998,14,"1,012",0,"1,012",266,"1,278",79.19
　　,信義里,"1,677",239,192,349,2,782,14,796,0,796,230,"1,026",77.58
　　,後溪里,"1,678",427,255,526,4,"1,212",18,"1,230",0,"1,230",366,"1,596",77.07
　　,上溪里,"1,679",149,130,248,2,529,10,539,0,539,206,745,72.35
　　,上溪里,"1,680",210,186,362,3,761,14,775,0,775,241,"1,016",76.28
　　,頂溪里,"1,681",240,202,483,2,927,13,940,0,940,265,"1,205",78.01
　　,頂溪里,"1,682",207,199,399,7,812,13,825,0,825,204,"1,029",80.17
　　,河堤里,"1,683",173,180,359,4,716,14,730,0,730,214,944,77.33
　　,河堤里,"1,684",318,304,593,2,"1,217",10,"1,227",0,"1,227",375,"1,602",76.59
　　,新里,"1,685",188,183,322,1,694,8,702,0,702,196,898,78.17
　　,新里,"1,686",235,209,452,2,898,9,907,0,907,226,"1,133",80.05
