第8屆區域立法委員選舉新北市第9選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
,,,"1
許又銘
民主進步黨","2
雷倩
無黨籍及未經政黨推薦","3
林德福
中國國民黨","4
曾文聖
中華民國臺灣基本法連線",,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
總　計,,,"50,656","42,832","89,767",561,"183,816","2,605","186,421",13,"186,434","53,188","239,622",77.80
　中和區,,,"12,200","10,781","21,180",182,"44,343",770,"45,113",1,"45,114","12,340","57,454",78.52
　　,宜安里,"1,508",313,270,614,7,"1,204",21,"1,225",1,"1,226",348,"1,574",77.83
　　,安樂里,"1,509",345,300,507,5,"1,157",24,"1,181",0,"1,181",329,"1,510",78.21
　　,安樂里,"1,510",267,359,634,4,"1,264",23,"1,287",0,"1,287",344,"1,631",78.91
　　,安和里,"1,511",374,197,454,3,"1,028",35,"1,063",0,"1,063",283,"1,346",78.97
　　,安和里,"1,512",280,289,520,2,"1,091",21,"1,112",0,"1,112",277,"1,389",80.06
　　,安順里,"1,513",259,222,472,5,958,10,968,0,968,235,"1,203",80.47
　　,安順里,"1,514",302,258,479,6,"1,045",19,"1,064",0,"1,064",264,"1,328",80.12
　　,安順里,"1,515",290,292,444,5,"1,031",20,"1,051",0,"1,051",252,"1,303",80.66
　　,安平里,"1,516",340,375,686,3,"1,404",32,"1,436",0,"1,436",311,"1,747",82.20
　　,安平里,"1,517",254,263,543,3,"1,063",11,"1,074",0,"1,074",303,"1,377",78.00
　　,安平里,"1,518",285,338,619,4,"1,246",21,"1,267",0,"1,267",350,"1,617",78.35
　　,中安里,"1,519",221,271,467,3,962,9,971,0,971,289,"1,260",77.06
　　,中安里,"1,520",233,249,427,4,913,14,927,0,927,246,"1,173",79.03
　　,中安里,"1,521",244,285,481,3,"1,013",11,"1,024",0,"1,024",242,"1,266",80.88
　　,泰安里,"1,522",286,182,416,3,887,10,897,0,897,239,"1,136",78.96
　　,泰安里,"1,523",170,144,316,8,638,17,655,0,655,188,843,77.70
　　,泰安里,"1,524",295,192,358,5,850,22,872,0,872,276,"1,148",75.96
　　,秀山里,"1,525",340,194,468,1,"1,003",20,"1,023",0,"1,023",242,"1,265",80.87
　　,秀山里,"1,526",297,196,462,4,959,20,979,0,979,284,"1,263",77.51
　　,秀山里,"1,527",337,221,497,3,"1,058",14,"1,072",0,"1,072",299,"1,371",78.19
　　,秀成里,"1,528",365,211,524,0,"1,100",14,"1,114",0,"1,114",330,"1,444",77.15
　　,秀成里,"1,529",402,244,552,4,"1,202",23,"1,225",0,"1,225",348,"1,573",77.88
　　,秀義里,"1,530",354,199,424,4,981,17,998,0,998,280,"1,278",78.09
　　,秀義里,"1,531",257,176,391,5,829,13,842,0,842,219,"1,061",79.36
　　,秀福里,"1,532",390,265,488,2,"1,145",18,"1,163",0,"1,163",312,"1,475",78.85
　　,秀福里,"1,533",287,233,462,5,987,11,998,0,998,281,"1,279",78.03
　　,秀福里,"1,534",375,287,487,4,"1,153",12,"1,165",0,"1,165",249,"1,414",82.39
　　,秀景里,"1,535",324,342,639,6,"1,311",18,"1,329",0,"1,329",384,"1,713",77.58
　　,秀景里,"1,536",376,352,628,7,"1,363",24,"1,387",0,"1,387",431,"1,818",76.29
　　,秀景里,"1,537",208,146,310,2,666,10,676,0,676,191,867,77.97
　　,秀景里,"1,538",235,240,438,4,917,17,934,0,934,206,"1,140",81.93
　　,秀明里,"1,539",186,321,521,0,"1,028",12,"1,040",0,"1,040",263,"1,303",79.82
　　,秀明里,"1,540",230,294,550,6,"1,080",10,"1,090",0,"1,090",320,"1,410",77.30
　　,秀明里,"1,541",273,255,543,4,"1,075",24,"1,099",0,"1,099",337,"1,436",76.53
　　,秀峰里,"1,542",253,223,542,7,"1,025",14,"1,039",0,"1,039",239,"1,278",81.30
　　,秀峰里,"1,543",210,200,429,7,846,11,857,0,857,246,"1,103",77.70
　　,秀峰里,"1,544",152,266,384,0,802,15,817,0,817,220,"1,037",78.78
　　,秀士里,"1,545",149,210,347,3,709,16,725,0,725,248,973,74.51
　　,秀士里,"1,546",225,261,448,7,941,17,958,0,958,289,"1,247",76.82
　　,秀水里,"1,547",200,172,393,4,769,19,788,0,788,258,"1,046",75.33
　　,秀水里,"1,548",204,177,433,2,816,19,835,0,835,260,"1,095",76.26
　　,秀水里,"1,549",196,196,473,8,873,16,889,0,889,242,"1,131",78.60
　　,秀仁里,"1,550",339,197,421,5,962,28,990,0,990,275,"1,265",78.26
　　,秀仁里,"1,551",278,217,489,5,989,18,"1,007",0,"1,007",311,"1,318",76.40
　永和區,,,"38,456","32,051","68,587",379,"139,473","1,835","141,308",12,"141,320","40,848","182,168",77.57
　　,光復里,"1,552",298,305,531,4,"1,138",17,"1,155",0,"1,155",368,"1,523",75.84
　　,網溪里,"1,553",218,213,377,2,810,18,828,0,828,238,"1,066",77.67
　　,復興里,"1,554",158,191,315,3,667,16,683,0,683,198,881,77.53
　　,復興里,"1,555",218,281,482,2,983,14,997,0,997,237,"1,234",80.79
　　,竹林里,"1,556",371,298,627,4,"1,300",24,"1,324",0,"1,324",393,"1,717",77.11
　　,竹林里,"1,557",316,227,630,2,"1,175",19,"1,194",0,"1,194",338,"1,532",77.94
　　,桂林里,"1,558",319,303,677,3,"1,302",21,"1,323",0,"1,323",395,"1,718",77.01
　　,桂林里,"1,559",234,326,558,2,"1,120",9,"1,129",0,"1,129",344,"1,473",76.65
　　,上林里,"1,560",285,276,630,2,"1,193",15,"1,208",0,"1,208",353,"1,561",77.39
　　,上林里,"1,561",222,265,590,1,"1,078",13,"1,091",0,"1,091",385,"1,476",73.92
　　,福林里,"1,562",338,253,590,2,"1,183",21,"1,204",0,"1,204",341,"1,545",77.93
　　,福林里,"1,563",291,263,570,1,"1,125",12,"1,137",0,"1,137",305,"1,442",78.85
　　,勵行里,"1,564",279,169,325,1,774,15,789,0,789,234,"1,023",77.13
　　,中興里,"1,565",298,208,454,1,961,11,972,0,972,259,"1,231",78.96
　　,中興里,"1,566",292,273,475,4,"1,044",12,"1,056",0,"1,056",346,"1,402",75.32
　　,永興里,"1,567",252,299,492,5,"1,048",14,"1,062",0,"1,062",347,"1,409",75.37
　　,永興里,"1,568",288,259,557,3,"1,107",11,"1,118",0,"1,118",336,"1,454",76.89
　　,正興里,"1,569",236,163,360,2,761,5,766,0,766,259,"1,025",74.73
　　,正興里,"1,570",183,161,350,1,695,2,697,0,697,222,919,75.84
　　,豫溪里,"1,571",326,326,525,7,"1,184",17,"1,201",0,"1,201",347,"1,548",77.58
　　,豫溪里,"1,572",329,285,652,1,"1,267",18,"1,285",0,"1,285","1,555","2,840",45.25
　　,光明里,"1,573",221,226,482,2,931,16,947,0,947,232,"1,179",80.32
　　,光明里,"1,574",271,257,517,4,"1,049",15,"1,064",0,"1,064",309,"1,373",77.49
　　,福和里,"1,575",272,297,551,1,"1,121",9,"1,130",0,"1,130",404,"1,534",73.66
　　,福和里,"1,576",271,275,584,1,"1,131",9,"1,140",0,"1,140",313,"1,453",78.46
　　,福和里,"1,577",294,304,577,1,"1,176",14,"1,190",0,"1,190",388,"1,578",75.41
　　,得和里,"1,578",290,235,538,2,"1,065",15,"1,080",0,"1,080",280,"1,360",79.41
　　,得和里,"1,579",276,223,523,2,"1,024",11,"1,035",0,"1,035",258,"1,293",80.05
　　,得和里,"1,580",209,164,455,4,832,11,843,0,843,219,"1,062",79.38
　　,永貞里,"1,581",330,278,564,6,"1,178",17,"1,195",0,"1,195",348,"1,543",77.45
　　,永貞里,"1,582",369,226,545,2,"1,142",12,"1,154",0,"1,154",288,"1,442",80.03
　　,永福里,"1,583",267,251,479,1,998,13,"1,011",0,"1,011",290,"1,301",77.71
　　,永福里,"1,584",262,219,428,2,911,14,925,0,925,279,"1,204",76.83
　　,河濱里,"1,585",327,273,699,5,"1,304",20,"1,324",0,"1,324",364,"1,688",78.44
　　,河濱里,"1,586",268,182,437,4,891,17,908,0,908,235,"1,143",79.44
　　,秀和里,"1,587",406,235,674,3,"1,318",13,"1,331",0,"1,331",316,"1,647",80.81
　　,秀和里,"1,588",266,186,464,1,917,16,933,0,933,247,"1,180",79.07
　　,秀和里,"1,589",291,226,537,1,"1,055",19,"1,074",0,"1,074",280,"1,354",79.32
　　,永元里,"1,590",315,266,586,3,"1,170",12,"1,182",0,"1,182",330,"1,512",78.17
　　,永元里,"1,591",305,181,491,3,980,8,988,0,988,287,"1,275",77.49
　　,永元里,"1,592",306,238,522,5,"1,071",15,"1,086",0,"1,086",303,"1,389",78.19
　　,民權里,"1,593",241,229,517,3,990,18,"1,008",0,"1,008",308,"1,316",76.60
　　,民權里,"1,594",254,238,610,6,"1,108",9,"1,117",0,"1,117",275,"1,392",80.24
　　,民權里,"1,595",254,168,400,2,824,8,832,0,832,265,"1,097",75.84
　　,民族里,"1,596",232,179,466,1,878,14,892,0,892,232,"1,124",79.36
　　,民族里,"1,597",293,237,645,4,"1,179",12,"1,191",0,"1,191",341,"1,532",77.74
　　,民族里,"1,598",253,240,547,4,"1,044",10,"1,054",0,"1,054",289,"1,343",78.48
　　,秀朗里,"1,599",389,311,630,1,"1,331",20,"1,351",0,"1,351",372,"1,723",78.41
　　,秀朗里,"1,600",467,256,593,2,"1,318",17,"1,335",0,"1,335",404,"1,739",76.77
　　,秀成里,"1,601",310,207,456,0,973,8,981,0,981,300,"1,281",76.58
　　,秀成里,"1,602",313,215,499,4,"1,031",4,"1,035",0,"1,035",271,"1,306",79.25
　　,秀林里,"1,603",447,288,625,3,"1,363",12,"1,375",0,"1,375",365,"1,740",79.02
　　,秀林里,"1,604",351,177,555,6,"1,089",17,"1,106",0,"1,106",290,"1,396",79.23
　　,秀得里,"1,605",247,184,534,1,966,16,982,0,982,243,"1,225",80.16
　　,秀得里,"1,606",270,165,424,3,862,13,875,0,875,239,"1,114",78.55
　　,秀元里,"1,607",333,248,524,2,"1,107",19,"1,126",0,"1,126",287,"1,413",79.69
　　,秀元里,"1,608",309,236,492,3,"1,040",14,"1,054",1,"1,055",289,"1,344",78.42
　　,民生里,"1,609",259,174,419,6,858,10,868,0,868,248,"1,116",77.78
　　,民生里,"1,610",284,187,457,6,934,8,942,0,942,242,"1,184",79.56
　　,民生里,"1,611",292,199,428,4,923,7,930,0,930,263,"1,193",77.95
　　,民本里,"1,612",433,247,628,3,"1,311",20,"1,331",0,"1,331",402,"1,733",76.80
　　,民本里,"1,613",332,316,561,2,"1,211",9,"1,220",0,"1,220",377,"1,597",76.39
　　,民富里,"1,614",312,185,488,3,988,18,"1,006",0,"1,006",314,"1,320",76.21
　　,民富里,"1,615",278,188,501,2,969,21,990,0,990,243,"1,233",80.29
　　,民樂里,"1,616",287,226,548,5,"1,066",14,"1,080",0,"1,080",259,"1,339",80.66
　　,民樂里,"1,617",249,242,611,0,"1,102",10,"1,112",0,"1,112",275,"1,387",80.17
　　,民樂里,"1,618",295,216,510,4,"1,025",11,"1,036",0,"1,036",300,"1,336",77.54
　　,民治里,"1,619",253,236,504,8,"1,001",8,"1,009",0,"1,009",301,"1,310",77.02
　　,民治里,"1,620",236,228,502,0,966,14,980,0,980,310,"1,290",75.97
