第8屆區域立法委員選舉新北市第12選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
,,,"1
李慶華
中國國民黨","2
沈發惠
民主進步黨","3
石翊靖
人民最大黨","4
羅福助
無黨籍及未經政黨推薦",,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
總　計,,,"73,953","63,122","1,577","37,109","175,761","2,974","178,735",5,"178,740","62,678","241,418",74.04
　金山區,,,"5,542","3,937",140,"3,017","12,636",167,"12,803",0,"12,803","4,722","17,525",73.06
　　,和平里,"2,110",174,107,1,57,339,5,344,0,344,112,456,75.44
　　,大同里,"2,111",214,154,3,104,475,7,482,0,482,198,680,70.88
　　,豐漁里,"2,112",125,100,4,137,366,5,371,0,371,124,495,74.95
　　,磺港里,"2,113",440,443,16,279,"1,178",10,"1,188",0,"1,188",495,"1,683",70.59
　　,美田里,"2,114",540,353,11,284,"1,188",13,"1,201",0,"1,201",453,"1,654",72.61
　　,美田里,"2,115",596,304,9,302,"1,211",11,"1,222",0,"1,222",443,"1,665",73.39
　　,金美里,"2,116",562,374,12,207,"1,155",19,"1,174",0,"1,174",396,"1,570",74.78
　　,金美里,"2,117",560,327,10,265,"1,162",14,"1,176",0,"1,176",397,"1,573",74.76
　　,金美里,"2,118",477,285,9,222,993,14,"1,007",0,"1,007",400,"1,407",71.57
　　,五湖里,"2,119",271,146,7,139,563,4,567,0,567,166,733,77.35
　　,五湖里,"2,120",226,168,7,209,610,8,618,0,618,190,808,76.49
　　,重和里,"2,121",317,346,15,150,828,7,835,0,835,353,"1,188",70.29
　　,兩湖里,"2,122",101,70,6,71,248,11,259,0,259,106,365,70.96
　　,六股里,"2,123",192,158,6,81,437,8,445,0,445,146,591,75.30
　　,三界里,"2,124",164,149,7,124,444,9,453,0,453,166,619,73.18
　　,清泉里,"2,125",248,166,3,147,564,13,577,0,577,222,799,72.22
　　,西湖里,"2,126",73,48,1,27,149,0,149,0,149,49,198,75.25
　　,萬壽里,"2,127",132,122,6,74,334,5,339,0,339,120,459,73.86
　　,永興里,"2,128",130,117,7,138,392,4,396,0,396,186,582,68.04
　萬里區,,,"5,010","3,732",127,"3,647","12,516",193,"12,709",0,"12,709","4,785","17,494",72.65
　　,萬里里,"2,129",320,265,12,221,818,15,833,0,833,285,"1,118",74.51
　　,萬里里,"2,130",352,365,12,301,"1,030",23,"1,053",0,"1,053",317,"1,370",76.86
　　,萬里里,"2,131",344,288,7,304,943,18,961,0,961,365,"1,326",72.47
　　,北基里,"2,132",357,203,12,289,861,18,879,0,879,444,"1,323",66.44
　　,北基里,"2,133",331,237,6,201,775,9,784,0,784,386,"1,170",67.01
　　,龜吼里,"2,134",291,202,9,140,642,9,651,0,651,368,"1,019",63.89
　　,龜吼里,"2,135",287,218,8,308,821,11,832,0,832,292,"1,124",74.02
　　,野柳里,"2,136",534,225,6,359,"1,124",9,"1,133",0,"1,133",371,"1,504",75.33
　　,野柳里,"2,137",429,302,5,273,"1,009",13,"1,022",0,"1,022",379,"1,401",72.95
　　,大鵬里,"2,138",278,162,5,177,622,13,635,0,635,207,842,75.42
　　,大鵬里,"2,139",603,369,8,237,"1,217",15,"1,232",0,"1,232",431,"1,663",74.08
　　,磺潭里,"2,140",195,106,6,95,402,7,409,0,409,137,546,74.91
　　,雙興里,"2,141",191,278,14,216,699,9,708,0,708,218,926,76.46
　　,溪底里,"2,142",133,187,3,139,462,9,471,0,471,187,658,71.58
