第8屆區域立法委員選舉高雄市第6選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
,,,"1
侯彩鳳
中國國民黨","2
李昆澤
民主進步黨",,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
總　計,,,"72,842","81,477","154,319","2,408","156,727",0,"156,727","48,760","205,487",76.27
　三民區,,,"72,842","81,477","154,319","2,408","156,727",0,"156,727","48,760","205,487",76.27
　　,鼎金里,"1,050",651,758,"1,409",23,"1,432",0,"1,432",534,"1,966",72.84
　　,鼎金里,"1,051",553,745,"1,298",11,"1,309",0,"1,309",351,"1,660",78.86
　　,鼎盛里,"1,052",482,505,987,14,"1,001",0,"1,001",338,"1,339",74.76
　　,鼎盛里,"1,053",589,713,"1,302",21,"1,323",0,"1,323",423,"1,746",75.77
　　,鼎盛里,"1,054",533,665,"1,198",28,"1,226",0,"1,226",382,"1,608",76.24
　　,鼎盛里,"1,055",681,709,"1,390",24,"1,414",0,"1,414",452,"1,866",75.78
　　,鼎強里,"1,056",548,818,"1,366",24,"1,390",0,"1,390",355,"1,745",79.66
　　,鼎強里,"1,057",595,743,"1,338",13,"1,351",0,"1,351",429,"1,780",75.90
　　,鼎力里,"1,058",531,745,"1,276",21,"1,297",0,"1,297",383,"1,680",77.20
　　,鼎力里,"1,059",573,785,"1,358",12,"1,370",0,"1,370",358,"1,728",79.28
　　,鼎西里,"1,060",545,675,"1,220",13,"1,233",0,"1,233",354,"1,587",77.69
　　,鼎西里,"1,061",478,714,"1,192",20,"1,212",0,"1,212",387,"1,599",75.80
　　,鼎西里,"1,062",523,673,"1,196",13,"1,209",0,"1,209",378,"1,587",76.18
　　,鼎西里,"1,063",503,674,"1,177",19,"1,196",0,"1,196",398,"1,594",75.03
　　,鼎中里,"1,064",560,798,"1,358",14,"1,372",0,"1,372",335,"1,707",80.37
　　,鼎中里,"1,065",523,715,"1,238",17,"1,255",0,"1,255",317,"1,572",79.83
　　,鼎泰里,"1,066",624,738,"1,362",20,"1,382",0,"1,382",384,"1,766",78.26
　　,鼎泰里,"1,067",568,812,"1,380",18,"1,398",0,"1,398",377,"1,775",78.76
　　,鼎泰里,"1,068",639,776,"1,415",25,"1,440",0,"1,440",384,"1,824",78.95
　　,鼎泰里,"1,069",673,698,"1,371",20,"1,391",0,"1,391",423,"1,814",76.68
　　,鼎泰里,"1,070",840,587,"1,427",14,"1,441",0,"1,441",397,"1,838",78.40
　　,鼎泰里,"1,071",838,550,"1,388",18,"1,406",0,"1,406",399,"1,805",77.89
　　,鼎泰里,"1,072",847,604,"1,451",17,"1,468",0,"1,468",408,"1,876",78.25
　　,鼎泰里,"1,073",786,555,"1,341",22,"1,363",0,"1,363",343,"1,706",79.89
　　,鼎泰里,"1,074",748,588,"1,336",25,"1,361",0,"1,361",360,"1,721",79.08
　　,鼎泰里,"1,075",773,563,"1,336",25,"1,361",0,"1,361",354,"1,715",79.36
　　,本館里,"1,076",491,617,"1,108",16,"1,124",0,"1,124",328,"1,452",77.41
　　,本館里,"1,077",591,685,"1,276",20,"1,296",0,"1,296",362,"1,658",78.17
　　,本館里,"1,078",621,635,"1,256",13,"1,269",0,"1,269",375,"1,644",77.19
　　,本館里,"1,079",555,639,"1,194",20,"1,214",0,"1,214",339,"1,553",78.17
　　,本館里,"1,080",449,684,"1,133",20,"1,153",0,"1,153",310,"1,463",78.81
　　,本和里,"1,081",556,664,"1,220",26,"1,246",0,"1,246",364,"1,610",77.39
　　,本和里,"1,082",565,684,"1,249",17,"1,266",0,"1,266",374,"1,640",77.20
　　,本和里,"1,083",590,533,"1,123",19,"1,142",0,"1,142",415,"1,557",73.35
　　,本和里,"1,084",623,618,"1,241",17,"1,258",0,"1,258",352,"1,610",78.14
　　,本文里,"1,085",363,464,827,18,845,0,845,228,"1,073",78.75
　　,本文里,"1,086",296,465,761,13,774,0,774,167,941,82.25
　　,本武里,"1,087",480,755,"1,235",21,"1,256",0,"1,256",324,"1,580",79.49
　　,本元里,"1,088",607,672,"1,279",20,"1,299",0,"1,299",378,"1,677",77.46
　　,本元里,"1,089",557,676,"1,233",25,"1,258",0,"1,258",350,"1,608",78.23
　　,本元里,"1,090",639,632,"1,271",16,"1,287",0,"1,287",356,"1,643",78.33
　　,本安里,"1,091",573,531,"1,104",21,"1,125",0,"1,125",315,"1,440",78.13
　　,本安里,"1,092",528,489,"1,017",16,"1,033",0,"1,033",274,"1,307",79.04
　　,本安里,"1,093",535,544,"1,079",21,"1,100",0,"1,100",308,"1,408",78.13
　　,本上里,"1,094",552,565,"1,117",21,"1,138",0,"1,138",355,"1,493",76.22
　　,本上里,"1,095",620,543,"1,163",23,"1,186",0,"1,186",310,"1,496",79.28
　　,本上里,"1,096",584,519,"1,103",19,"1,122",0,"1,122",316,"1,438",78.03
　　,本揚里,"1,097",455,540,995,14,"1,009",0,"1,009",298,"1,307",77.20
　　,本揚里,"1,098",539,540,"1,079",17,"1,096",0,"1,096",294,"1,390",78.85
　　,本揚里,"1,099",531,553,"1,084",14,"1,098",0,"1,098",313,"1,411",77.82
　　,本揚里,"1,100",503,513,"1,016",17,"1,033",0,"1,033",263,"1,296",79.71
　　,本揚里,"1,101",492,501,993,16,"1,009",0,"1,009",320,"1,329",75.92
　　,寶獅里,"1,102",723,700,"1,423",24,"1,447",0,"1,447",420,"1,867",77.50
　　,寶獅里,"1,103",536,650,"1,186",24,"1,210",0,"1,210",394,"1,604",75.44
　　,寶德里,"1,104",632,600,"1,232",18,"1,250",0,"1,250",365,"1,615",77.40
　　,寶德里,"1,105",491,565,"1,056",10,"1,066",0,"1,066",359,"1,425",74.81
　　,寶德里,"1,106",491,699,"1,190",14,"1,204",0,"1,204",387,"1,591",75.68
　　,寶泰里,"1,107",630,721,"1,351",28,"1,379",0,"1,379",459,"1,838",75.03
　　,寶泰里,"1,108",661,650,"1,311",25,"1,336",0,"1,336",484,"1,820",73.41
　　,寶興里,"1,109",533,650,"1,183",7,"1,190",0,"1,190",270,"1,460",81.51
　　,寶興里,"1,110",605,547,"1,152",16,"1,168",0,"1,168",351,"1,519",76.89
　　,寶興里,"1,111",475,587,"1,062",17,"1,079",0,"1,079",332,"1,411",76.47
　　,寶興里,"1,112",581,598,"1,179",15,"1,194",0,"1,194",349,"1,543",77.38
　　,寶中里,"1,113",518,606,"1,124",16,"1,140",0,"1,140",299,"1,439",79.22
　　,寶中里,"1,114",489,626,"1,115",17,"1,132",0,"1,132",331,"1,463",77.38
　　,寶華里,"1,115",619,492,"1,111",15,"1,126",0,"1,126",352,"1,478",76.18
　　,寶華里,"1,116",621,518,"1,139",15,"1,154",0,"1,154",363,"1,517",76.07
　　,寶國里,"1,117",494,469,963,16,979,0,979,352,"1,331",73.55
　　,寶國里,"1,118",487,552,"1,039",17,"1,056",0,"1,056",347,"1,403",75.27
　　,寶國里,"1,119",514,607,"1,121",14,"1,135",0,"1,135",370,"1,505",75.42
　　,寶國里,"1,120",649,600,"1,249",14,"1,263",0,"1,263",316,"1,579",79.99
　　,寶國里,"1,121",518,499,"1,017",18,"1,035",0,"1,035",301,"1,336",77.47
　　,寶民里,"1,122",495,512,"1,007",17,"1,024",0,"1,024",305,"1,329",77.05
　　,寶民里,"1,123",567,491,"1,058",19,"1,077",0,"1,077",354,"1,431",75.26
　　,寶慶里,"1,124",480,507,987,9,996,0,996,322,"1,318",75.57
　　,寶慶里,"1,125",404,504,908,12,920,0,920,313,"1,233",74.61
　　,寶業里,"1,126",510,653,"1,163",14,"1,177",0,"1,177",388,"1,565",75.21
　　,寶業里,"1,127",550,535,"1,085",26,"1,111",0,"1,111",372,"1,483",74.92
　　,寶業里,"1,128",515,587,"1,102",13,"1,115",0,"1,115",290,"1,405",79.36
　　,寶盛里,"1,129",588,705,"1,293",22,"1,315",0,"1,315",404,"1,719",76.50
　　,寶盛里,"1,130",507,560,"1,067",13,"1,080",0,"1,080",344,"1,424",75.84
　　,寶盛里,"1,131",631,510,"1,141",26,"1,167",0,"1,167",308,"1,475",79.12
　　,寶安里,"1,132",578,694,"1,272",23,"1,295",0,"1,295",378,"1,673",77.41
　　,寶安里,"1,133",624,669,"1,293",13,"1,306",0,"1,306",422,"1,728",75.58
　　,寶安里,"1,134",579,518,"1,097",17,"1,114",0,"1,114",384,"1,498",74.37
　　,寶安里,"1,135",554,556,"1,110",19,"1,129",0,"1,129",445,"1,574",71.73
　　,寶龍里,"1,136",411,638,"1,049",17,"1,066",0,"1,066",311,"1,377",77.41
　　,寶龍里,"1,137",588,519,"1,107",15,"1,122",0,"1,122",321,"1,443",77.75
　　,寶龍里,"1,138",412,501,913,11,924,0,924,263,"1,187",77.84
　　,寶珠里,"1,139",570,669,"1,239",14,"1,253",0,"1,253","1,341","2,594",48.30
　　,寶珠里,"1,140",585,666,"1,251",19,"1,270",0,"1,270",396,"1,666",76.23
　　,寶珠里,"1,141",566,667,"1,233",30,"1,263",0,"1,263",390,"1,653",76.41
　　,寶玉里,"1,142",533,665,"1,198",13,"1,211",0,"1,211",377,"1,588",76.26
　　,寶玉里,"1,143",565,549,"1,114",23,"1,137",0,"1,137",375,"1,512",75.20
　　,寶玉里,"1,144",503,565,"1,068",18,"1,086",0,"1,086",332,"1,418",76.59
　　,寶玉里,"1,145",593,553,"1,146",22,"1,168",0,"1,168",350,"1,518",76.94
　　,寶玉里,"1,146",578,553,"1,131",24,"1,155",0,"1,155",429,"1,584",72.92
　　,灣子里,"1,147",462,732,"1,194",12,"1,206",0,"1,206",405,"1,611",74.86
　　,灣子里,"1,148",562,680,"1,242",16,"1,258",0,"1,258",420,"1,678",74.97
　　,灣愛里,"1,149",403,576,979,26,"1,005",0,"1,005",389,"1,394",72.09
　　,灣愛里,"1,150",502,585,"1,087",22,"1,109",0,"1,109",419,"1,528",72.58
　　,灣中里,"1,151",458,733,"1,191",13,"1,204",0,"1,204",494,"1,698",70.91
　　,灣中里,"1,152",546,711,"1,257",22,"1,279",0,"1,279",435,"1,714",74.62
　　,灣中里,"1,153",517,603,"1,120",11,"1,131",0,"1,131",411,"1,542",73.35
　　,灣華里,"1,154",398,501,899,13,912,0,912,292,"1,204",75.75
　　,灣華里,"1,155",429,562,991,17,"1,008",0,"1,008",344,"1,352",74.56
　　,灣勝里,"1,156",301,434,735,13,748,0,748,207,955,78.32
　　,灣勝里,"1,157",277,475,752,9,761,0,761,199,960,79.27
　　,灣利里,"1,158",527,786,"1,313",15,"1,328",0,"1,328",347,"1,675",79.28
　　,灣利里,"1,159",402,711,"1,113",17,"1,130",0,"1,130",297,"1,427",79.19
　　,灣復里,"1,160",574,594,"1,168",21,"1,189",0,"1,189",522,"1,711",69.49
　　,灣復里,"1,161",544,706,"1,250",21,"1,271",0,"1,271",442,"1,713",74.20
　　,正興里,"1,162",602,648,"1,250",18,"1,268",0,"1,268",487,"1,755",72.25
　　,正興里,"1,163",576,735,"1,311",20,"1,331",0,"1,331",392,"1,723",77.25
　　,正興里,"1,164",626,674,"1,300",20,"1,320",0,"1,320",416,"1,736",76.04
　　,正興里,"1,165",694,568,"1,262",17,"1,279",0,"1,279",426,"1,705",75.01
　　,正興里,"1,166",748,613,"1,361",24,"1,385",0,"1,385",383,"1,768",78.34
　　,正興里,"1,167",724,576,"1,300",19,"1,319",0,"1,319",418,"1,737",75.94
　　,正順里,"1,168",561,672,"1,233",24,"1,257",0,"1,257",351,"1,608",78.17
　　,正順里,"1,169",626,789,"1,415",24,"1,439",0,"1,439",397,"1,836",78.38
　　,灣興里,"1,170",567,837,"1,404",21,"1,425",0,"1,425",387,"1,812",78.64
　　,灣成里,"1,171",419,412,831,8,839,0,839,248,"1,087",77.18
　　,灣成里,"1,172",347,451,798,10,808,0,808,238,"1,046",77.25
　　,安康里,"1,173",400,609,"1,009",24,"1,033",0,"1,033",415,"1,448",71.34
　　,安康里,"1,174",454,587,"1,041",19,"1,060",0,"1,060",373,"1,433",73.97
　　,安寧里,"1,175",265,441,706,27,733,0,733,228,961,76.27
　　,安寧里,"1,176",335,382,717,17,734,0,734,247,981,74.82
　　,安吉里,"1,177",553,565,"1,118",15,"1,133",0,"1,133",422,"1,555",72.86
　　,安吉里,"1,178",460,542,"1,002",20,"1,022",0,"1,022",343,"1,365",74.87
　　,安吉里,"1,179",568,661,"1,229",25,"1,254",0,"1,254",399,"1,653",75.86
　　,安發里,"1,180",537,543,"1,080",18,"1,098",0,"1,098",363,"1,461",75.15
　　,安發里,"1,181",502,546,"1,048",21,"1,069",0,"1,069",345,"1,414",75.60
　　,安發里,"1,182",524,588,"1,112",9,"1,121",0,"1,121",353,"1,474",76.05
