第8屆區域立法委員選舉新北市第5選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
,,,"1
黃志雄
中國國民黨","2
黃茂
中華民國臺灣基本法連線","3
廖本煙
民主進步黨","4
江定謙
健保免費連線",,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
總　計,,,"90,856",543,"78,651","2,101","172,151","3,214","175,365",4,"175,369","56,189","231,558",75.73
　新莊區,,,"14,055",80,"11,680",321,"26,136",506,"26,642",0,"26,642","8,657","35,299",75.48
　　,民安里,794,537,4,470,10,"1,021",23,"1,044",0,"1,044",361,"1,405",74.31
　　,民安里,795,602,2,414,5,"1,023",19,"1,042",0,"1,042",328,"1,370",76.06
　　,民安里,796,806,1,468,16,"1,291",34,"1,325",0,"1,325",391,"1,716",77.21
　　,民有里,797,671,4,425,22,"1,122",19,"1,141",0,"1,141",367,"1,508",75.66
　　,民有里,798,619,4,531,11,"1,165",19,"1,184",0,"1,184",401,"1,585",74.70
　　,民本里,799,456,3,506,10,975,21,996,0,996,322,"1,318",75.57
　　,民本里,800,420,2,501,12,935,14,949,0,949,363,"1,312",72.33
　　,光明里,801,600,7,630,16,"1,253",18,"1,271",0,"1,271",431,"1,702",74.68
　　,光明里,802,643,3,550,8,"1,204",19,"1,223",0,"1,223",406,"1,629",75.08
　　,光正里,803,688,4,526,15,"1,233",23,"1,256",0,"1,256",372,"1,628",77.15
　　,光正里,804,716,3,489,12,"1,220",20,"1,240",0,"1,240",397,"1,637",75.75
　　,光榮里,805,717,1,511,19,"1,248",37,"1,285",0,"1,285",418,"1,703",75.46
　　,光榮里,806,703,3,527,15,"1,248",23,"1,271",0,"1,271",400,"1,671",76.06
　　,光和里,807,358,1,467,9,835,12,847,0,847,266,"1,113",76.10
　　,光和里,808,418,4,373,15,810,16,826,0,826,285,"1,111",74.35
　　,光華里,809,504,3,450,9,966,24,990,0,990,318,"1,308",75.69
　　,光華里,810,570,4,426,12,"1,012",12,"1,024",0,"1,024",345,"1,369",74.80
　　,光華里,811,527,0,384,13,924,12,936,0,936,357,"1,293",72.39
　　,光華里,812,499,3,469,13,984,18,"1,002",0,"1,002",309,"1,311",76.43
　　,西盛里,813,599,8,655,16,"1,278",21,"1,299",0,"1,299",385,"1,684",77.14
　　,西盛里,814,730,6,615,16,"1,367",36,"1,403",0,"1,403",380,"1,783",78.69
　　,西盛里,815,540,5,529,12,"1,086",22,"1,108",0,"1,108",361,"1,469",75.43
　　,西盛里,816,779,4,365,17,"1,165",26,"1,191",0,"1,191",462,"1,653",72.05
　　,西盛里,817,353,1,399,18,771,18,789,0,789,232,"1,021",77.28
　樹林區,,,"52,167",310,"44,742","1,233","98,452","1,952","100,404",4,"100,408","31,547","131,955",76.09
　　,三興里,818,421,0,356,9,786,17,803,0,803,294,"1,097",73.20
　　,三興里,819,502,2,383,15,902,14,916,0,916,277,"1,193",76.78
　　,三興里,820,496,2,453,9,960,17,977,0,977,441,"1,418",68.90
　　,三福里,821,467,2,318,3,790,19,809,0,809,267,"1,076",75.19
　　,三福里,822,455,4,348,11,818,15,833,0,833,285,"1,118",74.51
　　,三福里,823,501,0,276,14,791,9,800,0,800,277,"1,077",74.28
　　,三多里,824,621,2,558,15,"1,196",17,"1,213",0,"1,213",469,"1,682",72.12
　　,三多里,825,586,3,573,8,"1,170",16,"1,186",0,"1,186",350,"1,536",77.21
　　,三龍里,826,234,2,269,5,510,10,520,0,520,140,660,78.79
　　,三龍里,827,483,1,378,8,870,13,883,0,883,190,"1,073",82.29
　　,寮里,828,436,7,489,8,940,7,947,0,947,309,"1,256",75.40
　　,寮里,829,459,0,357,13,829,22,851,0,851,297,"1,148",74.13
　　,寮里,830,567,4,444,19,"1,034",12,"1,046",0,"1,046",395,"1,441",72.59
　　,光興里,831,381,4,349,7,741,16,757,0,757,237,994,76.16
　　,光興里,832,434,4,317,6,761,13,774,0,774,314,"1,088",71.14
　　,光興里,833,403,1,302,6,712,12,724,0,724,200,924,78.35
　　,金寮里,834,464,3,361,10,838,14,852,0,852,265,"1,117",76.28
　　,金寮里,835,406,2,493,13,914,14,928,0,928,284,"1,212",76.57
　　,金寮里,836,392,1,310,8,711,11,722,0,722,258,980,73.67
　　,潭底里,837,301,2,486,14,803,10,813,0,813,817,"1,630",49.88
　　,潭底里,838,342,2,287,10,641,11,652,0,652,180,832,78.37
　　,潭底里,839,589,5,482,8,"1,084",16,"1,100",0,"1,100",316,"1,416",77.68
　　,文林里,840,532,4,507,11,"1,054",17,"1,071",0,"1,071",298,"1,369",78.23
　　,文林里,841,584,0,461,11,"1,056",20,"1,076",0,"1,076",325,"1,401",76.80
