第8屆區域立法委員選舉臺北市第8選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,景華里,"1,268",368,4,44,23,674,"1,113",13,"1,126",0,"1,126",284,"1,410",79.86
　　,萬有里,"1,269",374,7,58,24,634,"1,097",20,"1,117",0,"1,117",262,"1,379",81.00
　　,萬有里,"1,270",314,5,70,19,710,"1,118",6,"1,124",0,"1,124",321,"1,445",77.79
　　,萬有里,"1,271",302,2,56,23,687,"1,070",11,"1,081",0,"1,081",273,"1,354",79.84
　　,萬祥里,"1,272",336,2,60,19,645,"1,062",8,"1,070",0,"1,070",345,"1,415",75.62
　　,萬祥里,"1,273",306,3,46,19,614,988,4,992,0,992,265,"1,257",78.92
　　,萬祥里,"1,274",330,5,43,17,524,919,9,928,1,929,214,"1,143",81.19
　　,萬隆里,"1,275",259,5,69,20,765,"1,118",12,"1,130",0,"1,130",286,"1,416",79.80
　　,萬隆里,"1,276",324,8,61,19,726,"1,138",13,"1,151",0,"1,151",329,"1,480",77.77
　　,萬隆里,"1,277",347,2,53,24,753,"1,179",12,"1,191",0,"1,191",309,"1,500",79.40
　　,萬隆里,"1,278",355,4,52,20,785,"1,216",11,"1,227",0,"1,227",281,"1,508",81.37
　　,萬年里,"1,279",380,0,37,24,608,"1,049",8,"1,057",0,"1,057",354,"1,411",74.91
　　,萬年里,"1,280",459,4,37,32,778,"1,310",11,"1,321",0,"1,321",354,"1,675",78.87
　　,萬年里,"1,281",304,8,60,22,695,"1,089",11,"1,100",0,"1,100",301,"1,401",78.52
　　,萬和里,"1,282",373,7,110,52,"1,361","1,903",16,"1,919",2,"1,921",468,"2,389",80.33
　　,萬盛里,"1,283",319,3,39,27,597,985,14,999,0,999,306,"1,305",76.55
　　,萬盛里,"1,284",264,6,51,21,619,961,10,971,0,971,286,"1,257",77.25
　　,萬盛里,"1,285",274,1,72,17,723,"1,087",8,"1,095",0,"1,095",297,"1,392",78.66
　　,興豐里,"1,286",385,9,54,22,645,"1,115",10,"1,125",0,"1,125",326,"1,451",77.53
　　,興豐里,"1,287",206,2,31,20,618,877,6,883,0,883,180,"1,063",83.07
　　,興豐里,"1,288",291,4,51,12,708,"1,066",10,"1,076",0,"1,076",273,"1,349",79.76
　　,興邦里,"1,289",273,3,42,21,612,951,11,962,0,962,297,"1,259",76.41
　　,興邦里,"1,290",220,2,25,17,640,904,13,917,0,917,242,"1,159",79.12
　　,興邦里,"1,291",195,2,56,13,729,995,6,"1,001",0,"1,001",259,"1,260",79.44
　　,興光里,"1,292",298,6,44,24,633,"1,005",10,"1,015",0,"1,015",384,"1,399",72.55
　　,興光里,"1,293",304,3,50,21,732,"1,110",13,"1,123",0,"1,123",287,"1,410",79.65
　　,興家里,"1,294",290,4,53,25,787,"1,159",11,"1,170",0,"1,170",296,"1,466",79.81
　　,興家里,"1,295",397,2,64,37,"1,026","1,526",7,"1,533",0,"1,533",377,"1,910",80.26
　　,興家里,"1,296",306,5,69,19,854,"1,253",11,"1,264",0,"1,264",329,"1,593",79.35
　　,興家里,"1,297",224,2,43,19,533,821,3,824,0,824,241,"1,065",77.37
　　,興得里,"1,298",385,12,66,21,869,"1,353",15,"1,368",0,"1,368",378,"1,746",78.35
　　,興得里,"1,299",368,7,62,26,865,"1,328",10,"1,338",0,"1,338",354,"1,692",79.08
　　,興得里,"1,300",278,8,50,12,796,"1,144",7,"1,151",0,"1,151",316,"1,467",78.46
　　,興業里,"1,301",321,5,58,23,927,"1,334",7,"1,341",0,"1,341",383,"1,724",77.78
　　,興業里,"1,302",240,6,53,27,737,"1,063",12,"1,075",0,"1,075",344,"1,419",75.76
　　,興業里,"1,303",242,4,50,19,780,"1,095",9,"1,104",0,"1,104",308,"1,412",78.19
　　,興安里,"1,304",355,5,53,14,844,"1,271",5,"1,276",0,"1,276",299,"1,575",81.02
　　,興安里,"1,305",335,8,79,28,"1,028","1,478",6,"1,484",0,"1,484",374,"1,858",79.87
　　,興安里,"1,306",352,12,83,29,987,"1,463",9,"1,472",0,"1,472",348,"1,820",80.88
　　,興福里,"1,307",350,6,64,28,809,"1,257",10,"1,267",0,"1,267",295,"1,562",81.11
　　,興福里,"1,308",412,2,55,20,730,"1,219",10,"1,229",0,"1,229",328,"1,557",78.93
　　,興福里,"1,309",378,8,65,20,803,"1,274",13,"1,287",0,"1,287",263,"1,550",83.03
　　,興旺里,"1,310",294,4,60,29,863,"1,250",8,"1,258",0,"1,258",344,"1,602",78.53
　　,興旺里,"1,311",301,6,44,30,753,"1,134",11,"1,145",0,"1,145",314,"1,459",78.48
　　,興旺里,"1,312",277,4,62,25,923,"1,291",8,"1,299",0,"1,299",316,"1,615",80.43
　　,興旺里,"1,313",326,5,54,29,913,"1,327",12,"1,339",0,"1,339",384,"1,723",77.71
　　,興泰里,"1,314",380,6,64,27,863,"1,340",11,"1,351",0,"1,351",319,"1,670",80.90
　　,興泰里,"1,315",332,6,67,18,792,"1,215",13,"1,228",0,"1,228",332,"1,560",78.72
　　,興昌里,"1,316",238,5,52,20,680,995,10,"1,005",0,"1,005",313,"1,318",76.25
　　,興昌里,"1,317",293,2,51,19,692,"1,057",5,"1,062",0,"1,062",304,"1,366",77.75
　　,興昌里,"1,318",251,5,57,27,786,"1,126",6,"1,132",0,"1,132",324,"1,456",77.75
　　,興昌里,"1,319",260,6,57,13,635,971,12,983,0,983,298,"1,281",76.74
　　,試院里,"1,320",209,7,52,19,700,987,10,997,0,997,256,"1,253",79.57
　　,試院里,"1,321",213,9,68,16,721,"1,027",5,"1,032",0,"1,032",250,"1,282",80.50
　　,試院里,"1,322",280,4,49,15,707,"1,055",13,"1,068",0,"1,068",281,"1,349",79.17
　　,試院里,"1,323",339,5,72,20,834,"1,270",11,"1,281",0,"1,281",336,"1,617",79.22
　　,華興里,"1,324",342,6,65,22,865,"1,300",18,"1,318",1,"1,319",405,"1,724",76.45
　　,華興里,"1,325",357,6,68,27,857,"1,315",10,"1,325",0,"1,325",380,"1,705",77.71
　　,華興里,"1,326",386,2,84,25,903,"1,400",15,"1,415",0,"1,415",311,"1,726",81.98
　　,華興里,"1,327",361,6,78,24,888,"1,357",12,"1,369",0,"1,369",360,"1,729",79.18
　　,明義里,"1,328",319,2,52,11,601,985,8,993,15,"1,008",325,"1,333",74.49
　　,明義里,"1,329",140,8,40,10,333,531,16,547,0,547,291,838,65.27
　　,明義里,"1,330",195,3,53,14,629,894,22,916,1,917,354,"1,271",72.07
　　,明興里,"1,331",337,5,45,21,642,"1,050",12,"1,062",0,"1,062",332,"1,394",76.18
　　,明興里,"1,332",263,7,46,24,619,959,12,971,0,971,312,"1,283",75.68
　　,明興里,"1,333",214,3,66,23,715,"1,021",5,"1,026",0,"1,026",295,"1,321",77.67
　　,明興里,"1,334",310,2,60,28,912,"1,312",13,"1,325",0,"1,325",321,"1,646",80.50
　　,木柵里,"1,335",380,8,49,26,846,"1,309",12,"1,321",0,"1,321",366,"1,687",78.30
　　,木柵里,"1,336",341,11,62,30,900,"1,344",17,"1,361",0,"1,361",326,"1,687",80.68
　　,木柵里,"1,337",299,4,69,28,"1,023","1,423",14,"1,437",0,"1,437",332,"1,769",81.23
　　,木柵里,"1,338",344,3,56,18,943,"1,364",11,"1,375",0,"1,375",349,"1,724",79.76
　　,木新里,"1,339",282,3,39,10,551,885,11,896,0,896,"1,034","1,930",46.42
　　,木新里,"1,340",414,5,47,21,667,"1,154",12,"1,166",0,"1,166",355,"1,521",76.66
　　,木新里,"1,341",438,7,68,23,692,"1,228",14,"1,242",0,"1,242",385,"1,627",76.34
　　,木新里,"1,342",320,6,53,18,694,"1,091",10,"1,101",0,"1,101",350,"1,451",75.88
　　,木新里,"1,343",399,6,52,24,700,"1,181",5,"1,186",0,"1,186",308,"1,494",79.38
　　,順興里,"1,344",385,5,55,12,660,"1,117",13,"1,130",0,"1,130",269,"1,399",80.77
　　,順興里,"1,345",379,8,73,28,702,"1,190",11,"1,201",0,"1,201",256,"1,457",82.43
　　,順興里,"1,346",351,2,56,22,712,"1,143",9,"1,152",0,"1,152",266,"1,418",81.24
　　,順興里,"1,347",336,8,40,20,698,"1,102",13,"1,115",0,"1,115",337,"1,452",76.79
　　,忠順里,"1,348",283,12,54,23,803,"1,175",16,"1,191",0,"1,191",296,"1,487",80.09
　　,忠順里,"1,349",276,8,80,32,899,"1,295",16,"1,311",0,"1,311",332,"1,643",79.79
　　,樟林里,"1,350",352,5,94,29,913,"1,393",18,"1,411",0,"1,411",347,"1,758",80.26
　　,樟林里,"1,351",371,7,76,17,869,"1,340",11,"1,351",0,"1,351",334,"1,685",80.18
　　,樟林里,"1,352",423,3,44,16,827,"1,313",10,"1,323",0,"1,323",345,"1,668",79.32
　　,樟林里,"1,353",334,11,66,17,898,"1,326",15,"1,341",0,"1,341",334,"1,675",80.06
　　,樟新里,"1,354",281,3,51,27,784,"1,146",7,"1,153",0,"1,153",305,"1,458",79.08
　　,樟新里,"1,355",358,6,48,21,696,"1,129",13,"1,142",0,"1,142",315,"1,457",78.38
　　,樟新里,"1,356",330,5,48,25,718,"1,126",7,"1,133",0,"1,133",296,"1,429",79.29
　　,樟文里,"1,357",441,4,67,27,796,"1,335",4,"1,339",0,"1,339",339,"1,678",79.80
　　,樟文里,"1,358",450,6,62,17,743,"1,278",14,"1,292",0,"1,292",397,"1,689",76.49
　　,樟文里,"1,359",376,10,75,17,776,"1,254",15,"1,269",0,"1,269",356,"1,625",78.09
　　,樟腳里,"1,360",342,8,56,22,750,"1,178",5,"1,183",0,"1,183",300,"1,483",79.77
　　,樟腳里,"1,361",384,3,47,23,617,"1,074",11,"1,085",0,"1,085",300,"1,385",78.34
　　,樟腳里,"1,362",314,6,63,27,710,"1,120",6,"1,126",0,"1,126",274,"1,400",80.43
　　,樟樹里,"1,363",310,2,56,11,581,960,6,966,0,966,283,"1,249",77.34
　　,樟樹里,"1,364",321,3,46,17,647,"1,034",8,"1,042",0,"1,042",246,"1,288",80.90
　　,樟樹里,"1,365",323,3,39,15,624,"1,004",16,"1,020",0,"1,020",264,"1,284",79.44
　　,萬芳里,"1,366",280,1,66,36,724,"1,107",9,"1,116",0,"1,116",328,"1,444",77.29
　　,萬芳里,"1,367",359,3,84,29,859,"1,334",12,"1,346",0,"1,346",396,"1,742",77.27
　　,萬芳里,"1,368",274,5,95,29,825,"1,228",11,"1,239",0,"1,239",347,"1,586",78.12
　　,萬芳里,"1,369",301,6,81,21,786,"1,195",12,"1,207",0,"1,207",293,"1,500",80.47
　　,萬美里,"1,370",343,3,77,38,770,"1,231",14,"1,245",0,"1,245",358,"1,603",77.67
　　,萬美里,"1,371",245,3,80,18,703,"1,049",9,"1,058",0,"1,058",398,"1,456",72.66
　　,萬美里,"1,372",268,3,60,24,656,"1,011",4,"1,015",0,"1,015",334,"1,349",75.24
　　,萬美里,"1,373",306,3,73,23,612,"1,017",15,"1,032",1,"1,033",300,"1,333",77.42
　　,博嘉里,"1,374",375,4,76,31,949,"1,435",13,"1,448",0,"1,448",366,"1,814",79.82
　　,博嘉里,"1,375",478,6,50,17,653,"1,204",9,"1,213",0,"1,213",353,"1,566",77.46
　　,博嘉里,"1,376",242,7,33,17,433,732,7,739,0,739,205,944,78.28
　　,萬興里,"1,377",376,6,76,30,739,"1,227",21,"1,248",0,"1,248",311,"1,559",80.05
　　,萬興里,"1,378",362,3,76,21,748,"1,210",17,"1,227",0,"1,227",367,"1,594",76.98
　　,萬興里,"1,379",443,5,53,39,687,"1,227",17,"1,244",0,"1,244",430,"1,674",74.31
　　,萬興里,"1,380",377,4,72,27,767,"1,247",5,"1,252",0,"1,252",345,"1,597",78.40
　　,政大里,"1,381",328,3,65,31,802,"1,229",5,"1,234",0,"1,234",329,"1,563",78.95
　　,政大里,"1,382",325,2,62,26,755,"1,170",12,"1,182",0,"1,182",374,"1,556",75.96
　　,政大里,"1,383",337,6,77,32,851,"1,303",8,"1,311",0,"1,311",307,"1,618",81.03
　　,指南里,"1,384",435,7,79,30,877,"1,428",15,"1,443",0,"1,443",423,"1,866",77.33
　　,指南里,"1,385",327,6,31,13,234,611,7,618,0,618,182,800,77.25
　　,老泉里,"1,386",268,2,18,7,266,561,7,568,0,568,156,724,78.45
