第8屆區域立法委員選舉臺南市第3選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,理想里,646,537,"1,056",18,"1,611",20,"1,631",0,"1,631",548,"2,179",74.85
　　,大安里,647,434,846,8,"1,288",14,"1,302",0,"1,302",403,"1,705",76.36
　　,大安里,648,361,879,17,"1,257",15,"1,272",0,"1,272",414,"1,686",75.44
　　,原佃里,649,478,943,16,"1,437",24,"1,461",0,"1,461",434,"1,895",77.10
　　,長安里,650,321,882,7,"1,210",26,"1,236",0,"1,236",451,"1,687",73.27
　　,長安里,651,401,"1,045",19,"1,465",26,"1,491",0,"1,491",551,"2,042",73.02
　　,公親里,652,217,629,10,856,8,864,0,864,245,"1,109",77.91
　　,布袋里,653,363,723,16,"1,102",10,"1,112",0,"1,112",352,"1,464",75.96
　　,總頭里,654,378,893,12,"1,283",23,"1,306",0,"1,306",406,"1,712",76.29
　　,南興里,655,251,782,10,"1,043",11,"1,054",0,"1,054",349,"1,403",75.12
　　,學東里,656,407,878,15,"1,300",27,"1,327",0,"1,327",571,"1,898",69.92
　　,公塭里,657,195,485,3,683,6,689,0,689,166,855,80.58
　　,佃東里,658,327,683,11,"1,021",13,"1,034",0,"1,034",370,"1,404",73.65
　　,佃東里,659,354,605,9,968,9,977,0,977,346,"1,323",73.85
　　,佃西里,660,351,788,13,"1,152",20,"1,172",0,"1,172",436,"1,608",72.89
　　,淵西里,661,284,559,7,850,14,864,0,864,269,"1,133",76.26
　　,淵西里,662,343,807,17,"1,167",14,"1,181",0,"1,181",369,"1,550",76.19
　　,海西里,663,266,535,10,811,9,820,0,820,297,"1,117",73.41
　　,海西里,664,304,620,7,931,11,942,0,942,333,"1,275",73.88
　　,海東里,665,355,726,11,"1,092",19,"1,111",0,"1,111",398,"1,509",73.62
　　,海東里,666,282,604,7,893,15,908,0,908,356,"1,264",71.84
　　,海東里,667,376,904,12,"1,292",8,"1,300",0,"1,300",455,"1,755",74.07
　　,溪心里,668,432,877,19,"1,328",25,"1,353",0,"1,353",486,"1,839",73.57
　　,溪心里,669,452,847,16,"1,315",14,"1,329",1,"1,330",883,"2,213",60.05
　　,溪心里,670,374,914,11,"1,299",16,"1,315",0,"1,315",510,"1,825",72.05
　　,淵東里,671,446,783,8,"1,237",11,"1,248",0,"1,248",431,"1,679",74.33
　　,淵東里,672,408,"1,024",18,"1,450",24,"1,474",0,"1,474",570,"2,044",72.11
　　,淵中里,673,395,694,13,"1,102",18,"1,120",0,"1,120",400,"1,520",73.68
　　,淵中里,674,266,684,6,956,11,967,0,967,343,"1,310",73.82
　　,溪墘里,675,358,744,10,"1,112",2,"1,114",0,"1,114",357,"1,471",75.73
　　,溪墘里,676,332,796,16,"1,144",15,"1,159",0,"1,159",344,"1,503",77.11
　　,海佃里,677,306,813,15,"1,134",11,"1,145",0,"1,145",369,"1,514",75.63
　　,海佃里,678,310,677,12,999,8,"1,007",0,"1,007",342,"1,349",74.65
　　,海佃里,679,304,622,9,935,7,942,0,942,277,"1,219",77.28
　　,國安里,680,443,"1,023",18,"1,484",13,"1,497",0,"1,497",451,"1,948",76.85
　　,溪東里,681,367,716,15,"1,098",7,"1,105",0,"1,105",326,"1,431",77.22
　　,溪東里,682,472,820,13,"1,305",18,"1,323",0,"1,323",406,"1,729",76.52
　　,安富里,683,355,823,9,"1,187",8,"1,195",0,"1,195",510,"1,705",70.09
　　,安富里,684,373,739,7,"1,119",13,"1,132",0,"1,132",409,"1,541",73.46
　　,安富里,685,351,862,8,"1,221",18,"1,239",0,"1,239",417,"1,656",74.82
　　,幸福里,686,304,824,12,"1,140",14,"1,154",0,"1,154",320,"1,474",78.29
　　,幸福里,687,442,"1,092",14,"1,548",24,"1,572",0,"1,572",522,"2,094",75.07
　　,海南里,688,182,503,8,693,10,703,0,703,194,897,78.37
　　,海南里,689,265,479,5,749,11,760,0,760,245,"1,005",75.62
　　,城東里,690,294,649,14,957,19,976,0,976,432,"1,408",69.32
　　,城南里,691,348,821,15,"1,184",33,"1,217",0,"1,217",480,"1,697",71.71
　　,城南里,692,255,469,5,729,2,731,0,731,279,"1,010",72.38
　　,青草里,693,233,646,26,905,20,925,0,925,450,"1,375",67.27
　　,城西里,694,225,642,14,881,10,891,0,891,322,"1,213",73.45
　　,城北里,695,277,681,15,973,13,986,0,986,365,"1,351",72.98
　　,城中里,696,275,450,18,743,11,754,0,754,217,971,77.65
　　,砂崙里,697,100,321,4,425,6,431,0,431,153,584,73.80
　　,砂崙里,698,132,321,9,462,5,467,0,467,177,644,72.52
　　,顯宮里,699,343,549,20,912,19,931,0,931,347,"1,278",72.85
　　,鹿耳里,700,211,347,5,563,5,568,0,568,210,778,73.01
　　,四草里,701,398,819,13,"1,230",21,"1,251",0,"1,251",438,"1,689",74.07
　　,田里,702,418,492,10,920,10,930,0,930,290,"1,220",76.23
　北區,,,"33,353","43,393",833,"77,579","1,053","78,632",3,"78,635","25,266","103,901",75.68
　　,開元里,703,269,452,3,724,12,736,0,736,262,998,73.75
　　,開元里,704,415,539,9,963,10,973,0,973,271,"1,244",78.22
　　,元寶里,705,405,456,14,875,8,883,0,883,323,"1,206",73.22
　　,元寶里,706,486,425,15,926,15,941,0,941,436,"1,377",68.34
　　,國興里,707,462,561,5,"1,028",23,"1,051",0,"1,051",365,"1,416",74.22
　　,華興里,708,351,442,12,805,7,812,0,812,259,"1,071",75.82
　　,華興里,709,326,451,11,788,13,801,1,802,223,"1,025",78.15
　　,力行里,710,376,432,13,821,17,838,0,838,289,"1,127",74.36
　　,力行里,711,440,446,7,893,8,901,0,901,236,"1,137",79.24
　　,重興里,712,334,388,17,739,10,749,0,749,227,976,76.74
　　,重興里,713,442,351,4,797,6,803,0,803,229,"1,032",77.81
　　,東興里,714,336,304,12,652,9,661,0,661,216,877,75.37
　　,東興里,715,388,378,6,772,10,782,0,782,193,975,80.21
　　,新勝里,716,238,363,11,612,18,630,0,630,218,848,74.29
　　,新勝里,717,319,284,8,611,6,617,0,617,228,845,73.02
　　,長榮里,718,962,192,17,"1,171",14,"1,185",1,"1,186",314,"1,500",79.00
　　,長榮里,719,674,141,12,827,13,840,0,840,241,"1,081",77.71
　　,振興里,720,291,374,8,673,13,686,0,686,229,915,74.97
　　,振興里,721,275,365,6,646,4,650,0,650,223,873,74.46
　　,仁愛里,722,322,391,3,716,10,726,0,726,257,983,73.86
　　,仁愛里,723,357,285,6,648,6,654,0,654,207,861,75.96
　　,勝安里,724,370,431,8,809,13,822,0,822,300,"1,122",73.26
　　,中樓里,725,513,593,14,"1,120",15,"1,135",0,"1,135",379,"1,514",74.97
　　,永祥里,726,550,577,6,"1,133",10,"1,143",0,"1,143",369,"1,512",75.60
　　,永祥里,727,493,544,12,"1,049",18,"1,067",0,"1,067",361,"1,428",74.72
　　,小康里,728,359,377,11,747,12,759,0,759,248,"1,007",75.37
　　,小康里,729,275,519,6,800,12,812,0,812,270,"1,082",75.05
　　,實踐里,730,802,577,18,"1,397",24,"1,421",0,"1,421",498,"1,919",74.05
　　,光武里,731,699,286,7,992,14,"1,006",0,"1,006",360,"1,366",73.65
　　,大道里,732,695,134,6,835,16,851,0,851,270,"1,121",75.91
　　,大道里,733,650,123,5,778,5,783,0,783,222,"1,005",77.91
　　,大仁里、大山里,734,528,531,21,"1,080",14,"1,094",1,"1,095",404,"1,499",72.98
　　,興北里,735,407,615,9,"1,031",18,"1,049",0,"1,049",311,"1,360",77.13
　　,公園里,736,218,235,7,460,5,465,0,465,180,645,72.09
　　,公園里,737,374,400,10,784,12,796,0,796,287,"1,083",73.50
　　,正風里,738,335,683,10,"1,028",8,"1,036",0,"1,036",355,"1,391",74.48
　　,延平里,739,427,751,18,"1,196",22,"1,218",0,"1,218",407,"1,625",74.95
　　,興南里,740,458,622,22,"1,102",16,"1,118",0,"1,118",419,"1,537",72.74
　　,玉皇里,741,436,747,14,"1,197",20,"1,217",0,"1,217",341,"1,558",78.11
　　,正覺里,742,256,544,10,810,9,819,0,819,261,"1,080",75.83
　　,正覺里,743,297,567,5,869,8,877,0,877,248,"1,125",77.96
　　,正覺里,744,224,507,8,739,19,758,0,758,260,"1,018",74.46
　　,六甲里,745,363,497,17,877,19,896,0,896,308,"1,204",74.42
　　,六甲里,746,328,547,10,885,14,899,0,899,333,"1,232",72.97
　　,國姓里,747,381,687,12,"1,080",25,"1,105",0,"1,105",339,"1,444",76.52
　　,長德里,748,342,600,6,948,12,960,0,960,340,"1,300",73.85
　　,三德里,749,329,533,15,877,14,891,0,891,309,"1,200",74.25
　　,五福里,750,287,522,11,820,15,835,0,835,694,"1,529",54.61
　　,成功里,751,413,731,11,"1,155",18,"1,173",0,"1,173",355,"1,528",76.77
　　,成功里,752,337,525,13,875,14,889,0,889,292,"1,181",75.28
　　,成功里,753,361,566,8,935,11,946,0,946,270,"1,216",77.80
　　,成德里,754,476,750,13,"1,239",8,"1,247",0,"1,247",412,"1,659",75.17
　　,成德里,755,536,652,14,"1,202",16,"1,218",0,"1,218",374,"1,592",76.51
　　,成德里,756,543,637,12,"1,192",10,"1,202",0,"1,202",330,"1,532",78.46
　　,成德里,757,518,739,13,"1,270",16,"1,286",0,"1,286",364,"1,650",77.94
　　,成德里,758,513,724,8,"1,245",15,"1,260",0,"1,260",334,"1,594",79.05
　　,成德里,759,512,698,13,"1,223",25,"1,248",0,"1,248",365,"1,613",77.37
　　,和順里,760,481,599,18,"1,098",15,"1,113",0,"1,113",322,"1,435",77.56
　　,和順里,761,450,635,11,"1,096",14,"1,110",0,"1,110",412,"1,522",72.93
　　,和順里,762,528,699,7,"1,234",14,"1,248",0,"1,248",376,"1,624",76.85
　　,和順里,763,550,620,18,"1,188",17,"1,205",0,"1,205",376,"1,581",76.22
　　,安民里,764,400,519,6,925,6,931,0,931,283,"1,214",76.69
　　,文元里,765,455,837,12,"1,304",21,"1,325",0,"1,325",404,"1,729",76.63
　　,文元里,766,476,827,14,"1,317",19,"1,336",0,"1,336",390,"1,726",77.40
　　,文元里,767,540,942,10,"1,492",18,"1,510",0,"1,510",390,"1,900",79.47
　　,文成里,768,410,758,7,"1,175",20,"1,195",0,"1,195",372,"1,567",76.26
　　,文成里,769,485,717,6,"1,208",14,"1,222",0,"1,222",340,"1,562",78.23
　　,裕民里,770,429,648,8,"1,085",13,"1,098",0,"1,098",302,"1,400",78.43
　　,大和里,771,370,949,10,"1,329",15,"1,344",0,"1,344",344,"1,688",79.62
　　,大和里,772,411,881,12,"1,304",21,"1,325",0,"1,325",384,"1,709",77.53
　　,大港里,773,376,827,11,"1,214",14,"1,228",0,"1,228",360,"1,588",77.33
　　,大港里,774,376,784,15,"1,175",12,"1,187",0,"1,187",394,"1,581",75.08
　　,大港里,775,579,787,14,"1,380",13,"1,393",0,"1,393",434,"1,827",76.25
　　,大豐里,776,334,729,14,"1,077",8,"1,085",0,"1,085",396,"1,481",73.26
　　,大豐里,777,437,742,9,"1,188",11,"1,199",0,"1,199",404,"1,603",74.80
　　,大豐里,778,259,608,3,870,7,877,0,877,272,"1,149",76.33
　　,賢北里,779,517,784,13,"1,314",15,"1,329",0,"1,329",374,"1,703",78.04
　　,賢北里,780,417,710,13,"1,140",12,"1,152",0,"1,152",322,"1,474",78.15
　中西區,,,"18,681","27,403",570,"46,654",730,"47,384",2,"47,386","15,680","63,066",75.13
　　,小西里,781,207,324,4,535,11,546,0,546,179,725,75.31
　　,大南里,782,504,402,8,914,13,927,0,927,270,"1,197",77.44
　　,銀同里,783,350,467,7,824,13,837,0,837,281,"1,118",74.87
　　,五妃里,784,541,549,16,"1,106",35,"1,141",0,"1,141",341,"1,482",76.99
　　,郡王里,785,456,555,10,"1,021",13,"1,034",0,"1,034",368,"1,402",73.75
　　,仙草里,786,419,474,13,906,20,926,0,926,305,"1,231",75.22
　　,仙草里,787,353,492,9,854,17,871,0,871,293,"1,164",74.83
　　,法華里,788,468,469,13,950,13,963,0,963,278,"1,241",77.60
　　,法華里,789,425,401,12,838,14,852,0,852,264,"1,116",76.34
　　,福安里,790,283,458,7,748,11,759,1,760,245,"1,005",75.52
　　,進學里,791,393,484,15,892,11,903,1,904,282,"1,186",76.14
　　,建國里,792,347,505,8,860,17,877,0,877,341,"1,218",72.00
　　,青年里,793,343,531,10,884,11,895,0,895,276,"1,171",76.43
　　,永福里,794,306,597,9,912,9,921,0,921,327,"1,248",73.80
　　,永華里,795,346,536,18,900,15,915,0,915,318,"1,233",74.21
　　,天后里,796,406,608,14,"1,028",18,"1,046",0,"1,046",338,"1,384",75.58
　　,三民里,797,363,540,10,913,15,928,0,928,326,"1,254",74.00
　　,赤嵌里,798,342,602,15,959,16,975,0,975,384,"1,359",71.74
　　,公正里,799,375,602,9,986,11,997,0,997,385,"1,382",72.14
　　,萬昌里,800,440,842,17,"1,299",15,"1,314",0,"1,314",470,"1,784",73.65
　　,開山里,801,258,429,11,698,15,713,0,713,253,966,73.81
　　,開山里,802,230,404,8,642,6,648,0,648,238,886,73.14
　　,西賢里,803,484,640,13,"1,137",18,"1,155",0,"1,155",290,"1,445",79.93
　　,西賢里,804,477,549,13,"1,039",6,"1,045",0,"1,045",300,"1,345",77.70
　　,西賢里,805,463,619,18,"1,100",13,"1,113",0,"1,113",329,"1,442",77.18
　　,西湖里,806,495,578,10,"1,083",17,"1,100",0,"1,100",341,"1,441",76.34
　　,西湖里,807,518,541,13,"1,072",17,"1,089",0,"1,089",380,"1,469",74.13
　　,西湖里,808,564,663,16,"1,243",15,"1,258",0,"1,258",362,"1,620",77.65
　　,光賢里,809,431,843,12,"1,286",13,"1,299",0,"1,299",340,"1,639",79.26
　　,光賢里,810,404,782,13,"1,199",28,"1,227",0,"1,227",321,"1,548",79.26
　　,文賢里,811,312,676,7,995,12,"1,007",0,"1,007",279,"1,286",78.30
　　,協和里,812,236,446,15,697,7,704,0,704,452,"1,156",60.90
　　,協和里,813,227,479,15,721,15,736,0,736,201,937,78.55
　　,三合里,814,478,783,19,"1,280",13,"1,293",0,"1,293",497,"1,790",72.23
　　,普濟里,815,319,445,7,771,16,787,0,787,291,"1,078",73.01
　　,水仙里,816,293,596,9,898,19,917,0,917,285,"1,202",76.29
　　,民權里,817,344,738,14,"1,096",19,"1,115",0,"1,115",383,"1,498",74.43
　　,藥王里,818,380,606,12,998,16,"1,014",0,"1,014",327,"1,341",75.62
　　,藥王里,819,562,676,13,"1,251",11,"1,262",0,"1,262",435,"1,697",74.37
　　,協進里,820,280,459,9,748,17,765,0,765,243,"1,008",75.89
　　,中正里,821,352,517,9,878,16,894,0,894,257,"1,151",77.67
　　,安海里,822,401,501,14,916,16,932,0,932,405,"1,337",69.71
　　,大涼里,823,408,587,15,"1,010",12,"1,022",0,"1,022",335,"1,357",75.31
　　,大涼里,824,426,564,16,"1,006",19,"1,025",0,"1,025",295,"1,320",77.65
　　,民主里,825,266,424,6,696,10,706,0,706,238,944,74.79
　　,保安里,826,300,497,7,804,18,822,0,822,301,"1,123",73.20
　　,郡西里,827,316,508,3,827,17,844,0,844,276,"1,120",75.36
　　,民生里,828,451,832,17,"1,300",18,"1,318",0,"1,318",436,"1,754",75.14
　　,元安里,829,339,583,12,934,13,947,0,947,319,"1,266",74.80
