第8屆區域立法委員選舉高雄市第5選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,龍水里,919,5,9,775,631,"1,420",20,"1,440",0,"1,440",494,"1,934",74.46
　　,龍水里,920,3,5,730,555,"1,293",25,"1,318",0,"1,318",478,"1,796",73.39
　　,明誠里,921,5,16,801,474,"1,296",12,"1,308",0,"1,308",442,"1,750",74.74
　　,明誠里,922,5,13,797,566,"1,381",17,"1,398",0,"1,398",430,"1,828",76.48
　　,明誠里,923,3,4,698,555,"1,260",8,"1,268",0,"1,268",460,"1,728",73.38
　　,明誠里,924,3,9,700,587,"1,299",13,"1,312",0,"1,312",462,"1,774",73.96
　　,明誠里,925,7,7,694,580,"1,288",14,"1,302",0,"1,302",460,"1,762",73.89
　　,明誠里,926,2,8,684,609,"1,303",16,"1,319",0,"1,319",442,"1,761",74.90
　　,明誠里,927,3,12,709,594,"1,318",5,"1,323",0,"1,323",408,"1,731",76.43
　　,明誠里,928,5,11,724,571,"1,311",9,"1,320",0,"1,320",439,"1,759",75.04
　　,華豐里,929,8,11,840,570,"1,429",17,"1,446",0,"1,446",402,"1,848",78.25
　　,華豐里,930,6,16,804,612,"1,438",24,"1,462",0,"1,462",399,"1,861",78.56
　　,裕興里,931,4,6,610,396,"1,016",16,"1,032",0,"1,032",310,"1,342",76.90
　　,裕興里,932,11,6,661,531,"1,209",8,"1,217",0,"1,217",365,"1,582",76.93
　　,裕豐里,933,6,6,564,288,864,7,871,0,871,238,"1,109",78.54
　　,裕豐里,934,3,8,637,358,"1,006",14,"1,020",0,"1,020",314,"1,334",76.46
　　,鼓岩里,935,8,8,366,574,956,11,967,0,967,338,"1,305",74.10
　　,樹德里,936,11,10,274,593,888,6,894,0,894,250,"1,144",78.15
　　,寶樹里,937,6,6,287,565,864,15,879,0,879,680,"1,559",56.38
　　,興宗里,938,0,15,444,551,"1,010",13,"1,023",0,"1,023",338,"1,361",75.17
　　,光化里,939,5,5,400,519,929,11,940,0,940,320,"1,260",74.60
　　,山下里,940,4,3,453,422,882,7,889,0,889,296,"1,185",75.02
　　,河邊里,941,8,14,496,593,"1,111",10,"1,121",0,"1,121",339,"1,460",76.78
　　,綠川里,942,4,10,371,707,"1,092",10,"1,102",0,"1,102",367,"1,469",75.02
　　,登山里,943,2,7,204,262,475,11,486,0,486,230,716,67.88
　　,峰南里,944,3,8,267,379,657,9,666,0,666,255,921,72.31
　　,麗興里,945,10,5,272,434,721,9,730,0,730,255,985,74.11
　　,新民里,946,9,5,294,466,774,13,787,0,787,259,"1,046",75.24
　　,延平里,947,2,3,209,410,624,10,634,0,634,188,822,77.13
　　,維生里,948,7,3,353,621,984,7,991,0,991,354,"1,345",73.68
　　,惠安里,949,4,11,335,553,903,12,915,0,915,319,"1,234",74.15
　　,壽山里,950,5,9,331,677,"1,022",16,"1,038",0,"1,038",374,"1,412",73.51
　　,哨船頭里,951,4,6,342,391,743,12,755,0,755,251,"1,006",75.05
　　,桃源里,952,0,3,246,218,467,10,477,0,477,169,646,73.84
　鹽埕區,,,66,116,"6,847","9,635","16,664",179,"16,843",0,"16,843","5,375","22,218",75.81
　　,藍橋里,953,2,10,350,642,"1,004",7,"1,011",0,"1,011",258,"1,269",79.67
　　,慈愛里,954,3,5,116,140,264,4,268,0,268,81,349,76.79
　　,博愛里,955,2,4,175,319,500,4,504,0,504,140,644,78.26
　　,壽星里,956,3,4,430,558,995,17,"1,012",0,"1,012",339,"1,351",74.91
　　,中山里,957,3,4,360,458,825,10,835,0,835,249,"1,084",77.03
　　,教仁里,958,2,8,319,436,765,2,767,0,767,217,984,77.95
　　,教仁里,959,2,3,433,501,939,14,953,0,953,230,"1,183",80.56
　　,新樂里,960,2,2,317,355,676,4,680,0,680,190,870,78.16
　　,中原里,961,4,2,192,299,497,3,500,0,500,140,640,78.13
　　,光明里,962,3,11,367,563,944,10,954,0,954,401,"1,355",70.41
　　,育仁里,963,0,3,270,331,604,5,609,0,609,177,786,77.48
　　,河濱里,964,2,6,273,378,659,4,663,0,663,218,881,75.26
　　,河濱里,965,2,4,266,331,603,7,610,0,610,203,813,75.03
　　,沙地里,966,3,0,202,332,537,6,543,0,543,190,733,74.08
　　,南端里,967,4,6,325,429,764,11,775,0,775,250,"1,025",75.61
　　,港都里,968,3,5,343,461,812,12,824,0,824,290,"1,114",73.97
　　,江西里,969,4,7,385,563,959,4,963,0,963,304,"1,267",76.01
　　,新豐里,970,4,1,255,303,563,2,565,0,565,191,756,74.74
　　,府北里,971,5,15,562,763,"1,345",24,"1,369",0,"1,369",530,"1,899",72.09
　　,陸橋里,972,5,7,405,510,927,11,938,0,938,296,"1,234",76.01
　　,瀨南里,973,2,3,168,311,484,5,489,0,489,169,658,74.32
　　,新化里,974,4,2,190,295,491,5,496,0,496,123,619,80.13
　　,江南里,975,2,4,144,357,507,8,515,0,515,189,704,73.15
　旗津區,,,76,134,"5,522","11,172","16,904",222,"17,126",1,"17,127","6,743","23,870",71.75
　　,旗下里,976,0,8,291,531,830,13,843,0,843,298,"1,141",73.88
　　,永安里,977,6,6,247,532,791,8,799,0,799,328,"1,127",70.90
　　,振興里,978,5,7,364,794,"1,170",15,"1,185",0,"1,185",500,"1,685",70.33
　　,慈愛里,979,6,6,287,545,844,15,859,0,859,313,"1,172",73.29
　　,慈愛里,980,6,4,186,506,702,8,710,0,710,341,"1,051",67.55
　　,復興里,981,6,7,304,685,"1,002",17,"1,019",0,"1,019",435,"1,454",70.08
　　,復興里,982,2,11,404,495,912,10,922,0,922,459,"1,381",66.76
　　,中華里,983,4,10,313,714,"1,041",11,"1,052",0,"1,052",317,"1,369",76.84
　　,實踐里,984,2,8,554,280,844,14,858,0,858,422,"1,280",67.03
　　,北汕里,985,8,1,343,563,915,16,931,0,931,380,"1,311",71.01
　　,北汕里,986,2,11,209,590,812,13,825,0,825,375,"1,200",68.75
　　,南汕里,987,8,8,353,970,"1,339",13,"1,352",0,"1,352",551,"1,903",71.05
　　,上竹里,988,0,6,161,470,637,9,646,1,647,239,886,72.91
　　,上竹里,989,4,15,385,854,"1,258",16,"1,274",0,"1,274",497,"1,771",71.94
　　,中洲里,990,4,11,345,942,"1,302",14,"1,316",0,"1,316",477,"1,793",73.40
　　,安順里,991,6,6,158,460,630,7,637,0,637,236,873,72.97
　　,中興里,992,6,6,267,634,913,9,922,0,922,268,"1,190",77.48
　　,中興里,993,1,3,351,607,962,14,976,0,976,307,"1,283",76.07
　三民區,,,433,414,"21,058","31,992","53,897",666,"54,563",0,"54,563","15,908","70,471",77.43
　　,川東里,994,7,8,471,620,"1,106",12,"1,118",0,"1,118",384,"1,502",74.43
　　,德西里,995,10,9,331,400,750,13,763,0,763,254,"1,017",75.02
　　,裕民里,996,9,12,403,524,948,20,968,0,968,245,"1,213",79.80
　　,力行里,997,8,9,366,518,901,6,907,0,907,203,"1,110",81.71
　　,豐裕里,998,5,7,425,532,969,14,983,0,983,295,"1,278",76.92
　　,豐裕里,999,11,7,365,587,970,18,988,0,988,311,"1,299",76.06
　　,千秋里,"1,000",4,13,277,474,768,7,775,0,775,251,"1,026",75.54
　　,千秋里,"1,001",7,5,363,509,884,8,892,0,892,235,"1,127",79.15
　　,千北里,"1,002",4,4,350,511,869,14,883,0,883,239,"1,122",78.70
　　,立德里,"1,003",32,3,396,469,900,8,908,0,908,240,"1,148",79.09
　　,千歲里,"1,004",11,9,368,486,874,7,881,0,881,244,"1,125",78.31
　　,鳳南里,"1,005",20,1,279,529,829,9,838,0,838,182,"1,020",82.16
　　,興德里,"1,006",19,10,532,664,"1,225",14,"1,239",0,"1,239",405,"1,644",75.36
　　,鳳北里,"1,007",18,5,408,719,"1,150",13,"1,163",0,"1,163",306,"1,469",79.17
　　,德北里,"1,008",6,3,298,413,720,12,732,0,732,210,942,77.71
　　,德北里,"1,009",9,6,286,425,726,11,737,0,737,248,985,74.82
　　,十全里,"1,010",5,2,401,699,"1,107",16,"1,123",0,"1,123",329,"1,452",77.34
　　,十美里,"1,011",13,11,516,875,"1,415",18,"1,433",0,"1,433",400,"1,833",78.18
　　,安邦里,"1,012",7,4,314,505,830,6,836,0,836,557,"1,393",60.01
　　,安邦里,"1,013",3,6,341,589,939,13,952,0,952,275,"1,227",77.59
　　,安邦里,"1,014",9,7,349,544,909,11,920,0,920,276,"1,196",76.92
　　,安宜里,"1,015",10,3,447,772,"1,232",20,"1,252",0,"1,252",307,"1,559",80.31
　　,安宜里,"1,016",5,12,456,769,"1,242",20,"1,262",0,"1,262",281,"1,543",81.79
　　,安泰里,"1,017",4,7,334,561,906,11,917,0,917,251,"1,168",78.51
　　,安泰里,"1,018",4,10,360,641,"1,015",7,"1,022",0,"1,022",303,"1,325",77.13
　　,安泰里,"1,019",7,7,388,557,959,15,974,0,974,337,"1,311",74.29
　　,民享里,"1,020",4,4,282,511,801,1,802,0,802,198,"1,000",80.20
　　,民享里,"1,021",6,7,280,532,825,10,835,0,835,216,"1,051",79.45
　　,精華里,"1,022",3,10,512,663,"1,188",15,"1,203",0,"1,203",308,"1,511",79.62
　　,德行里,"1,023",5,4,293,569,871,9,880,0,880,216,"1,096",80.29
　　,德東里,"1,024",3,2,265,375,645,10,655,0,655,192,847,77.33
　　,立誠里,"1,025",3,3,232,376,614,10,624,0,624,159,783,79.69
　　,立業里,"1,026",4,10,296,483,793,6,799,0,799,223,"1,022",78.18
　　,安生里,"1,027",6,11,415,757,"1,189",16,"1,205",0,"1,205",279,"1,484",81.20
　　,安和里,"1,028",6,1,283,623,913,14,927,0,927,240,"1,167",79.43
　　,安和里,"1,029",4,11,335,685,"1,035",12,"1,047",0,"1,047",263,"1,310",79.92
　　,安東里,"1,030",7,5,440,711,"1,163",17,"1,180",0,"1,180",295,"1,475",80.00
　　,安東里,"1,031",11,10,417,632,"1,070",18,"1,088",0,"1,088",297,"1,385",78.56
　　,達明里,"1,032",9,7,413,755,"1,184",14,"1,198",0,"1,198",322,"1,520",78.82
　　,達德里,"1,033",4,11,397,699,"1,111",14,"1,125",0,"1,125",272,"1,397",80.53
　　,達仁里,"1,034",10,7,448,635,"1,100",9,"1,109",0,"1,109",316,"1,425",77.82
　　,達勇里,"1,035",9,5,310,446,770,7,777,0,777,225,"1,002",77.54
　　,德智里,"1,036",11,7,360,470,848,5,853,0,853,230,"1,083",78.76
　　,德智里,"1,037",7,10,350,534,901,16,917,0,917,265,"1,182",77.58
　　,德仁里,"1,038",10,8,577,784,"1,379",11,"1,390",0,"1,390",473,"1,863",74.61
　　,同德里,"1,039",1,6,443,676,"1,126",10,"1,136",0,"1,136",318,"1,454",78.13
　　,同德里,"1,040",5,5,379,612,"1,001",14,"1,015",0,"1,015",265,"1,280",79.30
　　,建東里,"1,041",3,13,355,445,816,5,821,0,821,364,"1,185",69.28
　　,港西里,"1,042",1,3,206,336,546,5,551,0,551,216,767,71.84
　　,長明里,"1,043",9,9,380,394,792,9,801,0,801,313,"1,114",71.90
　　,港東里,"1,044",13,14,385,596,"1,008",13,"1,021",0,"1,021",325,"1,346",75.85
　　,港新里,"1,045",3,12,445,570,"1,030",13,"1,043",0,"1,043",327,"1,370",76.13
　　,博愛里,"1,046",6,6,411,533,956,14,970,0,970,318,"1,288",75.31
　　,博惠里,"1,047",6,9,446,561,"1,022",16,"1,038",0,"1,038",296,"1,334",77.81
　　,博惠里,"1,048",6,12,435,608,"1,061",12,"1,073",0,"1,073",305,"1,378",77.87
　　,博惠里,"1,049",11,12,444,529,996,18,"1,014",0,"1,014",304,"1,318",76.93
